tile_id,seed_index,tile_path_id,h3_res,level,center_lat,center_lon,tile_size_m,geometry,children,checked,fetch_success,current,result_count
88195da4c1fffff,139,139,8,0,51.54639939997183,-0.1516454187833464,531.415,"POLYGON ((-0.1504220951569505 51.55087278526081, -0.1571362314892493 51.549679058082006, -0.1583590737745634 51.54520542033511, -0.1528685635183636 51.541925776520124, -0.1461554954499671 51.54311954409054, -0.144931869485621 51.54759291506906, -0.1504220951569505 51.55087278526081))",7,True,True,True,48
88195da4c9fffff,144,144,8,0,51.552066047872174,-0.1437080645670254,531.415,"POLYGON ((-0.1424840806560662 51.556538942458204, -0.1491985926010245 51.55534593234537, -0.1504220951569505 51.55087278526081, -0.144931869485621 51.54759291506906, -0.138218426063232 51.548785965663335, -0.136994139901405 51.55325884595269, -0.1424840806560662 51.556538942458204))",7,True,True,True,67
88195da4c5fffff,182,182,8,0,51.548484866299255,-0.1638504733820453,531.415,"POLYGON ((-0.1626279336829442 51.5529585182971, -0.1693427624560245 51.5517641142886, -0.1705648206534243 51.54729020987606, -0.1650728342774046 51.544010976122365, -0.1583590737745634 51.54520542033511, -0.1571362314892493 51.549679058082006, -0.1626279336829442 51.5529585182971))",7,True,True,True,26
88195da4cdfffff,184,184,8,0,51.55415245763718,-0.1559132103373012,531.415,"POLYGON ((-0.1546900102805622 51.55862561895891, -0.1614052151419734 51.55743193207417, -0.1626279336829442 51.5529585182971, -0.1571362314892493 51.549679058082006, -0.1504220951569505 51.55087278526081, -0.1491985926010245 51.55534593234537, -0.1546900102805622 51.55862561895891))",0,True,True,True,8
88195da4ebfffff,189,189,8,0,51.542816067297146,-0.1717867001099909,531.415,"POLYGON ((-0.1705648206534243 51.54729020987606, -0.177279273121424 51.54609508877593, -0.1785006710904204 51.54162069382295, -0.173008400863829 51.538341686593554, -0.1662950164071202 51.53953684780812, -0.1650728342774046 51.544010976122365, -0.1705648206534243 51.54729020987606))",0,True,True,True,17
88195da6a7fffff,191,191,8,0,51.55981884118381,-0.1479749110774281,531.415,"POLYGON ((-0.146751050548038 51.56429151173452, -0.1534666312809123 51.56309854200555, -0.1546900102805622 51.55862561895891, -0.1491985926010245 51.55534593234537, -0.1424840806560662 51.556538942458204, -0.1412599177145841 51.56101159878544, -0.146751050548038 51.56429151173452))",0,True,True,True,4
88195da413fffff,233,233,8,0,51.55623778049307,-0.1681205254796574,531.415,"POLYGON ((-0.1668981096862359 51.56071120844778, -0.1736140069945891 51.55951684454591, -0.1748359411116178 51.55504316417908, -0.1693427624560245 51.5517641142886, -0.1626279336829442 51.5529585182971, -0.1614052151419734 51.55743193207417, -0.1668981096862359 51.56071120844778))",7,True,True,True,26
88195da4e9fffff,235,235,8,0,51.55056924557519,-0.1760576964745146,531.415,"POLYGON ((-0.1748359411116178 51.55504316417908, -0.1815514618558159 51.553848083095765, -0.182772735556477 51.54937391212045, -0.177279273121424 51.54609508877593, -0.1705648206534243 51.54729020987606, -0.1693427624560245 51.5517641142886, -0.1748359411116178 51.55504316417908))",7,True,True,True,28
88195da41bfffff,237,237,8,0,51.561905107588814,-0.1601823177209914,531.415,"POLYGON ((-0.1589592413818624 51.56637804479938, -0.1656755150376128 51.5651843981111, -0.1668981096862359 51.56071120844778, -0.1614052151419734 51.55743193207417, -0.1546900102805622 51.55862561895891, -0.1534666312809123 51.56309854200555, -0.1589592413818624 51.56637804479938))",0,True,True,True,0
88195da4e1fffff,244,244,8,0,51.5448995029624,-0.1839938306041062,531.415,"POLYGON ((-0.182772735556477 51.54937391212045, -0.1894878795198903 51.54817811388787, -0.1907084929194846 51.54370345239911, -0.1852147470367693 51.540424855663396, -0.1785006710904204 51.54162069382295, -0.177279273121424 51.54609508877593, -0.182772735556477 51.54937391212045))",7,True,True,True,33
