tile_id,tile_path_id,h3_res,level,center_lat,center_lon,tile_size_m,geometry,children,checked,fetch_success,result_count,seed_index,current
8a194ad139affff,221-6-5,10,2,51.46180576,-0.138291453,75.864,"POLYGON ((-0.1381168329907084 51.462445313225544, -0.1390744412991193 51.46227442056322, -0.1392490518587718 51.46163485792767, -0.138466070048691 51.46116619341054, -0.1375084834787358 51.46133708690898, -0.1373338569807315 51.46197664408845, -0.1381168329907084 51.462445313225544))",0,True,True,9,,
8a194ad139b7fff,221-6-6,10,2,51.46321174,-0.140640472,75.864,"POLYGON ((-0.1404658696012575 51.463851296584274, -0.1414235137541812 51.46368039097792, -0.1415981058669092 51.463040827425836, -0.1408150697675433 51.46257217493568, -0.1398574473538656 51.462743081377354, -0.1396828393006389 51.46338263947384, -0.1404658696012575 51.463851296584274))",0,True,True,5,,
89194ad1023ffff,174-0,9,1,51.46526192901649,-0.1291490275381171,200.821,"POLYGON ((-0.1295824962498957 51.467009622532295, -0.1316724756797007 51.46602852832478, -0.1312389427610379 51.46428081344584, -0.1287155869284099 51.46351421333682, -0.1266257017613576 51.464495286967, -0.1270590781645554 51.46624298128214, -0.1295824962498957 51.467009622532295))",0,True,True,12,,
89194ad1027ffff,174-1,9,1,51.46274757049074,-0.1261923534538634,200.821,"POLYGON ((-0.1266257017613576 51.464495286967, -0.1287155869284099 51.46351421333682, -0.128282174418134 51.46176647549644, -0.1257590332394332 51.460999831856455, -0.1236692423382996 51.46198088491453, -0.1241024983503137 51.46372860218331, -0.1266257017613576 51.464495286967))",0,True,True,1,,
89194ad102bffff,174-2,9,1,51.46504737081095,-0.1337624209508346,200.821,"POLYGON ((-0.1341960461852211 51.46679508488505, -0.1362860214968963 51.46581388542519, -0.135852332058555 51.46406614999123, -0.1333288238286106 51.46329963457072, -0.1312389427610379 51.46428081344584, -0.1316724756797007 51.46602852832478, -0.1341960461852211 51.46679508488505))",0,True,True,11,,
89194ad102fffff,174-3,9,1,51.46253307640352,-0.1308054379481742,200.821,"POLYGON ((-0.1312389427610379 51.46428081344584, -0.1333288238286106 51.46329963457072, -0.1328952548158469 51.46155187616757, -0.1303719612383774 51.460785317200894, -0.128282174418134 51.46176647549644, -0.1287155869284099 51.46351421333682, -0.1312389427610379 51.46428081344584))",0,True,True,2,,
89194ad1033ffff,174-4,9,1,51.467990653433,-0.1274924826661735,200.821,"POLYGON ((-0.1279259152688419 51.46973830341643, -0.1300159930664682 51.468757293881126, -0.1295824962498957 51.467009622532295, -0.1270590781645554 51.46624298128214, -0.1249690946450922 51.4672239702424, -0.1254024349331972 51.46897162102642, -0.1279259152688419 51.46973830341643))",0,True,True,2,,
89194ad1037ffff,174-5,9,1,51.46547629729365,-0.1245357824517048,200.821,"POLYGON ((-0.1249690946450922 51.4672239702424, -0.1270590781645554 51.46624298128214, -0.1266257017613576 51.464495286967, -0.1241024983503137 51.46372860218331, -0.1220126091121881 51.46470957057372, -0.1224458290041351 51.466457244316246, -0.1249690946450922 51.4672239702424))",0,True,True,1,,
89194ad103bffff,174-6,9,1,51.46777622103717,-0.1321060367068392,200.821,"POLYGON ((-0.1325396258451456 51.46952389157992, -0.134629699534483 51.46854277678993, -0.1341960461852211 51.46679508488505, -0.1316724756797007 51.46602852832478, -0.1295824962498957 51.467009622532295, -0.1300159930664682 51.468757293881126, -0.1325396258451456 51.46952389157992))",0,True,True,0,,
89194ad12a3ffff,204-0,9,1,51.46943056044684,-0.1535203153799896,200.821,"POLYGON ((-0.1539546512203903 51.47117829012206, -0.1560448023738869 51.470196733645125, -0.1556104023301811 51.468448982621794, -0.1530860077000622 51.4676828085871, -0.1509959507283886 51.46866434444661, -0.1514301942053826 51.47041207495687, -0.1539546512203903 51.47117829012206))",0,True,True,1,,
89194ad12a7ffff,204-1,9,1,51.46691659175457,-0.1505617354055317,200.821,"POLYGON ((-0.1509959507283886 51.46866434444661, -0.1530860077000622 51.4676828085871, -0.1526517281779785 51.46593503454598, -0.1501275482341061 51.465168816883825, -0.1480375854474834 51.466150332131114, -0.1484717084200649 51.46789808565135, -0.1509959507283886 51.46866434444661))",0,True,True,15,,
89194ad12abffff,204-2,9,1,51.4692151138518,-0.1581349192949677,200.821,"POLYGON ((-0.1585694117092361 51.47096286403457, -0.1606595585935151 51.46998120227015, -0.160225001978923 51.46823343074251, -0.1577004550512876 51.46746734148222, -0.1556104023301811 51.468448982621794, -0.1560448023738869 51.470196733645125, -0.1585694117092361 51.47096286403457))",0,True,True,0,,
89194ad12afffff,204-3,9,1,51.4667012094144,-0.1551760304507013,200.821,"POLYGON ((-0.1556104023301811 51.468448982621794, -0.1577004550512876 51.46746734148222, -0.1572660189755045 51.46571954692903, -0.1547416867326952 51.46495341402605, -0.1526517281779785 51.46593503454598, -0.1530860077000622 51.4676828085871, -0.1556104023301811 51.468448982621794))",0,True,True,11,,
89194ad12b3ffff,204-4,9,1,51.472159783282144,-0.1518644658392243,200.821,"POLYGON ((-0.1522987656325332 51.47390746941933, -0.1543890152240318 51.47292599760964, -0.1539546512203903 51.47117829012206, -0.1514301942053826 51.47041207495687, -0.1493400388111529 51.47139352615137, -0.1497742462350549 51.47314121312483, -0.1522987656325332 51.47390746941933))",0,True,True,9,,
89194ad12b7ffff,204-5,9,1,51.46964581699248,-0.1489058595403709,200.821,"POLYGON ((-0.1493400388111529 51.47139352615137, -0.1514301942053826 51.47041207495687, -0.1509959507283886 51.46866434444661, -0.1484717084200649 51.46789808565135, -0.1463816472262743 51.4688795162359, -0.1468157341407417 51.470627226224266, -0.1493400388111529 51.47139352615137))",0,True,True,2,,
89194ad12bbffff,204-6,9,1,51.47194446248124,-0.1564792305844896,200.821,"POLYGON ((-0.1569136869646807 51.473692169127034, -0.1590039322967846 51.472710592027454, -0.1585694117092361 51.47096286403457, -0.1560448023738869 51.470196733645125, -0.1539546512203903 51.47117829012206, -0.1543890152240318 51.47292599760964, -0.1569136869646807 51.473692169127034))",0,True,True,6,,
88194ad135fffff,286,8,0,51.45599841,-0.157183894,531.415,"POLYGON ((-0.155962879728727 51.46047603019894, -0.162666606384923 51.45927839590817, -0.1638871411846876 51.454800522442646, -0.1584047308023641 51.45152055049356, -0.1517020690036068 51.45271822550466, -0.1504807528409356 51.45719583172938, -0.155962879728727 51.46047603019894))",0,True,True,2,286.0,True
89194ad1223ffff,255-0,9,1,51.46375603202212,-0.1614458933289906,200.821,"POLYGON ((-0.1618804577873553 51.46550386926135, -0.1639704077928511 51.464522038180995, -0.1635357791481634 51.462774179601524, -0.1610113570431924 51.46200817260324, -0.1589215011700424 51.46298998305421, -0.1593559732698604 51.46473782113142, -0.1618804577873553 51.46550386926135))",0,True,True,4,,
89194ad1227ffff,255-1,9,1,51.46124212280008,-0.158487057236404,200.821,"POLYGON ((-0.1589215011700424 51.46298998305421, -0.1610113570431924 51.46200817260324, -0.1605768489273202 51.46026029100789, -0.1580526414663156 51.45949424037215, -0.155962879728727 51.46047603019894, -0.156397231316915 51.462223891284246, -0.1589215011700424 51.46298998305421))",0,True,True,0,,
89194ad122bffff,255-2,9,1,51.46354014378806,-0.1660603235503722,200.821,"POLYGON ((-0.1664950445607244 51.46528800152403, -0.1685849902489334 51.464306065155895, -0.1681502050551942 51.46255818608294, -0.1656256307226692 51.46179226387018, -0.1635357791481634 51.462774179601524, -0.1639704077928511 51.464522038180995, -0.1664950445607244 51.46528800152403))",0,True,True,12,,
89194ad122fffff,255-3,9,1,51.46102629884285,-0.1631011786797274,200.821,"POLYGON ((-0.1635357791481634 51.462774179601524, -0.1656256307226692 51.46179226387018, -0.1651909660749488 51.46004436177359, -0.1626666063849179 51.45927839590816, -0.1605768489273202 51.46026029100789, -0.1610113570431924 51.46200817260324, -0.1635357791481634 51.462774179601524))",0,True,True,11,,
89194ad1233ffff,255-4,9,1,51.46648563702859,-0.1597904735386003,200.821,"POLYGON ((-0.160225001978923 51.46823343074251, -0.1623150504210038 51.46725168431783, -0.1618804577873553 51.46550386926135, -0.1593559732698604 51.46473782113142, -0.1572660189755045 51.46571954692903, -0.1577004550512876 51.46746734148222, -0.160225001978923 51.46823343074251))",0,True,True,2,,
89194ad1237ffff,255-5,9,1,51.46397173019531,-0.1568316110649779,200.821,"POLYGON ((-0.1572660189755045 51.46571954692903, -0.1593559732698604 51.46473782113142, -0.1589215011700424 51.46298998305421, -0.156397231316915 51.462223891284246, -0.1543073711735589 51.4632055964599, -0.1547416867326952 51.46495341402605, -0.1572660189755045 51.46571954692903))",0,True,True,7,,
89194ad123bffff,255-6,9,1,51.46626987457816,-0.1644050646165078,200.821,"POLYGON ((-0.1648397496218415 51.468017688789885, -0.1669297937564491 51.46703583707501, -0.1664950445607244 51.46528800152403, -0.1639704077928511 51.464522038180995, -0.1618804577873553 51.46550386926135, -0.1623150504210038 51.46725168431783, -0.1648397496218415 51.468017688789885))",0,True,True,1,,
89194ad1623ffff,132-0,9,1,51.48286057485178,-0.1498551308016875,200.821,"POLYGON ((-0.1502894429654578 51.484608107290825, -0.1523800821448371 51.48362686889707, -0.1519457057456597 51.481879315101736, -0.1494208468034903 51.48111302020807, -0.1473303018644311 51.48209423798823, -0.1477645216276106 51.48384177127421, -0.1502894429654578 51.484608107290825))",0,True,True,2,,
89194ad1627ffff,132-1,9,1,51.480346682500326,-0.1468961102604445,200.821,"POLYGON ((-0.1473303018644311 51.48209423798823, -0.1494208468034903 51.48111302020807, -0.1489865909681797 51.4793654433629, -0.1464619468129598 51.47859910481359, -0.1443714961174353 51.479580301985344, -0.144805595333971 51.481327858313385, -0.1473303018644311 51.48209423798823))",0,True,True,11,,
89194ad162bffff,132-2,9,1,51.48264556717438,-0.1544706870860483,200.821,"POLYGON ((-0.1549051558929499 51.4843931201173, -0.1569957908237507 51.48341177641913, -0.1565612577844102 51.481664202123234, -0.1540362464548146 51.48089799202461, -0.1519457057456597 51.481879315101736, -0.1523800821448371 51.48362686889707, -0.1549051558929499 51.4843931201173))",0,True,True,0,,
89194ad162fffff,132-3,9,1,51.4801317391022,-0.1515113575157642,200.821,"POLYGON ((-0.1519457057456597 51.481879315101736, -0.1540362464548146 51.48089799202461, -0.1536018339965258 51.47915039467107, -0.1510770374524541 51.47838414090162, -0.1489865909681797 51.4793654433629, -0.1494208468034903 51.48111302020807, -0.1519457057456597 51.481879315101736))",0,True,True,0,,
89194ad1633ffff,132-4,9,1,51.48558928235516,-0.1481987695526639,200.821,"POLYGON ((-0.1486330456422724 51.48733677122789, -0.1507237832974825 51.48635561752214, -0.1502894429654578 51.484608107290825, -0.1477645216276106 51.48384177127421, -0.1456738782281422 51.484822904368635, -0.1461080619111646 51.48657039408957, -0.1486330456422724 51.48733677122789))",0,True,True,0,,
89194ad163bffff,132-6,9,1,51.48537440048512,-0.152814486715953,200.821,"POLYGON ((-0.1532489194617352 51.487121909862715, -0.1553396528781964 51.486140650850174, -0.1549051558929499 51.4843931201173, -0.1523800821448371 51.48362686889707, -0.1502894429654578 51.484608107290825, -0.1507237832974825 51.48635561752214, -0.1532489194617352 51.487121909862715))",0,True,True,0,,
8a194ad16347fff,132-5-0,10,2,51.48307539244218,-0.1452397227033199,75.864,"POLYGON ((-0.1450651046846181 51.48371484271033, -0.1460231055985007 51.4835440080772, -0.1461977138179798 51.48290455265854, -0.145414337078165 51.482435937325505, -0.1444563579180844 51.48260677279074, -0.1442817337443224 51.483246222756854, -0.1450651046846181 51.48371484271033))",0,True,True,3,,
8a194ad1634ffff,132-5-1,10,2,51.48196731797621,-0.1446309784479189,75.864,"POLYGON ((-0.1444563579180844 51.48260677279074, -0.145414337078165 51.482435937325505, -0.1455889478092986 51.48179647736047, -0.144805595333971 51.481327858313385, -0.1438476379269138 51.481498694610984, -0.1436730112424766 51.48213814912324, -0.1444563579180844 51.48260677279074))",0,True,True,9,,
8a194ad16357fff,132-5-2,10,2,51.48337316397489,-0.1469811086676705,75.864,"POLYGON ((-0.1468065066039799 51.48401261969543, -0.1477645216276106 51.48384177127421, -0.1479391138916218 51.48320231040327, -0.1471557070878065 51.48273370340576, -0.1461977138179798 51.48290455265854, -0.1460231055985007 51.4835440080772, -0.1468065066039799 51.48401261969543))",0,True,True,7,,
8a194ad1635ffff,132-5-3,10,2,51.482265092391394,-0.1463723183937978,75.864,"POLYGON ((-0.1461977138179798 51.48290455265854, -0.1471557070878065 51.48273370340576, -0.1473303018644311 51.48209423798823, -0.1465469193260845 51.481625627275896, -0.1455889478092986 51.48179647736047, -0.145414337078165 51.482435937325505, -0.1461977138179798 51.48290455265854))",0,True,True,2,,
8a194ad16367fff,132-5-4,10,2,51.483885667874375,-0.1441071059265593,75.864,"POLYGON ((-0.1439324744646603 51.48452510814326, -0.1448904830219862 51.484354288129836, -0.1450651046846181 51.48371484271033, -0.1442817337443224 51.483246222756854, -0.1433237469415696 51.48341704360261, -0.1431491093248555 51.484056483569475, -0.1439324744646603 51.48452510814326))",0,True,True,1,,
8a194ad1636ffff,132-5-5,10,2,51.48277759878715,-0.1434983809140463,75.864,"POLYGON ((-0.1433237469415696 51.48341704360261, -0.1442817337443224 51.483246222756854, -0.1444563579180844 51.48260677279074, -0.1436730112424766 51.48213814912324, -0.1427150461934623 51.48230897080163, -0.1425404060666332 51.48294841531487, -0.1433237469415696 51.48341704360261))",0,True,True,1,,
8a194ad16377fff,132-5-6,10,2,51.48418345864727,-0.1458484937352562,75.864,"POLYGON ((-0.1456738782281422 51.484822904368635, -0.1466319008965897 51.484652070567286, -0.1468065066039799 51.48401261969543, -0.1460231055985007 51.4835440080772, -0.1450651046846181 51.48371484271033, -0.1448904830219862 51.484354288129836, -0.1456738782281422 51.484822904368635))",0,True,True,0,,
89194ad10c3ffff,113-0,9,1,51.48077599912263,-0.1376660604207652,200.821,"POLYGON ((-0.1380999387855234 51.4825235135609, -0.1401904920989998 51.48154250635947, -0.1397565494970247 51.47979497055737, -0.1372322101923277 51.47902846249002, -0.1351417511596718 51.480009449097935, -0.1355755371513013 51.481756964365296, -0.1380999387855234 51.4825235135609))",0,True,True,5,,
89194ad10c7ffff,113-1,9,1,51.47826191163897,-0.13470799329801544,200.821,"POLYGON ((-0.1351417511596718 51.480009449097935, -0.1372322101923277 51.47902846249002, -0.1367983880975575 51.47728090366629, -0.1342742635636488 51.47651435199154, -0.1321838988150199 51.477495318011115, -0.1326175643166518 51.479242856292345, -0.1351417511596718 51.480009449097935))",0,True,True,2,,
89194ad10cbffff,113-2,9,1,51.48056143583413,-0.1422810112111884,200.821,"POLYGON ((-0.1427150461934623 51.48230897080163, -0.144805595333971 51.481327858313385, -0.1443714961174353 51.479580301985344, -0.1418470043753436 51.47881387867009, -0.1397565494970247 51.47979497055737, -0.1401904920989998 51.48154250635947, -0.1427150461934623 51.48230897080163))",0,True,True,9,,
89194ad10cfffff,113-3,9,1,51.47804741256146,-0.13932263503510522,200.821,"POLYGON ((-0.1397565494970247 51.47979497055737, -0.1418470043753436 51.47881387867009, -0.1414130256832327 51.477066299312646, -0.1388887487105007 51.476299832374764, -0.1367983880975575 51.47728090366629, -0.1372322101923277 51.47902846249002, -0.1397565494970247 51.47979497055737))",0,True,True,1,,
89194ad10d3ffff,113-4,9,1,51.483504457437945,-0.13600935127554212,200.821,"POLYGON ((-0.1364431935351191 51.48525192831275, -0.1385338452893224 51.48427100580179, -0.1380999387855234 51.4825235135609, -0.1355755371513013 51.481756964365296, -0.133484979693335 51.48273786628497, -0.1339187295737534 51.48448533799012, -0.1364431935351191 51.48525192831275))",0,True,True,2,,
89194ad10d7ffff,113-5,9,1,51.48099037238467,-0.1330512579418538,200.821,"POLYGON ((-0.133484979693335 51.48273786628497, -0.1355755371513013 51.481756964365296, -0.1351417511596718 51.480009449097935, -0.1326175643166518 51.479242856292345, -0.1305271011581376 51.48022373762595, -0.1309607305435918 51.4819712323498, -0.133484979693335 51.48273786628497))",0,True,True,6,,
89194ad10dbffff,113-6,9,1,51.483290019964606,-0.14062446284367416,200.821,"POLYGON ((-0.1410584617337787 51.485037511369626, -0.1431491093248555 51.484056483569475, -0.1427150461934623 51.48230897080163, -0.1401904920989998 51.48154250635947, -0.1380999387855234 51.4825235135609, -0.1385338452893224 51.48427100580179, -0.1410584617337787 51.485037511369626))",0,True,True,0,,
