tile_id,seed_index,tile_path_id,h3_res,level,center_lat,center_lon,tile_size_m,geometry,children,checked,fetch_success,current,result_count
88194ad13bfffff,264.0,264,8,0,51.45183138,-0.132817293,531.415,"POLYGON ((-0.1315947164076863 51.456308468011656, -0.1382970616253158 51.455112184227374, -0.1395191587439313 51.45063484534612, -0.1340396913051884 51.447354057680016, -0.1273384109317498 51.44855038255844, -0.1261155332641019 51.45302745399369, -0.1315947164076863 51.456308468011656))",0,True,True,True,2.0
89194ad1463ffff,,77-0,9,1,51.486446909117994,-0.1297373836137021,200.821,"POLYGON ((-0.1301710331207786 51.48819431588342, -0.1322617874461193 51.487213583354034, -0.1318280736848966 51.485466155216976, -0.1293037622308873 51.484699480153424, -0.1272131022358615 51.485680192101256, -0.1276466593649067 51.48742759969276, -0.1301710331207786 51.48819431588342))",0,True,True,,0.0
89194ad1467ffff,,77-1,9,1,51.48393276231325,-0.12677957322466352,200.821,"POLYGON ((-0.1272131022358615 51.485680192101256, -0.1293037622308873 51.484699480153424, -0.128870168969625 51.4829520289928, -0.1263460723286402 51.48218531033194, -0.1242555066671177 51.48316600170336, -0.1246889433134491 51.48491343231065, -0.1272131022358615 51.485680192101256))",0,True,True,,5.0
89194ad146bffff,,77-2,9,1,51.48623278749697,-0.13435250758581324,200.821,"POLYGON ((-0.1347863137321885 51.48798021480243, -0.1368770639327116 51.486999376986574, -0.1364431935351191 51.48525192831275, -0.1339187295737534 51.48448533799012, -0.1318280736848966 51.485466155216976, -0.1322617874461193 51.487213583354034, -0.1347863137321885 51.48798021480243))",0,True,True,,0.0
89194ad146fffff,,77-3,9,1,51.48371870488118,-0.13139438805163062,200.821,"POLYGON ((-0.1318280736848966 51.485466155216976, -0.1339187295737534 51.48448533799012, -0.133484979693335 51.48273786628497, -0.1309607305435918 51.4819712323498, -0.128870168969625 51.4829520289928, -0.1293037622308873 51.484699480153424, -0.1318280736848966 51.485466155216976))",0,True,True,,3.0
89194ad1473ffff,,77-4,9,1,51.48917498508466,-0.12808024461449746,200.821,"POLYGON ((-0.1285138579873378 51.49092234827387, -0.1306047107547694 51.489941700446536, -0.1301710331207786 51.48819431588342, -0.1276466593649067 51.48742759969276, -0.1255559009432328 51.48840822694076, -0.1259894219320505 51.49015559095733, -0.1285138579873378 51.49092234827387))",0,True,True,,1.0
89194ad1477ffff,,77-5,9,1,51.48666084072416,-0.12512240807127528,200.821,"POLYGON ((-0.1255559009432328 51.48840822694076, -0.1276466593649067 51.48742759969276, -0.1272131022358615 51.485680192101256, -0.1246889433134491 51.48491343231065, -0.1225982792407248 51.48589403898453, -0.1230316797418314 51.48764142602171, -0.1255559009432328 51.48840822694076))",0,True,True,,13.0
89194ad147bffff,,77-6,9,1,51.48896098928925,-0.13269552933797246,200.821,"POLYGON ((-0.1331292993631144 51.490708373019466, -0.1352201480155736 51.489727619903306, -0.1347863137321885 51.48798021480243, -0.1322617874461193 51.487213583354034, -0.1301710331207786 51.48819431588342, -0.1306047107547694 51.489941700446536, -0.1331292993631144 51.490708373019466))",0,True,True,,9.0
89194ad16a3ffff,,92-0,9,1,51.48853242756679,-0.14192654396096782,200.821,"POLYGON ((-0.1423606273034592 51.490279852352685, -0.144451467640534 51.48929888864364, -0.1440173200456954 51.487551442493604, -0.1414924887719883 51.48678498057139, -0.1394017427247409 51.48776592367879, -0.1398357336617609 51.48951334930864, -0.1423606273034592 51.490279852352685))",0,True,True,,2.0
89194ad16a7ffff,,92-1,9,1,51.486018475842144,-0.13896777993484186,200.821,"POLYGON ((-0.1394017427247409 51.48776592367879, -0.1414924887719883 51.48678498057139, -0.1410584617337787 51.485037511369626, -0.1385338452893224 51.48427100580179, -0.1364431935351191 51.48525192831275, -0.1368770639327116 51.486999376986574, -0.1394017427247409 51.48776592367879))",0,True,True,,0.0
