Orientation,WWR,Angle,Shading Type,sDA,BlindClosed,Heating Penalty,Cooling Benefit,Total Energy
N,25,0,No Shade,0.4875,0.050685,-0.5845857418111753,0.10931813316206407,-0.6386866498242335
N,25,5,Vertical,0.46668,0.050685,-0.5826589595375722,0.10121182116606031,-0.6469909883991
N,25,10,Vertical,0.45414,0.048493,-0.5807321772639692,0.09310550917005656,-0.6552953269739665
N,25,15,Vertical,0.44586,0.044658,-0.5788053949903661,0.0849991971740528,-0.663599665548833
N,25,20,Vertical,0.44166,0.033973,-0.5784200385356455,0.08040524869763789,-0.669255366652582
N,25,25,Vertical,0.4125,0.033973,-0.5780346820809249,0.07581130022122298,-0.6749110677563311
N,25,30,Vertical,0.39168,0.033973,-0.5776493256262043,0.07121735174480807,-0.6805667688600802
N,25,35,Vertical,0.36666,0.033973,-0.5775208734746308,0.06870852065938754,-0.6837656324453605
N,25,40,Vertical,0.35418,0.030959,-0.5773924213230572,0.066199689573967,-0.6869644960306409
N,25,45,Vertical,0.35832,0.022466,-0.5772639691714837,0.06369085848854647,-0.6901633596159212
N,30,5,Eggcrate,0.5625,0.041644,-0.5298651252408477,0.10816964604296003,-0.5666939382224346
N,30,10,Eggcrate,0.55836,0.030137,-0.5267822736030828,0.09139950403197042,-0.5850875536815106
N,30,15,Eggcrate,0.525,0.019178,-0.5236994219653178,0.07462936202098082,-0.6034811691405865
N,30,20,Eggcrate,0.4875,0.008219,-0.5228644829800898,0.06519615713979894,-0.6150359175380081
N,30,25,Eggcrate,0.45834,0.0,-0.5220295439948619,0.05576295225861706,-0.6265906659354299
N,30,30,Eggcrate,0.42084,0.0,-0.5211946050096339,0.04632974737743518,-0.6381454143328515
N,30,35,Eggcrate,0.38334,0.0,-0.5208734746307,0.040709965746092876,-0.64526598757496
N,30,40,Eggcrate,0.375,0.0,-0.5205523442517662,0.035090184114750574,-0.6523865608170685
N,30,45,Eggcrate,0.32082,0.0,-0.5202312138728323,0.02947040248340827,-0.6595071340591769
N,30,5,Horizontal,0.5625,0.041644,-0.53121387283237,0.1153393277670732,-0.5588714970286001
N,30,10,Horizontal,0.575,0.031233,-0.5294797687861272,0.10573886748019677,-0.5694426712938413
N,30,15,Horizontal,0.575,0.026849,-0.5277456647398845,0.09613840719332033,-0.5800138455590826
N,30,20,Horizontal,0.58752,0.014795,-0.5271034039820167,0.08916943195604057,-0.5885159778351189
N,30,25,Horizontal,0.54582,0.0,-0.526461143224149,0.08220045671876082,-0.597018110111155
N,30,30,Horizontal,0.54582,0.0,-0.5258188824662813,0.07523148148148107,-0.6055202423871913
N,30,35,Horizontal,0.53748,0.0,-0.5253692999357739,0.06955594804824058,-0.6125431175284188
N,30,40,Horizontal,0.51666,0.0,-0.5249197174052666,0.0638804146150001,-0.6195659926696464
N,30,45,Horizontal,0.49998,0.0,-0.5244701348747591,0.058204881181759614,-0.626588867810874
N,30,0,No Shade,0.59168,0.056164,-0.5329479768786127,0.12493978805394965,-0.5483003227633587
N,30,5,Vertical,0.57084,0.056164,-0.530635838150289,0.11586339470491669,-0.5573904417692355
N,30,10,Vertical,0.55416,0.051507,-0.5283236994219652,0.10678700135588372,-0.5664805607751122
N,30,15,Vertical,0.54168,0.040548,-0.5260115606936415,0.09771060800685076,-0.575570679780989
N,30,20,Vertical,0.53748,0.036164,-0.5255619781631342,0.0922357810604437,-0.5823238362388037
N,30,25,Vertical,0.52086,0.036164,-0.5251123956326268,0.08676095411403664,-0.5890769926966185
N,30,30,Vertical,0.49584,0.034795,-0.5246628131021195,0.08128612716762958,-0.5958301491544332
N,30,35,Vertical,0.49584,0.029315,-0.5244701348747591,0.07814172554056918,-0.5997968119251631
N,30,40,Vertical,0.46248,0.023836,-0.5242774566473989,0.0749973239135088,-0.603763474695893
N,30,45,Vertical,0.44166,0.014795,-0.5240847784200385,0.0718529222864484,-0.6077301374666229
N,35,5,Eggcrate,0.65832,0.045205,-0.46409762363519597,0.11840567687147657,-0.46455686718752387
N,35,10,Eggcrate,0.62916,0.030137,-0.46037251123956335,0.09905980161278821,-0.48554877263014734
N,35,15,Eggcrate,0.59584,0.019178,-0.4566473988439308,0.07971392635409984,-0.5065406780727708
N,35,20,Eggcrate,0.58746,0.011233,-0.45555555555555566,0.06888692642546211,-0.519623232968015
N,35,25,Eggcrate,0.53748,0.0,-0.4544637122671805,0.058059926496824385,-0.5327057878632592
N,35,30,Eggcrate,0.52086,0.0,-0.4533718689788054,0.04723292656818666,-0.5457883427585034
N,35,35,Eggcrate,0.47502,0.0,-0.4529865125240848,0.04078801826875063,-0.5539314494981736
N,35,40,Eggcrate,0.45,0.0,-0.4526011560693642,0.0343431099693146,-0.562074556237844
N,35,45,Eggcrate,0.39168,0.0,-0.4522157996146436,0.02789820166987856,-0.5702176629775142
N,35,5,Horizontal,0.66668,0.045205,-0.4657675016056519,0.1267684471562122,-0.45556264815797154
N,35,10,Horizontal,0.65832,0.033151,-0.46371226718047526,0.11578534218225942,-0.4675603345710427
N,35,15,Horizontal,0.64586,0.027945,-0.4616570327552986,0.10480223720830667,-0.4795580209841138
N,35,20,Horizontal,0.63752,0.018904,-0.4608220937700706,0.09686318061799772,-0.489104863627237
N,35,25,Horizontal,0.63752,0.008219,-0.45998715478484264,0.08892412402768876,-0.4986517062703602
N,35,30,Horizontal,0.62916,0.0,-0.4591522157996146,0.08098506743737979,-0.5081985489134834
N,35,35,Horizontal,0.62502,0.0,-0.4586384071933205,0.07459591093984194,-0.5160941138392656
N,35,40,Horizontal,0.62084,0.0,-0.45812459858702637,0.0682067544423041,-0.5239896787650479
N,35,45,Horizontal,0.58752,0.0,-0.45761078998073224,0.06181759794476625,-0.5318852436908301
N,35,0,No Shade,0.67084,0.060822,-0.4678227360308285,0.13775155213016493,-0.4435649617449004
N,35,5,Vertical,0.63752,0.060822,-0.46506101477199746,0.12725906301291678,-0.4539539260551247
N,35,10,Vertical,0.63752,0.054795,-0.4622992935131664,0.11676657389566865,-0.46434289036534904
N,35,15,Vertical,0.62502,0.048767,-0.45953757225433534,0.1062740847784205,-0.47473185467557333
N,35,20,Vertical,0.59164,0.048767,-0.4588953114964676,0.09997413116391947,-0.4823349246735657
N,35,25,Vertical,0.58332,0.04274,-0.45825305073859995,0.09367417754941844,-0.4899379946715581
N,35,30,Vertical,0.57084,0.037808,-0.45761078998073224,0.08737422393491741,-0.49754106466955045
N,35,35,Vertical,0.54582,0.036164,-0.45741811175337194,0.08347159780204101,-0.5025266646887302
N,35,40,Vertical,0.54168,0.02411,-0.4572254335260117,0.07956897166916461,-0.50751226470791
N,35,45,Vertical,0.51252,0.02411,-0.4570327552986514,0.07566634553628822,-0.5124978647270897
N,40,5,Eggcrate,0.70832,0.050137,-0.3939627488760437,0.12779428031113954,-0.35768952982039787
N,40,10,Eggcrate,0.7,0.030137,-0.3892742453436095,0.10512559765931623,-0.38185212823025644
N,40,15,Eggcrate,0.67916,0.020822,-0.38458574181117533,0.0824569150074929,-0.40601472664011495
N,40,20,Eggcrate,0.65,0.005205,-0.3833654463712267,0.07030302219367729,-0.4207078017627619
N,40,25,Eggcrate,0.6042,0.0,-0.38214515093127815,0.05814912937986167,-0.43540087688540885
N,40,30,Eggcrate,0.57084,0.0,-0.38092485549132954,0.04599523656604605,-0.4500939520080558
N,40,35,Eggcrate,0.53748,0.0,-0.3804110468850354,0.03897050952686812,-0.4588436260979801
N,40,40,Eggcrate,0.49998,0.0,-0.3798972382787413,0.031945782487690186,-0.4675933001879044
N,40,45,Eggcrate,0.46668,0.0,-0.37938342967244715,0.024921055448512246,-0.4763429742778287
N,40,5,Horizontal,0.74168,0.050685,-0.3961464354527939,0.13811951402269315,-0.3467485412714544
N,40,10,Horizontal,0.73332,0.033699,-0.3936416184971098,0.1257760650824234,-0.3599701511323694
N,40,15,Horizontal,0.70832,0.030137,-0.3911368015414258,0.11343261614215366,-0.37319176099328444
N,40,20,Horizontal,0.71248,0.022466,-0.39017341040462433,0.10456807964033414,-0.3838096864969838
N,40,25,Horizontal,0.71248,0.009863,-0.3892100192678228,0.09570354313851462,-0.39442761200068327
N,40,30,Horizontal,0.69584,0.0,-0.3882466281310213,0.0868390066366951,-0.40504553750438266
N,40,35,Horizontal,0.68332,0.0,-0.38760436737315357,0.07976967815599852,-0.41368252912212544
N,40,40,Horizontal,0.67084,0.0,-0.38696210661528585,0.07270034967530192,-0.4223195207398682
N,40,45,Horizontal,0.65,0.0,-0.38631984585741813,0.06563102119460534,-0.430956512357611
N,40,0,No Shade,0.74584,0.063288,-0.3986512524084779,0.15046296296296288,-0.33352693141053935
N,40,5,Vertical,0.725,0.06137,-0.39511881824020556,0.13751739456219214,-0.3461767376626184
N,40,10,Vertical,0.68332,0.055068,-0.39158638407193325,0.12457182616142143,-0.35882654391469754
N,40,15,Vertical,0.69168,0.052877,-0.38805394990366093,0.1116262577606507,-0.3714763501667766
N,40,20,Vertical,0.66248,0.049863,-0.3874116891457932,0.10424471918932432,-0.3805329041809395
N,40,25,Vertical,0.65832,0.043836,-0.38676942838792555,0.09686318061799795,-0.38958945819510243
N,40,30,Vertical,0.65,0.041644,-0.38612716763005783,0.08948164204667157,-0.3986460122092653
N,40,35,Vertical,0.62498,0.036986,-0.38587026332691077,0.08489884393063621,-0.4044593488990982
N,40,40,Vertical,0.60414,0.026849,-0.38561335902376365,0.08031604581460083,-0.410272685588931
N,40,45,Vertical,0.58332,0.02411,-0.3853564547206166,0.07573324769856547,-0.41608602227876385
N,45,5,Eggcrate,0.775,0.050137,-0.32151573538856776,0.13876623492471324,-0.2455872524956467
N,45,10,Eggcrate,0.75416,0.031233,-0.3160565189466924,0.11399013416113647,-0.2715461773370373
N,45,15,Eggcrate,0.72084,0.023562,-0.310597302504817,0.08921403339755969,-0.29750510217842785
N,45,20,Eggcrate,0.69584,0.011233,-0.3091201027617213,0.07564404481552842,-0.3137559525414996
N,45,25,Eggcrate,0.66668,0.0,-0.3076429030186256,0.06207405623349714,-0.3300068029045714
N,45,30,Eggcrate,0.625,0.0,-0.30616570327552994,0.048504067651465865,-0.3462576532676432
N,45,35,Eggcrate,0.6,0.0,-0.30545921644187546,0.040531559980018284,-0.3560220689820525
N,45,40,Eggcrate,0.53748,0.0,-0.3047527296082209,0.0325590523085707,-0.3657864846964619
N,45,45,Eggcrate,0.50418,0.0,-0.30404624277456643,0.02458654463712312,-0.37555090041087125
N,45,5,Horizontal,0.78752,0.050685,-0.3241490044958253,0.14988314422322194,-0.23418654343519651
N,45,10,Horizontal,0.79168,0.034521,-0.32132305716120746,0.13622395275815383,-0.2487447592161369
N,45,15,Horizontal,0.77084,0.030137,-0.3184971098265896,0.12256476129308574,-0.2633029749970773
N,45,20,Horizontal,0.76248,0.02411,-0.3173410404624277,0.11281934632127359,-0.27484573589745853
N,45,25,Horizontal,0.77084,0.009863,-0.3161849710982658,0.10307393134946144,-0.28638849679783984
N,45,30,Horizontal,0.76248,0.0,-0.31502890173410397,0.09332851637764929,-0.2979312576982211
N,45,35,Horizontal,0.74168,0.0,-0.31425818882466283,0.08561246699493331,-0.3072647228940219
N,45,40,Horizontal,0.72084,0.0,-0.3134874759152217,0.07789641761221734,-0.31659818808982265
N,45,45,Horizontal,0.70832,0.0,-0.31271676300578055,0.07018036822950137,-0.32593165328562346
N,45,0,No Shade,0.79584,0.064658,-0.3269749518304432,0.16354233568829002,-0.21962832765425613
N,45,5,Vertical,0.775,0.06274,-0.3228644829800899,0.1496935880967678,-0.23271507817346462
N,45,10,Vertical,0.775,0.05863,-0.3187540141297367,0.13584484050524562,-0.24580182869267314
N,45,15,Vertical,0.75,0.055616,-0.31464354527938343,0.1219960929137234,-0.25888857921188163
N,45,20,Vertical,0.71668,0.053151,-0.31380860629415547,0.11371137515164507,-0.26889993736532797
N,45,25,Vertical,0.70416,0.04411,-0.31297366730892745,0.10542665738956673,-0.27891129551877436
N,45,30,Vertical,0.70416,0.041918,-0.3121387283236995,0.0971419396274884,-0.2889226536722207
N,45,35,Vertical,0.67916,0.033973,-0.3118175979447656,0.09166711268108182,-0.2958484300874192
N,45,40,Vertical,0.66248,0.02274,-0.3114964675658317,0.08619228573467523,-0.3027742065026176
N,45,45,Vertical,0.64586,0.014795,-0.3111753371868978,0.08071745878826865,-0.3096999829178161
N,50,5,Eggcrate,0.82916,0.054247,-0.24791265253693004,0.15064136872903744,-0.13071766147907735
N,50,10,Eggcrate,0.79584,0.033973,-0.2416827231856134,0.12425961607079139,-0.15779861604346693
N,50,15,Eggcrate,0.775,0.02274,-0.23545279383429676,0.09787786341254531,-0.18487957060785654
N,50,20,Eggcrate,0.73752,0.011233,-0.23359023763648046,0.08294753086419752,-0.20244065439746373
N,50,25,Eggcrate,0.70832,0.0,-0.23172768143866412,0.06801719831584974,-0.22000173818707092
N,50,30,Eggcrate,0.69168,0.0,-0.22986512524084782,0.05308686576750196,-0.23756282197667808
N,50,35,Eggcrate,0.63754,0.0,-0.22903018625561983,0.044110825661885594,-0.24850321115076976
N,50,40,Eggcrate,0.6,0.0,-0.22819524727039187,0.03513478555626923,-0.2594436003248614
N,50,45,Eggcrate,0.54168,0.0,-0.22736030828516388,0.026158745450652856,-0.2703839894989531
N,50,5,Horizontal,0.84168,0.056164,-0.25093127809890814,0.16207048811817618,-0.11941524989436002
N,50,10,Horizontal,0.84168,0.041644,-0.24771997430956963,0.1471178548490688,-0.1351937928740323
N,50,15,Horizontal,0.83332,0.031233,-0.24450867052023112,0.13216522157996147,-0.1509723358537046
N,50,20,Horizontal,0.81668,0.02411,-0.243159922928709,0.12158352957967604,-0.16337999466556385
N,50,25,Horizontal,0.80416,0.014795,-0.2418111753371869,0.11100183757939061,-0.17578765347742314
N,50,30,Horizontal,0.80832,0.0,-0.2404624277456648,0.1004201455791052,-0.1881953122892824
N,50,35,Horizontal,0.78752,0.0,-0.23962748876043682,0.09211312709626777,-0.19823663918533
N,50,40,Horizontal,0.78332,0.0,-0.2387925497752089,0.08380610861343037,-0.20827796608137755
N,50,45,Horizontal,0.75832,0.0,-0.23795761078998093,0.07549909013059294,-0.21831929297742514
N,50,0,No Shade,0.84584,0.066027,-0.2541425818882467,0.17702312138728352,-0.10363670691468774
N,50,5,Vertical,0.83332,0.063562,-0.24951830443159928,0.1628956147862699,-0.11640758688687715
N,50,10,Vertical,0.82084,0.058904,-0.24489402697495188,0.14876810818525626,-0.12917846685906656
N,50,15,Vertical,0.79584,0.055068,-0.2402697495183045,0.13464060158424265,-0.14194934683125598
N,50,20,Vertical,0.78332,0.049041,-0.23917790622992938,0.12564226075786722,-0.15257446483317988
N,50,25,Vertical,0.775,0.044384,-0.2380860629415543,0.11664391993149176,-0.16319958283510377
N,50,30,Vertical,0.75832,0.036164,-0.23699421965317918,0.10764557910511631,-0.17382470083702767
N,50,35,Vertical,0.75,0.023014,-0.23648041104688505,0.10144597873403234,-0.1814655314506976
N,50,40,Vertical,0.71668,0.016164,-0.2359666024405909,0.09524637836294839,-0.18910636206436754
N,50,45,Vertical,0.70416,0.001918,-0.23545279383429676,0.08904677799186442,-0.19674719267803747
N,55,5,Eggcrate,0.84584,0.052329,-0.17321772639691702,0.1616244737029902,-0.015579550528798159
N,55,10,Eggcrate,0.82916,0.027945,-0.1660886319845856,0.13217637194034101,-0.04557286749919831
N,55,15,Eggcrate,0.80832,0.021096,-0.15895953757225414,0.10272827017769183,-0.07556618446959845
N,55,20,Eggcrate,0.775,0.011233,-0.15684007707129086,0.08650449582530478,-0.09452021541532216
N,55,25,Eggcrate,0.73332,0.0,-0.15472061657032754,0.07028072147291774,-0.11347424636104586
N,55,30,Eggcrate,0.70832,0.0,-0.15260115606936425,0.05405694712053069,-0.13242827730676957
N,55,35,Eggcrate,0.66668,0.0,-0.15150931278098914,0.04448993791479335,-0.1438175982450307
N,55,40,Eggcrate,0.62086,0.0,-0.15041746949261406,0.034922928709056014,-0.15520691918329182
N,55,45,Eggcrate,0.59164,0.0,-0.14932562620423895,0.025355919503318673,-0.16659624012155297
N,55,5,Horizontal,0.875,0.056164,-0.17675016056518947,0.17487110183401167,-0.0025251662515990703
N,55,10,Horizontal,0.85832,0.034521,-0.17315350032113044,0.15866962820238395,-0.019464098944800133
N,55,15,Horizontal,0.87084,0.030137,-0.16955684007707145,0.14246815457075623,-0.036403031638001196
N,55,20,Horizontal,0.85832,0.022466,-0.16801541425818897,0.1310836366231359,-0.04963063524743689
N,55,25,Horizontal,0.84168,0.009863,-0.1664739884393065,0.11969911867551558,-0.06285823885687258
N,55,30,Horizontal,0.85,0.0,-0.16493256262042402,0.10831460072789525,-0.07608584246630827
N,55,35,Horizontal,0.82084,0.0,-0.1639049454078357,0.09945006422607573,-0.08661745799131541
N,55,40,Horizontal,0.8,0.0,-0.16287732819524742,0.09058552772425621,-0.09714907351632256
N,55,45,Horizontal,0.78752,0.0,-0.1618497109826591,0.0817209912224367,-0.1076806890413297
N,55,0,No Shade,0.87916,0.066027,-0.18034682080924846,0.19107257546563938,0.014413766441601993
N,55,5,Vertical,0.86248,0.062192,-0.17501605651894658,0.1747149967886964,-0.0004045780251193849
N,55,10,Vertical,0.86248,0.059452,-0.1696852922286447,0.1583574181117534,-0.015222922491840762
N,55,15,Vertical,0.82916,0.055616,-0.16435452793834282,0.14199983943481043,-0.030041266958562136
N,55,20,Vertical,0.80416,0.050959,-0.16307000642260747,0.13187531221009052,-0.04192087652578361
N,55,25,Vertical,0.80416,0.041096,-0.1617854849068721,0.1217507849853706,-0.05380048609300507
N,55,30,Vertical,0.78332,0.030137,-0.16050096339113676,0.1116262577606507,-0.06568009566022653
N,55,35,Vertical,0.76248,0.018904,-0.15992292870905586,0.1047353350460287,-0.07416364731584958
N,55,40,Vertical,0.74584,0.012877,-0.15934489402697496,0.0978444123314067,-0.08264719897147263
N,55,45,Vertical,0.73332,0.0,-0.15876685934489407,0.09095348961678469,-0.09113075062709568
N,60,5,Eggcrate,0.86668,0.049315,-0.10109184328837524,0.17391217084136198,0.09785933271597765
N,60,10,Eggcrate,0.84584,0.029041,-0.09293513166345553,0.14133081781203222,0.0650363670691474
N,60,15,Eggcrate,0.80832,0.020822,-0.08477842003853582,0.1087494647827024,0.03221340142231716
N,60,20,Eggcrate,0.80832,0.011233,-0.08233782915863853,0.09133260186969293,0.012087592640876096
N,60,25,Eggcrate,0.76668,0.0,-0.07989723827874123,0.07391573895668346,-0.00803821614056497
N,60,30,Eggcrate,0.73332,0.0,-0.07745664739884395,0.05649887604367398,-0.02816402492200604
N,60,35,Eggcrate,0.68332,0.0,-0.07617212588310857,0.046396649539713376,-0.04001366574662599
N,60,40,Eggcrate,0.65,0.0,-0.07488760436737317,0.03629442303575278,-0.05186330657124594
N,60,45,Eggcrate,0.60834,0.0,-0.07360308285163779,0.026192196531792177,-0.06371294739586587
N,60,5,Horizontal,0.89168,0.050685,-0.1051380860629417,0.18904320987654344,0.11275559591346249
N,60,10,Horizontal,0.89584,0.033699,-0.10102761721258845,0.1715928958823951,0.09482889346411708
N,60,15,Horizontal,0.87084,0.027945,-0.0969171483622352,0.15414258188824675,0.07690219101477168
N,60,20,Horizontal,0.875,0.018904,-0.0952472703917792,0.1419886890744309,0.06281328574296999
N,60,25,Horizontal,0.85416,0.0,-0.0935773924213232,0.12983479626061503,0.048724380471168297
N,60,30,Horizontal,0.85416,0.0,-0.0919075144508672,0.11768090344679918,0.034635475199366605
N,60,35,Horizontal,0.84584,0.0,-0.09068721901091846,0.10830345036751572,0.023673508530602363
N,60,40,Horizontal,0.82084,0.0,-0.08946692357096973,0.09892599728823226,0.012711541861838122
N,60,45,Horizontal,0.80416,0.0,-0.088246628131021,0.08954854420894881,0.0017495751930738763
N,60,0,No Shade,0.89584,0.066027,-0.10924855491329495,0.20649352387069178,0.1306822983628079
N,60,5,Vertical,0.87916,0.063288,-0.10314707771355175,0.18777206879326375,0.11372298692463814
N,60,10,Vertical,0.85832,0.058904,-0.09704560051380853,0.16905061371583568,0.09676367548646837
N,60,15,Vertical,0.87084,0.053699,-0.09094412331406533,0.15032915863840765,0.07980436404829862
N,60,20,Vertical,0.84168,0.048219,-0.08959537572254325,0.13895579105116712,0.06633281487408701
N,60,25,Vertical,0.81248,0.041096,-0.08824662813102117,0.1275824234639266,0.05286126569987542
N,60,30,Vertical,0.8,0.025479,-0.0868978805394991,0.11620905587668605,0.039389716525663816
N,60,35,Vertical,0.79168,0.019178,-0.08606294155427115,0.10862681081852578,0.03032237376416401
N,60,40,Vertical,0.775,0.011233,-0.0852280025690432,0.10104456576036551,0.021255031002664206
N,60,45,Vertical,0.75832,0.0,-0.08439306358381525,0.09346232070220524,0.012187688241164405
N,65,5,Eggcrate,0.9,0.049315,-0.04315992292870893,0.19411662384928297,0.20286261429329266
N,65,10,Eggcrate,0.85832,0.027945,-0.03429672447013481,0.1608662491971742,0.1700899961340327
N,65,15,Eggcrate,0.85416,0.01863,-0.025433526011560674,0.12761587454506546,0.1373173779747727
N,65,20,Eggcrate,0.81248,0.005205,-0.022350674373795794,0.10876061514308172,0.11612168508245944
N,65,25,Eggcrate,0.77916,0.0,-0.019267822736030914,0.08990535574109797,0.09492599219014619
N,65,30,Eggcrate,0.75832,0.0,-0.016184971098266037,0.07105009633911422,0.07373029929783294
N,65,35,Eggcrate,0.72916,0.0,-0.014643545279383528,0.059587525868836394,0.06039780508929219
N,65,40,Eggcrate,0.66248,0.0,-0.013102119460501016,0.04812495539855857,0.04706531088075144
N,65,45,Eggcrate,0.6042,0.0,-0.011560693641618507,0.03666238492828076,0.033732816672210696
N,65,5,Horizontal,0.89584,0.050685,-0.04752729608220931,0.2086120923428248,0.21647321843317488
N,65,10,Horizontal,0.90416,0.033151,-0.04303147077713555,0.1898571861842579,0.1973112044137971
N,65,15,Horizontal,0.89584,0.026849,-0.0385356454720618,0.17110228002569097,0.17814919039441934
N,65,20,Horizontal,0.89584,0.014795,-0.03660886319845868,0.15812326054378115,0.16329668156113225
N,65,25,Horizontal,0.87916,0.0,-0.03468208092485556,0.1451442410618713,0.1484441727278452
N,65,30,Horizontal,0.87916,0.0,-0.032755298651252436,0.13216522157996147,0.1335916638945581
N,65,35,Horizontal,0.85832,0.0,-0.031342324983943376,0.12223025048169567,0.12213940859683389
N,65,40,Horizontal,0.82916,0.0,-0.029929351316634323,0.11229527938342988,0.11068715329910969
N,65,45,Horizontal,0.81668,0.0,-0.028516377649325266,0.10236030828516408,0.0992348980013855
N,65,0,No Shade,0.91668,0.066027,-0.052023121387283065,0.2273669985013917,0.23563523245255263
N,65,5,Vertical,0.89584,0.063288,-0.045536287732819425,0.20952642189395582,0.2203775462192939
N,65,10,Vertical,0.88332,0.06137,-0.03904945407835579,0.19168584528651994,0.20511985998603516
N,65,15,Vertical,0.88752,0.06137,-0.03256262042389215,0.17384526867908404,0.18986217375277642
N,65,20,Vertical,0.85832,0.06137,-0.030700064226075827,0.16183633055020366,0.17622699524396104
N,65,25,Vertical,0.83752,0.06137,-0.028837508028259507,0.14982739242132326,0.16259181673514564
N,65,30,Vertical,0.83752,0.06137,-0.026974951830443183,0.13781845429244288,0.14895663822633026
N,65,35,Vertical,0.80832,0.06137,-0.025947334617854916,0.12904312067366017,0.13854489767172842
N,65,40,Vertical,0.79584,0.06137,-0.024919717405266644,0.12026778705487745,0.12813315711712658
N,65,45,Vertical,0.77084,0.06137,-0.023892100192678376,0.11149245343609475,0.11772141656252476
S,25,5,Eggcrate,0.1125,0.589589,-0.6883726003490401,-0.029389664533644014,-0.5616920279997186
S,25,10,Eggcrate,0.13752,0.50411,-0.6558682373472948,-0.13837002496606618,-0.6215390834828586
S,25,15,Eggcrate,0.15834,0.439726,-0.6233638743455496,-0.24735038539848833,-0.6813861389659985
S,25,20,Eggcrate,0.225,0.381096,-0.5887870855148342,-0.3147837587260042,-0.7070983872717358
S,25,25,Eggcrate,0.3,0.311781,-0.5542102966841186,-0.3822171320535201,-0.732810635577473
S,25,30,Eggcrate,0.31248,0.26137,-0.5196335078534031,-0.44965050538103596,-0.7585228838832102
S,25,35,Eggcrate,0.3375,0.218356,-0.48549301919720766,-0.4906672665794068,-0.7639039796279476
S,25,40,Eggcrate,0.32502,0.179452,-0.4513525305410122,-0.5316840277777777,-0.769285075372685
S,25,45,Eggcrate,0.30834,0.138082,-0.4172120418848167,-0.5727007889761485,-0.7746661711174224
S,25,5,Horizontal,0.12498,0.590959,-0.7021160558464223,0.005264385786309431,-0.5453282332068979
S,25,10,Horizontal,0.15,0.511781,-0.6833551483420593,-0.06906192432615929,-0.5888114938972173
S,25,15,Horizontal,0.16248,0.451781,-0.6645942408376964,-0.143388234438628,-0.6322947545875366
S,25,20,Horizontal,0.20832,0.404384,-0.6410340314136126,-0.20402335417878686,-0.6613080958875945
S,25,25,Horizontal,0.27918,0.359726,-0.6174738219895287,-0.2646584739189457,-0.6903214371876524
S,25,30,Horizontal,0.3375,0.321918,-0.593913612565445,-0.32529359365910454,-0.7193347784877103
S,25,35,Horizontal,0.40836,0.283288,-0.5618455497382198,-0.37149899408570913,-0.7303980932023812
S,25,40,Horizontal,0.44166,0.238356,-0.5297774869109947,-0.4177043945123137,-0.7414614079170522
S,25,45,Horizontal,0.45414,0.187123,-0.4977094240837695,-0.4639097949389183,-0.7525247226317231
S,25,0,No Shade,0.12918,0.63589,-0.7208769633507853,0.07959069589877815,-0.5018449725165787
S,25,5,Vertical,0.10836,0.634521,-0.7068062827225131,0.034672986959472345,-0.5259846225615991
S,25,10,Vertical,0.10416,0.626849,-0.6927356020942408,-0.010244721979833463,-0.5501242726066193
S,25,15,Vertical,0.12084,0.615068,-0.6786649214659686,-0.05516243091913927,-0.5742639226516397
S,25,20,Vertical,0.10416,0.610959,-0.6668848167539266,-0.08332121388404125,-0.5870812208768502
S,25,25,Vertical,0.10416,0.606301,-0.6551047120418848,-0.11147999684894322,-0.5998985191020606
S,25,30,Vertical,0.10002,0.606301,-0.6433246073298429,-0.1396387798138452,-0.6127158173272711
S,25,35,Vertical,0.10002,0.605479,-0.6335078534031412,-0.15800732014737232,-0.6194081031785694
S,25,40,Vertical,0.10002,0.603014,-0.6236910994764396,-0.17637586048089943,-0.6261003890298678
S,25,45,Vertical,0.10002,0.599452,-0.613874345549738,-0.1947444008144265,-0.6327926748811661
S,30,5,Eggcrate,0.15414,0.607397,-0.6551047120418848,0.08443847561566808,-0.44658056202160423
S,30,10,Eggcrate,0.15414,0.537808,-0.618128272251309,-0.04444429295132793,-0.5185027773875429
S,30,15,Eggcrate,0.1875,0.45589,-0.5811518324607331,-0.17332706151832397,-0.5904249927534816
S,30,20,Eggcrate,0.25836,0.394521,-0.5413394415357766,-0.2542622588229589,-0.6226060555406382
S,30,25,Eggcrate,0.32916,0.329589,-0.5015270506108203,-0.3351974561275938,-0.6547871183277949
S,30,30,Eggcrate,0.38334,0.282466,-0.46171465968586384,-0.4161326534322287,-0.6869681811149515
S,30,35,Eggcrate,0.39582,0.234795,-0.4217931937172774,-0.46669348094822605,-0.6952941197391619
S,30,40,Eggcrate,0.41664,0.192329,-0.381871727748691,-0.5172543084642234,-0.7036200583633722
S,30,45,Eggcrate,0.42084,0.150137,-0.34195026178010457,-0.5678151359802207,-0.7119459969875825
S,30,5,Horizontal,0.15414,0.608767,-0.6708115183246073,0.12443265828000744,-0.42757423309901504
S,30,10,Horizontal,0.16668,0.544932,-0.6495418848167539,0.03554407237735077,-0.48049011954236454
S,30,15,Horizontal,0.20418,0.476438,-0.6282722513089005,-0.05334451352530586,-0.5334060059857141
S,30,20,Horizontal,0.22086,0.424658,-0.6013307155322861,-0.12600439936009333,-0.5691833573698435
S,30,25,Horizontal,0.30834,0.379726,-0.5743891797556718,-0.1986642851948808,-0.6049607087539728
