id,displayName,primaryTypeDisplayName,rating,userRatingCount,location,shortFormattedAddress,googleMapsUri,priceRange,priceLevel,websiteUri,businessStatus,types,primaryType
ChIJ7UzTGXwFdkgRV0q0Pu5pGko,Maiella Worth,Italian Restaurant,4.8,429.0,"{'latitude': 51.466760199999996, 'longitude': -0.1478053}","789 Wandsworth Rd, London",https://maps.google.com/?cid=5339696780176280151&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",,https://www.maiellaworth.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13365231475119246692,OPERATIONAL,"['italian_restaurant', 'coffee_shop', 'deli', 'bistro', 'liquor_store', 'cafe', 'food_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",italian_restaurant
ChIJ_53h5boFdkgR3cyzJTnF3NI,Remedy Kitchen,Restaurant,4.1,143.0,"{'latitude': 51.466698300000004, 'longitude': -0.1479105}","791-793 Wandsworth Rd, London",https://maps.google.com/?cid=15194236092077559005&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,http://www.remedykitchen.co.uk/,OPERATIONAL,"['buffet_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant
ChIJi5jMRgAFdkgRn5EVdqgnC88,Tennessee Chicken (Battersea),Restaurant,4.2,22.0,"{'latitude': 51.4664881, 'longitude': -0.14855659999999998}","807 Wandsworth Rd, London",https://maps.google.com/?cid=14919061795084013983&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://www.tennesseechicken.co.uk/battersea/?mtm_campaign=Business%20Profiles&mtm_kwd=Google%20Business,OPERATIONAL,"['fast_food_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant
ChIJrX9lNakFdkgRSuKzc5tXLWE,Custom Pizza Boxes,Takeout Restaurant,,,"{'latitude': 51.4677368, 'longitude': -0.14811459999999999}","6 Bev Callender Cl, London",https://maps.google.com/?cid=7002349320803705418&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,,http://custompizzaboxes.co.uk/,OPERATIONAL,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_takeaway
