id,displayName,primaryTypeDisplayName,rating,userRatingCount,location,shortFormattedAddress,googleMapsUri,priceRange,priceLevel,websiteUri,businessStatus,types,primaryType
ChIJ-eAvAU8EdkgR95hTlE28U8w,Knife,Steak House,4.7,722.0,"{'latitude': 51.459559999999996, 'longitude': -0.131556}","160 Clapham Park Rd, London",https://maps.google.com/?cid=14723318648191293687&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,PRICE_LEVEL_MODERATE,http://kniferestaurant.co.uk/,OPERATIONAL,"['steak_house', 'restaurant', 'point_of_interest', 'food', 'establishment']",steak_house
ChIJ53uDd0wPdkgRWuSvUg6005k,En Root Clapham,Vegan Restaurant,4.7,301.0,"{'latitude': 51.4598709, 'longitude': -0.1295988}","5, Ascot Parade, Clapham Park Rd, London",https://maps.google.com/?cid=11084401081498723418&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,http://www.enrootldn.co.uk/,OPERATIONAL,"['vegan_restaurant', 'vegetarian_restaurant', 'catering_service', 'food_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'supplier', 'service', 'food_store', 'food', 'store', 'establishment']",vegan_restaurant
ChIJhaxqqE8EdkgRQFFvVlcZrck,Papa Johns Pizza,Pizza Restaurant,3.4,221.0,"{'latitude': 51.459854, 'longitude': -0.1303086}","207 Clapham Park Rd, London",https://maps.google.com/?cid=14532299435497443648&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://www.papajohns.co.uk/stores/clapham?utm_source=yext-google-my-business&utm_medium=organic&utm_campaign=local-listing,OPERATIONAL,"['pizza_restaurant', 'pizza_delivery', 'meal_delivery', 'food_delivery', 'restaurant', 'point_of_interest', 'service', 'food', 'establishment']",pizza_restaurant
ChIJAdoDSUUFdkgRPIW-WDzmXVg,RAJAH ROWING INDIAN KITCHEN CLAPHAM,Takeout Restaurant,4.6,103.0,"{'latitude': 51.460142999999995, 'longitude': -0.135233}","70 Clapham Park Rd, London",https://maps.google.com/?cid=6367498595033056572&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,http://www.rajahrowing.com/,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJJ1i6WXcFdkgREpV9IIZ3VQo,Zing Zing,Takeout Restaurant,3.0,38.0,"{'latitude': 51.459858, 'longitude': -0.1346891}","86 Clapham Park Rd, London",https://maps.google.com/?cid=744632731354109202&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",,https://www.zing-zing.co.uk/,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJSXWyf04EdkgR2z4I2Dfb4sI,Yun Hua,Takeout Restaurant,3.1,60.0,"{'latitude': 51.459855999999995, 'longitude': -0.134681}","86 Clapham Park Rd, London",https://maps.google.com/?cid=14043027620988731099&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",,,OPERATIONAL,"['fast_food_restaurant', 'meal_delivery', 'food_delivery', 'chinese_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJ3XluOnMFdkgRDpx-VIuOp1M,Matteo's Cucina Italiana Clapham,Takeout Restaurant,4.7,12.0,"{'latitude': 51.46006810000001, 'longitude': -0.13520920000000003}","72 Clapham Park Rd, London",https://maps.google.com/?cid=6027943355327880206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJg8oUhk4EdkgRizSfqLpUGDI,Zoe's Ghana Kitchen,Restaurant,,,"{'latitude': 51.4595, 'longitude': -0.1341741}","100 Clapham Park Rd, London",https://maps.google.com/?cid=3609728262007108747&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,,https://www.zoesghanakitchen.com/,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant
ChIJuxwIIOsFdkgRDvAwnl5e-g8,Shaggy's Caribbean Cuisine & Bakery,Restaurant,5.0,7.0,"{'latitude': 51.4598929, 'longitude': -0.12962569999999998}","7, Ascot Parade, Clapham Park Rd, London",https://maps.google.com/?cid=1151336415220527118&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant
ChIJi18QrZMFdkgRAL2AKnXS3wA,Snatchfive,Takeout Restaurant,,,"{'latitude': 51.460389, 'longitude': -0.1312172}","20 Rigge Pl, London",https://maps.google.com/?cid=63000320472562944&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,,https://www.snatchfive.co.uk/,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
