id,displayName,primaryTypeDisplayName,rating,userRatingCount,location,shortFormattedAddress,googleMapsUri,priceRange,priceLevel,websiteUri,businessStatus,types,primaryType
ChIJ1d1uIEIFdkgRzZTYcVu4GTU,Shake Shack Clapham,Hamburger Restaurant,4.1,381,"{'latitude': 51.462281, 'longitude': -0.1376508}","188 Clapham High St, London",https://maps.google.com/?cid=3826292061319501005&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://www.shakeshack.co.uk/locations/clapham/?utm_source=gmb&utm_medium=organic&utm_campaign=clapham,OPERATIONAL,"['hamburger_restaurant', 'fast_food_restaurant', 'hot_dog_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",hamburger_restaurant
ChIJE34OxkMFdkgRlWsdheGKvTs,Wingstop Clapham,Chicken Wings Restaurant,4.7,1082,"{'latitude': 51.462095299999994, 'longitude': -0.1372441}","169 Clapham High St, London",https://maps.google.com/?cid=4304749520041634709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://www.wingstop.co.uk/?y_source=1_MTA0NTA2NDA0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,OPERATIONAL,"['chicken_wings_restaurant', 'chicken_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",chicken_wings_restaurant
ChIJxQ_1h00EdkgRfr6dRI2qe4Q,McDonald's,Fast Food Restaurant,3.6,1800,"{'latitude': 51.462868799999995, 'longitude': -0.1354852}","130/134 Clapham High St, London",https://maps.google.com/?cid=9546411358860197502&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260379:Clicks:DIRSYN:,OPERATIONAL,"['fast_food_restaurant', 'chicken_restaurant', 'hamburger_restaurant', 'diner', 'breakfast_restaurant', 'american_restaurant', 'restaurant', 'food', 'service', 'point_of_interest', 'establishment']",fast_food_restaurant
ChIJ8bKMDxYFdkgR-cbluWZDN90,Soul Lounge,Restaurant,4.3,866,"{'latitude': 51.463628, 'longitude': -0.1334465}","76 Clapham High St, London",https://maps.google.com/?cid=15940283514585728761&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '40'}, 'endPrice': {'currencyCode': 'GBP', 'units': '50'}}",,https://www.soulloungeldn.com/,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant
ChIJYeTdgFIEdkgRBVVfRUxO8qc,Berberè Pizzeria Clapham,Pizza Restaurant,4.5,612,"{'latitude': 51.4626327, 'longitude': -0.1379259}","67 Venn St, London",https://maps.google.com/?cid=12101821238186300677&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://www.berberepizzeria.co.uk/,OPERATIONAL,"['pizza_restaurant', 'pizza_delivery', 'meal_takeaway', 'meal_delivery', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",pizza_restaurant
ChIJ_8jBIVIEdkgRVpCMg_y7ISI,Sorella,Italian Restaurant,4.4,694,"{'latitude': 51.4638061, 'longitude': -0.13506790000000002}","Anglo Spanish Nursery School Ltd, 148 Clapham Manor St, London",https://maps.google.com/?cid=2459453564734181462&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '30'}, 'endPrice': {'currencyCode': 'GBP', 'units': '80'}}",PRICE_LEVEL_EXPENSIVE,https://www.sorellarestaurant.co.uk/,OPERATIONAL,"['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant
ChIJXwOyeXIFdkgRErRzmZrUBJE,Popeyes Louisiana Chicken,Chicken Restaurant,4.9,2650,"{'latitude': 51.4626617, 'longitude': -0.1361444}","152 Clapham High St, London",https://maps.google.com/?cid=10449710795870942226&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://popeyesuk.com/restaurants/clapham,OPERATIONAL,"['chicken_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",chicken_restaurant
ChIJ-Zq-8FEEdkgRpjObm00MAi8,KFC Clapham - High Street,Fast Food Restaurant,3.4,902,"{'latitude': 51.4631555, 'longitude': -0.1346142}","106-108 Clapham High St, London",https://maps.google.com/?cid=3387283397198689190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://www.kfc.co.uk/kfc-near-me/clapham-high-street?utm_term=106-108-High-Street&utm_medium=organic&utm_source=uberall,OPERATIONAL,"['fast_food_restaurant', 'chicken_restaurant', 'electric_vehicle_charging_station', 'chicken_wings_restaurant', 'meal_takeaway', 'transportation_service', 'restaurant', 'food', 'point_of_interest', 'establishment']",fast_food_restaurant
ChIJ_8cEL6AFdkgRd3c0BNuHt-I,Tonkotsu Clapham,Restaurant,4.8,581,"{'latitude': 51.462185899999994, 'longitude': -0.1365298}","153 Clapham High St, London",https://maps.google.com/?cid=16336675548047898487&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://tonkotsu.co.uk/locations/clapham/?keyword?utm_source=google,OPERATIONAL,"['restaurant', 'ramen_restaurant', 'japanese_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant
ChIJq6rmBE4EdkgRBX4mWfkucsU,Crispin at Studio Voltaire,Restaurant,4.7,304,"{'latitude': 51.4621062, 'longitude': -0.1346606}","1a Nelsons Row, London",https://maps.google.com/?cid=14227485821294247429&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '40'}, 'endPrice': {'currencyCode': 'GBP', 'units': '90'}}",,https://www.crispinlondon.com/studio-voltaire,OPERATIONAL,"['restaurant', 'british_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant
