id,displayName,primaryTypeDisplayName,primaryType,types,rating,userRatingCount,location,shortFormattedAddress,priceRange,priceLevel,googleMapsUri,websiteUri,businessStatus,summaryType,takeaway
ChIJfQZYnIEFdkgR_H9607xKO18,Berry & Maple,Brunch Restaurant,brunch_restaurant,"['brunch_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.9,199.0,"{'latitude': 51.4539201, 'longitude': -0.1461804}","2 Cavendish Parade, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=6862160632091410428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://berryandmaple.co.uk/,OPERATIONAL,Brunch & Breakfast,Dine-In
ChIJL8g3OwAFdkgRVYmXaDlyWDg,Mate’s Clapham Restaurant,Restaurant,restaurant,"['restaurant', 'point_of_interest', 'food', 'establishment']",4.9,341.0,"{'latitude': 51.453897299999994, 'longitude': -0.1462055}","3 Clapham Common South Side, London","{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '60'}}",,https://maps.google.com/?cid=4060120654967966037&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://matesbooking.com/guest,OPERATIONAL,Restaurant,Dine-In
ChIJEYK32bUFdkgR7RcNxrLWAB4,Pizzeria on the Green,Pizza Restaurant,pizza_restaurant,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.6,603.0,"{'latitude': 51.4538355, 'longitude': -0.146274}","4 Cavendish Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=2161963884453107693&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://pizzeriaonthegreen.co.uk/,OPERATIONAL,Pizza,Dine-In
ChIJZ1BI0bUFdkgRLIvs-O6hFEM,Zaferano’s Fish & Chips,Fish & Chips Restaurant,fish_and_chips_restaurant,"['fish_and_chips_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.7,128.0,"{'latitude': 51.453911899999994, 'longitude': -0.1459838}","1 Cavendish Parade, Clapham Common South Side, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=4833666347825924908&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Seafood,Dine-In
ChIJKTPAHKEFdkgRMsx9diRjTOs,No3 at Nightingale Place,Restaurant,restaurant,"['restaurant', 'bar', 'bistro', 'point_of_interest', 'food', 'establishment']",4.0,62.0,"{'latitude': 51.4528756, 'longitude': -0.14875449999999998}","Oliver House Preparatory Schoo, Nightingale Ln, Nightingale Place, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '50'}}",,https://maps.google.com/?cid=16955035705401003058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.audleyrestaurants.co.uk/no3-clapham?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=googlemybusiness-nig-restaurant&utm_content=nig-restaurant,OPERATIONAL,Bar & Pub,Dine-In
ChIJObH3H7YFdkgR2vXJYVGP-Xk,Moxies Fish Bar,Takeout Restaurant,meal_takeaway,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.3,227.0,"{'latitude': 51.452286799999996, 'longitude': -0.14796090000000003}","Gateway House, 7 Westbury Parade, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=8789213727485982170&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.moxiesfishbar.co.uk/,OPERATIONAL,Seafood,Takeaway Only
ChIJox9BGLYFdkgRLdFzhP2R0Cw,King Rooster,Restaurant,restaurant,"['fast_food_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.7,96.0,"{'latitude': 51.452680199999996, 'longitude': -0.1477411}","2A Westbury Parade, Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=3229241450859581741&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Fast Food,Dine-In
ChIJ0Qp_GLYFdkgRzdK-lQofCug,Doner Inn,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.3,116.0,"{'latitude': 51.45244290000001, 'longitude': -0.1478707}","Gateway House, 2 Westbury Parade, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=16720210696888832717&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Fast Food,Dine-In
ChIJ3cQn7ckFdkgROizf0TtFlG8,Burger King,Restaurant,restaurant,"['restaurant', 'fast_food_restaurant', 'food', 'point_of_interest', 'establishment']",3.6,1025.0,"{'latitude': 51.450541, 'longitude': -0.14743}","67, Balham, 73 Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=8040127357989628986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://locations.burgerking.co.uk/london/67/73-balham-hill,OPERATIONAL,Burgers,Dine-In
ChIJBfXy48kFdkgR6Pb51PwsZL0,Kadoshi Sushi Lounge,Japanese Restaurant,japanese_restaurant,"['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,247.0,"{'latitude': 51.4515751, 'longitude': -0.1475359}","47 Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '30'}, 'endPrice': {'currencyCode': 'GBP', 'units': '50'}}",,https://maps.google.com/?cid=13647082235255977704&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.kadoshi.co.uk/,OPERATIONAL,Japanese,Dine-In
ChIJ80AfHLYFdkgRSOsR1gGFeMI,The Georgian,Eastern European Restaurant,eastern_european_restaurant,"['breakfast_restaurant', 'eastern_european_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,545.0,"{'latitude': 51.452143, 'longitude': -0.1474965}","The Georgian, 27 Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '60'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=14013096483496258376&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://cafegeorgian.wixsite.com/the-georgian,OPERATIONAL,European,Dine-In
ChIJ62or-pYFdkgR3BSotMIEOK0,BurritoMex,Burrito Restaurant,burrito_restaurant,"['burrito_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,392.0,"{'latitude': 51.4525236, 'longitude': -0.1473575}","17 Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=12481731601558410460&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.theburritomex.co.uk/,OPERATIONAL,Latin American,Dine-In
ChIJ82MA6PMFdkgR0YdrgyNPjUY,Morley's-FRIEDCHICKEN-BURGERS-BBQ-WINGS,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,147.0,"{'latitude': 51.452042399999996, 'longitude': -0.1474473}","31 Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=5083806568318470097&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Fast Food,Dine-In
ChIJ90NgeCkFdkgRrcERnqgTOZ8,Brooke,Restaurant,restaurant,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",4.6,170.0,"{'latitude': 51.454039699999996, 'longitude': -0.1404743}","Newtons Restaurant, 33-35 Abbeville Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '30'}, 'endPrice': {'currencyCode': 'GBP', 'units': '70'}}",,https://maps.google.com/?cid=11473223140630446509&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://brookeclapham.com/,OPERATIONAL,Bar & Pub,Dine-In
ChIJe3Va2EoEdkgRUbvmmsICN1o,Bistro Union,Bistro,bistro,"['bistro', 'wine_bar', 'cocktail_bar', 'bar', 'british_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.3,359.0,"{'latitude': 51.454325999999995, 'longitude': -0.13974899999999998}","40 Abbeville Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '30'}, 'endPrice': {'currencyCode': 'GBP', 'units': '90'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=6500667621978323793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://bistrounion.co.uk/,OPERATIONAL,European,Dine-In
ChIJXWauCIwFdkgR0oyhl-R7d7M,Osteria Toscana,Italian Restaurant,italian_restaurant,"['italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.5,269.0,"{'latitude': 51.453972699999994, 'longitude': -0.1405695}","31 Abbeville Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '30'}, 'endPrice': {'currencyCode': 'GBP', 'units': '70'}}",,https://maps.google.com/?cid=12931941076744375506&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://osteriatoscana.co.uk/,OPERATIONAL,European,Dine-In
ChIJbcuN1koEdkgRfqE0R3FiLLc,PizzaExpress,Pizza Restaurant,pizza_restaurant,"['pizza_restaurant', 'italian_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.5,449.0,"{'latitude': 51.454294, 'longitude': -0.1402061}","43 Abbeville Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=13199032846581539198&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.pizzaexpress.com/clapham-abbeville-road?utm_source=GMB&utm_medium=Website&utm_campaign=GMB-WEB-781,OPERATIONAL,Pizza,Dine-In
ChIJAQBN1koEdkgRGw_ixzGsr-I,Camile Clapham,Thai Restaurant,thai_restaurant,"['thai_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.0,352.0,"{'latitude': 51.454391199999996, 'longitude': -0.1401346}","47 Abbeville Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=16334463703302934299&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.camile.co.uk/,OPERATIONAL,Thai,Dine-In
ChIJMUawbgAFdkgRU-z-PdGJ3II,MAAI By Nikita,British Restaurant,british_restaurant,"['fine_dining_restaurant', 'cocktail_bar', 'bar', 'british_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",5.0,43.0,"{'latitude': 51.4540216, 'longitude': -0.1404851}","Newtons Restaurant, 33-35 Abbeville Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '70'}, 'endPrice': {'currencyCode': 'GBP', 'units': '80'}}",,https://maps.google.com/?cid=9429563251588262995&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://restaurantmaai.com/,OPERATIONAL,European,Dine-In
ChIJQc1-FbcFdkgRrHtzyQ6KQy0,Honest Tom's Snack Bar,Snack Bar,snack_bar,"['snack_bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,617.0,"{'latitude': 51.455934400000004, 'longitude': -0.1503395}","Windmill Dr, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=3261602351260335020&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.facebook.com/honesttoms.claphamcommon/,OPERATIONAL,Fast Food,Dine-In
