id,displayName,primaryTypeDisplayName,primaryType,types,rating,userRatingCount,location,shortFormattedAddress,priceRange,priceLevel,googleMapsUri,websiteUri,businessStatus,summaryType,takeaway,wilson_score,wilson_quantile
ChIJaf_6CU8FdkgRn_ZUoO5W_JE,Selekt Chicken Battersea,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.3,57.0,"{'latitude': 51.4754715, 'longitude': -0.15137409999999998}","60 Battersea Park Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=10519378412522763935&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://selektchickenonline.uk/,OPERATIONAL,Fast Food,Dine-In,0.7068211590642562,0.3657142857142857
ChIJAQBN1koEdkgRGw_ixzGsr-I,Camile Clapham,Thai Restaurant,thai_restaurant,"['thai_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.0,352.0,"{'latitude': 51.454391199999996, 'longitude': -0.1401346}","47 Abbeville Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=16334463703302934299&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.camile.co.uk/,OPERATIONAL,Thai,Dine-In,0.7022288861664627,0.36
ChIJc0JmAVIEdkgRIdI-kacqIy0,Maharani Indian Restaurant,Indian Restaurant,indian_restaurant,"['indian_restaurant', 'halal_restaurant', 'asian_restaurant', 'vegan_restaurant', 'bangladeshi_restaurant', 'vegetarian_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.0,350.0,"{'latitude': 51.462671199999996, 'longitude': -0.1349067}","117 Clapham High St, London","{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=3252490255076348449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://maharaniclapham.co.uk/,OPERATIONAL,South Asian,Dine-In,0.7020859729879864,0.35428571428571426
ChIJOdTDNMwFdkgRcigbl83ctUQ,Chicken Hub,Restaurant,restaurant,"['restaurant', 'point_of_interest', 'food', 'establishment']",4.1,147.0,"{'latitude': 51.4627572, 'longitude': -0.1358662}","144 Clapham High St, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=4951106140925274226&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.chicken-hub.com/locations,OPERATIONAL,Fast Food,Dine-In,0.7009889420379356,0.3485714285714286
ChIJ_53h5boFdkgR3cyzJTnF3NI,Remedy Kitchen,Restaurant,restaurant,"['buffet_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,143.0,"{'latitude': 51.466698300000004, 'longitude': -0.1479105}","791-793 Wandsworth Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=15194236092077559005&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.remedykitchen.co.uk/,OPERATIONAL,Buffet,Dine-In,0.6998815398606503,0.34285714285714286
ChIJgZTay1IFdkgRexi6lbhzsL4,After Hours,Soul Food Restaurant,soul_food_restaurant,"['soul_food_restaurant', 'halal_restaurant', 'vegan_restaurant', 'dessert_restaurant', 'vegetarian_restaurant', 'hookah_bar', 'cocktail_bar', 'chicken_restaurant', 'lounge_bar', 'night_club', 'bar', 'american_restaurant', 'meal_takeaway', 'event_venue', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.0,278.0,"{'latitude': 51.476768299999996, 'longitude': -0.13044100000000003}","178a Wandsworth Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '50'}}",,https://maps.google.com/?cid=13740609699730561147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.theafterhourslounge.com/,OPERATIONAL,American,Dine-In,0.6959238567475238,0.33714285714285713
ChIJnXlNFVkFdkgRsufXAHbi3mU,Noushe Joon,Takeout Restaurant,meal_takeaway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",5.0,8.0,"{'latitude': 51.4774126, 'longitude': -0.1480689}","Arch 65 Queen's Circus, London",,,https://maps.google.com/?cid=7340553439108655026&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,CLOSED_TEMPORARILY,Takeout,Takeaway Only,0.6755843804891231,0.32857142857142857
ChIJZY5tfgAFdkgRJ6odoiHTvRg,MHASIF Virtual Food Hall,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",5.0,8.0,"{'latitude': 51.4601178, 'longitude': -0.13515649999999998}","72 Clapham Park Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=1782813168915819047&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://reef-uk.getreef.com/ldn302-1?locale=en,OPERATIONAL,Fast Food,Dine-In,0.6755843804891231,0.32857142857142857
ChIJ1bfdm0cFdkgRMFJ0uQStlFw,Bronson's burgers - Nine Elms,Takeout Restaurant,meal_takeaway,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.1,79.0,"{'latitude': 51.4748321, 'longitude': -0.14040909999999998}","Lindford Street Business Estate, 76 Stewart's Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=6671147183845429808&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.bronsonsburgers.co.uk/,OPERATIONAL,Burgers,Takeaway Only,0.6714240673358474,0.32
ChIJ3XluOnMFdkgRDpx-VIuOp1M,Matteo's Cucina Italiana Clapham,Takeout Restaurant,meal_takeaway,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.7,12.0,"{'latitude': 51.46006810000001, 'longitude': -0.13520920000000003}","72 Clapham Park Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=6027943355327880206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,European,Takeaway Only,0.6562705389432804,0.3142857142857143
ChIJz4wuSwEFdkgRYPyrn426fyc,Mike's Kitchen,Restaurant,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,81.0,"{'latitude': 51.4769918, 'longitude': -0.14659840000000002}","165 Battersea Park Rd, Greater, London",,,https://maps.google.com/?cid=2846198606953446496&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,CLOSED_TEMPORARILY,Restaurant,Dine-In,0.6458464698116365,0.30857142857142855
ChIJuxwIIOsFdkgRDvAwnl5e-g8,Shaggy's Caribbean Cuisine & Bakery,Restaurant,restaurant,"['restaurant', 'point_of_interest', 'food', 'establishment']",5.0,7.0,"{'latitude': 51.4598929, 'longitude': -0.12962569999999998}","7, Ascot Parade, Clapham Park Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=1151336415220527118&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Latin American,Dine-In,0.6456611570247934,0.3028571428571429
ChIJoUIwD1IEdkgRgoGGEd63In8,Roosters Spot Clapham Common,Chicken Restaurant,chicken_restaurant,"['chicken_restaurant', 'fast_food_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.8,208.0,"{'latitude': 51.462797300000005, 'longitude': -0.1357623}","140 Clapham High St, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=9161086756429660546&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Fast Food,Dine-In,0.6345560057500031,0.29714285714285715
ChIJZVJOlfkEdkgR0f1alMlYxcc,El Hak,Kebab Shop,kebab_shop,"['kebab_shop', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.8,197.0,"{'latitude': 51.476956699999995, 'longitude': -0.1302797}","174B Wandsworth Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=14395009406760320465&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Middle Eastern,Dine-In,0.6326810975176876,0.2914285714285714
ChIJKTPAHKEFdkgRMsx9diRjTOs,No3 at Nightingale Place,Restaurant,restaurant,"['restaurant', 'bar', 'bistro', 'point_of_interest', 'food', 'establishment']",4.0,62.0,"{'latitude': 51.4528756, 'longitude': -0.14875449999999998}","Oliver House Preparatory Schoo, Nightingale Ln, Nightingale Place, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '50'}}",,https://maps.google.com/?cid=16955035705401003058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.audleyrestaurants.co.uk/no3-clapham?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=googlemybusiness-nig-restaurant&utm_content=nig-restaurant,OPERATIONAL,Bar & Pub,Dine-In,0.6298073279775945,0.2857142857142857
ChIJxQ_1h00EdkgRfr6dRI2qe4Q,McDonald's,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'hamburger_restaurant', 'diner', 'chicken_restaurant', 'breakfast_restaurant', 'american_restaurant', 'restaurant', 'point_of_interest', 'service', 'food', 'establishment']",3.6,1800.0,"{'latitude': 51.462868799999995, 'longitude': -0.1354852}","130/134 Clapham High St, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=9546411358860197502&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260379:Clicks:DIRSYN:,OPERATIONAL,Fast Food,Dine-In,0.627666835199934,0.28
ChIJ3cQn7ckFdkgROizf0TtFlG8,Burger King,Restaurant,restaurant,"['restaurant', 'fast_food_restaurant', 'food', 'point_of_interest', 'establishment']",3.6,1025.0,"{'latitude': 51.450541, 'longitude': -0.14743}","67, Balham, 73 Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=8040127357989628986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://locations.burgerking.co.uk/london/67/73-balham-hill,OPERATIONAL,Burgers,Dine-In,0.6202889653779983,0.2742857142857143
ChIJvxyFwTMFdkgR9iUDJkH6pjE,Bao Yum,Asian Fusion Restaurant,asian_fusion_restaurant,"['asian_fusion_restaurant', 'asian_restaurant', 'fusion_restaurant', 'american_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.9,77.0,"{'latitude': 51.474875499999996, 'longitude': -0.1403854}","Lindford Street Business Estate, 76 Stewart's Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=3577822111709996534&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.baoyum.com/,OPERATIONAL,Asian (Other),Dine-In,0.6163863942342799,0.26857142857142857
ChIJi5jMRgAFdkgRn5EVdqgnC88,Tennessee Chicken (Battersea),Restaurant,restaurant,"['fast_food_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,22.0,"{'latitude': 51.4664881, 'longitude': -0.14855659999999998}","807 Wandsworth Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=14919061795084013983&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.tennesseechicken.co.uk/battersea/?mtm_campaign=Business%20Profiles&mtm_kwd=Google%20Business,OPERATIONAL,Fast Food,Dine-In,0.5948577776063693,0.26285714285714284
ChIJY4X5z1UEdkgRZCzKUQavb0w,McDonald's,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'chicken_restaurant', 'diner', 'breakfast_restaurant', 'hamburger_restaurant', 'american_restaurant', 'service', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.4,2349.0,"{'latitude': 51.471587299999996, 'longitude': -0.13697779999999998}","368, 370 Wandsworth Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=5507813310974274660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260912:Clicks:DIRSYN:,OPERATIONAL,Fast Food,Dine-In,0.5800406031921621,0.2571428571428571
ChIJUWCMxwoFdkgRnxmlkrlodFQ,Omnibus Cafe,Brunch Restaurant,brunch_restaurant,"['brunch_restaurant', 'coffee_shop', 'cafe', 'pub', 'bar', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.6,9.0,"{'latitude': 51.463649999999994, 'longitude': -0.142405}","1 Clapham Common North Side, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=6085604142722914719&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.brewandbarrelsw4.com/,OPERATIONAL,Brunch & Breakfast,Dine-In,0.5772563365199314,0.25142857142857145
ChIJox9BGLYFdkgRLdFzhP2R0Cw,King Rooster,Restaurant,restaurant,"['fast_food_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.7,96.0,"{'latitude': 51.452680199999996, 'longitude': -0.1477411}","2A Westbury Parade, Balham Hill, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=3229241450859581741&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Fast Food,Dine-In,0.5761458529275123,0.24571428571428572
ChIJX00aKI8FdkgR1QbaPMCJDIU,Taco Bell,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'mexican_restaurant', 'vegetarian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.5,316.0,"{'latitude': 51.4634862, 'longitude': -0.13380590000000003}","84 Clapham High St, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=9587189165512591061&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.tacobell.co.uk/,OPERATIONAL,Fast Food,Dine-In,0.5704202045783137,0.24
ChIJ-Zq-8FEEdkgRpjObm00MAi8,KFC Clapham - High Street,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'chicken_restaurant', 'electric_vehicle_charging_station', 'chicken_wings_restaurant', 'meal_takeaway', 'transportation_service', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.4,902.0,"{'latitude': 51.4631555, 'longitude': -0.1346142}","106-108 Clapham High St, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=3387283397198689190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.kfc.co.uk/kfc-near-me/clapham-high-street?utm_term=106-108-High-Street&utm_medium=organic&utm_source=uberall,OPERATIONAL,Fast Food,Dine-In,0.5676697929807003,0.2342857142857143
ChIJwYtCF8AFdkgRDYyZ6Fk8C7U,猫の丼 Neko no Donburi,Japanese Restaurant,japanese_restaurant,"['japanese_restaurant', 'catering_service', 'food_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'service', 'food', 'establishment']",5.0,5.0,"{'latitude': 51.474875499999996, 'longitude': -0.1403854}","Unit K12, Lindford Street Business Estate, 76 Stewart's Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=13045587102460906509&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Japanese,Dine-In,0.565508505247919,0.22857142857142856
ChIJ_64DCgAFdkgR_fETfzSvC-s,Duck & Rice,Chinese Restaurant,chinese_restaurant,"['chinese_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.1,21.0,"{'latitude': 51.479169999999996, 'longitude': -0.1436374}","Electric Boulevard, 44 Electric Blvd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '30'}, 'endPrice': {'currencyCode': 'GBP', 'units': '70'}}",,https://maps.google.com/?cid=16936823463662055933&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://theduckandrice.com/,OPERATIONAL,Chinese,Dine-In,0.5628422710045877,0.22285714285714286
ChIJPfw8NG8FdkgRf4wGloJJsmM,Chicken Cottage,Restaurant,restaurant,"['chicken_wings_restaurant', 'chicken_restaurant', 'meal_takeaway', 'fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.6,101.0,"{'latitude': 51.4701888, 'longitude': -0.1392611}","535 Wandsworth Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=7183885180820950143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.chickencottage.com/,OPERATIONAL,Fast Food,Dine-In,0.5530364935464055,0.21714285714285714
ChIJhaxqqE8EdkgRQFFvVlcZrck,Papa Johns Pizza,Pizza Restaurant,pizza_restaurant,"['pizza_restaurant', 'pizza_delivery', 'meal_delivery', 'food_delivery', 'restaurant', 'point_of_interest', 'service', 'food', 'establishment']",3.4,221.0,"{'latitude': 51.459854, 'longitude': -0.1303086}","207 Clapham Park Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=14532299435497443648&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.papajohns.co.uk/stores/clapham?utm_source=yext-google-my-business&utm_medium=organic&utm_campaign=local-listing,OPERATIONAL,Pizza,Dine-In,0.5342327530496599,0.21142857142857144
ChIJR-AIxz4FdkgRx3j_Y2dKZds,Matteo's Cucina italiana Battersea,Italian Restaurant,italian_restaurant,"['italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.9,24.0,"{'latitude': 51.4748321, 'longitude': -0.14040909999999998}","Lindford Street Business Estate, 76 Stewart's Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=15809123874873768135&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://matteoscucinaitaliana.com/,OPERATIONAL,European,Dine-In,0.5252128271814241,0.2057142857142857
ChIJFVuD3E0FdkgRXFFhjgLEDcg,Pret A Manger,Sandwich Shop,sandwich_shop,"['sandwich_shop', 'coffee_shop', 'salad_shop', 'pastry_shop', 'breakfast_restaurant', 'dessert_shop', 'cafe', 'bakery', 'confectionery', 'food_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.4,168.0,"{'latitude': 51.462105199999996, 'longitude': -0.1382676}","1 The Pavement, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=14415393497540546908&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.pret.co.uk/en-GB/shop-finder/l/london/1-the-pavement/10820,OPERATIONAL,Sandwich & Deli,Dine-In,0.5244820481135704,0.2
ChIJXSngkPgEdkgRaWmfsAy9ipE,Pak Hong Fish Bar,Takeout Restaurant,meal_takeaway,"['meal_delivery', 'food_delivery', 'chinese_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.4,151.0,"{'latitude': 51.4736693, 'longitude': -0.1330481}","413 Wandsworth Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=10487402544486115689&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://pakhongfishbar.wixsite.com/pakhong,OPERATIONAL,Seafood,Takeaway Only,0.5203145820927384,0.19428571428571428
ChIJ0Q0twk0EdkgR7ZESAuGdF18,New Milano Pizza,Pizza Restaurant,pizza_restaurant,"['pizza_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.4,103.0,"{'latitude': 51.4609167, 'longitude': -0.1358854}","57 Clapham Park Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '40'}}",,https://maps.google.com/?cid=6852118947795472877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://newmilano-pizza.co.uk/,OPERATIONAL,Pizza,Dine-In,0.5034400161469379,0.18857142857142858
ChIJ0Qp_GLYFdkgRzdK-lQofCug,Doner Inn,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.3,116.0,"{'latitude': 51.45244290000001, 'longitude': -0.1478707}","Gateway House, 2 Westbury Parade, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=16720210696888832717&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Fast Food,Dine-In,0.48405556031869357,0.18285714285714286
ChIJBdlUck0EdkgRI0XdXGvbBMA,Gizel Kebab Bar,Kebab Shop,kebab_shop,"['kebab_shop', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.2,100.0,"{'latitude': 51.461254, 'longitude': -0.1383642}","15 Clapham Common South Side, London","{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://maps.google.com/?cid=13836425209354994979&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Middle Eastern,Dine-In,0.4524442703164345,0.17714285714285713
ChIJy6HWT00FdkgR8Trw9v-oHu4,The Sushi Co Battersea,Takeout Restaurant,meal_takeaway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",5.0,3.0,"{'latitude': 51.475114899999994, 'longitude': -0.1452023}","Unit 20C, 15, 17 Ingate Pl, London",,,https://maps.google.com/?cid=17158337447641234161&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.thesushico.co.uk/,OPERATIONAL,Japanese,Takeaway Only,0.4384939195509822,0.1657142857142857
ChIJ104I_GUFdkgRng6jf4Dk4kE,Backstreet Burgers,Fast Food Restaurant,fast_food_restaurant,"['fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",5.0,3.0,"{'latitude': 51.4748321, 'longitude': -0.14040909999999998}","Pod 20, Lindford Street Business Estate, 76 Stewart's Rd, London",,,https://maps.google.com/?cid=4747608197750263454&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Fast Food,Dine-In,0.4384939195509822,0.1657142857142857
ChIJH6fU5ZoFdkgRQe37uo_XH4U,The Breakfast Bowl,Takeout Restaurant,meal_takeaway,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",5.0,3.0,"{'latitude': 51.46006810000001, 'longitude': -0.13520920000000003}","72 Clapham Park Rd, London","{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://maps.google.com/?cid=9592622743639813441&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,OPERATIONAL,Cafe & Coffee,Takeaway Only,0.4384939195509822,0.1657142857142857
