h3_9,host_seed_tile_id,host_seed_index,host_tile_path_id,center_lat,center_lon
89194ad32dbffff,88194ad32dfffff,12,12,51.52147672647119,-0.11741865265970812
89194ad3083ffff,88194ad309fffff,13,13,51.51835477356462,-0.06995612091860459
89194ad3087ffff,88194ad309fffff,13,13,51.51584007732397,-0.06700081016590324
89194ad308bffff,88194ad309fffff,13,13,51.5181437460254,-0.07457167232433792
89194ad308fffff,88194ad309fffff,13,13,51.515629113773166,-0.07161605185228728
89194ad3093ffff,88194ad309fffff,13,13,51.521080304940845,-0.06829605524567055
89194ad3097ffff,88194ad309fffff,13,13,51.51856561121951,-0.0653407187769797
89194ad309bffff,88194ad309fffff,13,13,51.52086940329721,-0.07291176714248751
89194ad3023ffff,88194ad303fffff,14,14,51.50493665776431,-0.0736398285698864
89194ad3027ffff,88194ad303fffff,14,14,51.50242188506912,-0.07068495611446093
89194ad302bffff,88194ad303fffff,14,14,51.50472519066326,-0.07825442846633578
