tile_id,seed_index,tile_path_id,h3_res,level,center_lat,center_lon,tile_size_m,geometry,children,checked,fetch_success,current
88194ad14bfffff,40,40,8,0,51.49002907,-0.109620591,531.415,"POLYGON ((-0.1083956252177884 51.49450374995465, -0.115101596407207 51.493310413263046, -0.1163260821006756 51.48883547906034, -0.110845377640786 51.4855541489355, -0.1041404728531652 51.48674752688704, -0.1029152062350974 51.49122219368838, -0.1083956252177884 51.49450374995465))",0,False,False,False
88194ad337fffff,41,41,8,0,51.48794044,-0.097435675,531.415,"POLYGON ((-0.0962099283729871 51.49241485535092, -0.1029152062350974 51.49122219368838, -0.1041404728531652 51.48674752688704, -0.0986612422372624 51.48346578923682, -0.09195703076919 51.484658492346284, -0.0907309836344751 51.48913289164394, -0.0962099283729871 51.49241485535092))",0,False,False,False
88194ad35dfffff,42,42,8,0,51.52192201,-0.049834701,531.415,"POLYGON ((-0.0486050000928295 51.52639348397196, -0.0553125118474823 51.525205120709224, -0.0565417330286851 51.520733396758665, -0.0510642226393848 51.51745030371856, -0.0443577788199999 51.51863870896778, -0.0431277775664507 51.52311016525556, -0.0486050000928295 51.52639348397196))",0,False,False,False
88195da4d9fffff,43,43,8,0,51.53447146,-0.12297986,531.415,"POLYGON ((-0.1217548465789755 51.53894453386253, -0.1284665283724533 51.53775211884124, -0.1296910605320407 51.53327879105953, -0.1242046935356741 51.52999814533331, -0.117494079727152 51.53119060121826, -0.1162687650417892 51.5356636619506, -0.1217548465789755 51.53894453386253))",0,False,False,False
88195da693fffff,44,44,8,0,51.54161772,-0.082714895,531.415,"POLYGON ((-0.0814869977385648 51.54608927554262, -0.0881980380752671 51.54489964560862, -0.0894254545697169 51.540427833525314, -0.0839426123995701 51.537145918668216, -0.0772326405477215 51.53833559002005, -0.0760044424930434 51.54280713479599, -0.0814869977385648 51.54608927554262))",0,False,False,False
88195da4d1fffff,45,45,8,0,51.52880523,-0.130915414,531.415,"POLYGON ((-0.1296910605320407 51.53327879105953, -0.1364023677051265 51.53208565920987, -0.1376262400432606 51.52761184087534, -0.1321395879191482 51.524331421397896, -0.1254293484729426 51.52552459402137, -0.1242046935356741 51.52999814533331, -0.1296910605320407 51.53327879105953))",0,False,False,False
88194ad34bfffff,46,46,8,0,51.52967661,-0.054083111,531.415,"POLYGON ((-0.0528535307952435 51.53414785459797, -0.0595621107512461 51.53295953322452, -0.0607912110179501 51.528488032494096, -0.0553125118474823 51.525205120709224, -0.0486050000928295 51.52639348397196, -0.0473751194191357 51.53086471711523, -0.0528535307952435 51.53414785459797))",0,False,False,False
88194ad34dfffff,47,47,8,0,51.5395248,-0.070522776,531.415,"POLYGON ((-0.0692940978798607 51.54399608943081, -0.0760044424930434 51.54280713479599, -0.0772326405477215 51.53833559002005, -0.0717512752521504 51.53505326727331, -0.0650419991153047 51.53624226351312, -0.0638130199095814 51.54071354087955, -0.0692940978798607 51.54399608943081))",0,False,False,False
88194ad141fffff,48,48,8,0,51.49211661,-0.121807674,531.415,"POLYGON ((-0.1205834895759697 51.4965915617412, -0.1272901536264001 51.4953975497755, -0.1285138579873327 51.49092234827387, -0.1230316797418314 51.48764142602171, -0.1163260821006756 51.48883547906034, -0.115101596407207 51.493310413263046, -0.1205834895759697 51.4965915617412))",0,False,False,False
88194ad333fffff,49,49,8,0,51.48585073,-0.085252926,531.415,"POLYGON ((-0.0840263995655383 51.490324878522436, -0.0907309836344751 51.48913289164394, -0.09195703076919 51.484658492346284, -0.086479274055162 51.48137634751797, -0.0797757563721386 51.482568376030336, -0.0785489291287639 51.487042507722066, -0.0840263995655383 51.490324878522436))",0,False,False,False
