local_tile,local_tiles,density,local_density
89194ada533ffff,"{'89194ada507ffff', '89194ada5bbffff', '89194ada5a3ffff', '89194ada527ffff', '89194ada5afffff', '89194ada52fffff', '89194ada537ffff', '89194ada503ffff', '89194ada53bffff', '89194ada5abffff', '89194ada523ffff', '89194ada517ffff', '89194ada5a7ffff', '89194ada50fffff', '89194ada52bffff', '89194ad12cbffff', '89194ad12dbffff', '89194ada533ffff', '89194ada577ffff'}",2.0,64.0
89194ada537ffff,"{'89194ada507ffff', '89194ada5a3ffff', '89194ada527ffff', '89194ada5afffff', '89194ada52fffff', '89194ad12cfffff', '89194ada537ffff', '89194ada53bffff', '89194ada5abffff', '89194ada523ffff', '89194ad1253ffff', '89194ada5a7ffff', '89194ada52bffff', '89194ad12d3ffff', '89194ad12cbffff', '89194ad125bffff', '89194ad12dbffff', '89194ada533ffff', '89194ad12c3ffff'}",1.0,72.0
89194ada53bffff,"{'89194ada507ffff', '89194ada50bffff', '89194ada527ffff', '89194ada5afffff', '89194ada52fffff', '89194ada537ffff', '89194ada503ffff', '89194ada53bffff', '89194ada5abffff', '89194ada523ffff', '89194ada517ffff', '89194ada193ffff', '89194ada50fffff', '89194ada52bffff', '89194ada563ffff', '89194ada567ffff', '89194ada533ffff', '89194ada577ffff', '89194ada573ffff'}",2.0,67.0
89194ada547ffff,"{'89194ada50bffff', '89194ada557ffff', '89194ada503ffff', '89194ada54bffff', '89194ada55bffff', '89194ada553ffff', '89194ada51bffff', '89194ada50fffff', '89194ada563ffff', '89194ada57bffff', '89194ada0b3ffff', '89194ada56bffff', '89194ada547ffff', '89194ada577ffff', '89194ada573ffff', '89194ada543ffff', '89194ada54fffff', '89194ada5cfffff', '89194ada0b7ffff'}",1.0,105.0
89194ada553ffff,"{'89194ada50bffff', '89194ada557ffff', '89194ada54bffff', '89194ada55bffff', '89194ada553ffff', '89194ada51bffff', '89194ada427ffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada097ffff', '89194ada42fffff', '89194ada437ffff', '89194ada423ffff', '89194ada547ffff', '89194ada5cbffff', '89194ada5c7ffff', '89194ada543ffff', '89194ada54fffff', '89194ada5cfffff'}",7.0,99.0
89194ada557ffff,"{'89194ada50bffff', '89194ada557ffff', '89194ada503ffff', '89194ada54bffff', '89194ada55bffff', '89194ada553ffff', '89194ada51bffff', '89194ada427ffff', '89194ada5c3ffff', '89194ada50fffff', '89194ada513ffff', '89194ada57bffff', '89194ada5cbffff', '89194ada547ffff', '89194ada573ffff', '89194ada5c7ffff', '89194ada543ffff', '89194ada54fffff', '89194ada5cfffff'}",10.0,77.0
89194ada55bffff,"{'89194ada083ffff', '89194ada557ffff', '89194ada54bffff', '89194ada55bffff', '89194ada553ffff', '89194ada42bffff', '89194ada427ffff', '89194ada087ffff', '89194ada097ffff', '89194ada42fffff', '89194ada0b3ffff', '89194ada423ffff', '89194ada547ffff', '89194ada437ffff', '89194ada5cbffff', '89194ada543ffff', '89194ada093ffff', '89194ada54fffff', '89194ada5cfffff'}",5.0,104.0
89194ada563ffff,"{'89194ada19bffff', '89194ada50bffff', '89194ada1d7ffff', '89194ada0a7ffff', '89194ada53bffff', '89194ada193ffff', '89194ada50fffff', '89194ada52bffff', '89194ada1d3ffff', '89194ada563ffff', '89194ada57bffff', '89194ada567ffff', '89194ada547ffff', '89194ada577ffff', '89194ada573ffff', '89194ada56fffff', '89194ada54fffff', '89194ada56bffff', '89194ada0b7ffff'}",1.0,105.0
89194ada567ffff,"{'89194ada19bffff', '89194ada1d7ffff', '89194ada52fffff', '89194ada53bffff', '89194ada18bffff', '89194ada523ffff', '89194ada193ffff', '89194ada50fffff', '89194ada52bffff', '89194ada183ffff', '89194ada1d3ffff', '89194ada563ffff', '89194ada197ffff', '89194ada57bffff', '89194ada567ffff', '89194ada577ffff', '89194ada573ffff', '89194ada56fffff', '89194ada56bffff'}",4.0,71.0
89194ada56bffff,"{'89194ada19bffff', '89194ada1d7ffff', '89194ada0a7ffff', '89194ada0afffff', '89194ada1d3ffff', '89194ada1c3ffff', '89194ada563ffff', '89194ada57bffff', '89194ada0b3ffff', '89194ada547ffff', '89194ada567ffff', '89194ada577ffff', '89194ada0a3ffff', '89194ada1dbffff', '89194ada573ffff', '89194ada56fffff', '89194ada54fffff', '89194ada56bffff', '89194ada0b7ffff'}",14.0,99.0
89194ada56fffff,"{'89194ada19bffff', '89194ada1d7ffff', '89194ada0a7ffff', '89194ada18bffff', '89194ada1c7ffff', '89194ada193ffff', '89194ada183ffff', '89194ada52bffff', '89194ada1d3ffff', '89194ada1c3ffff', '89194ada563ffff', '89194ada57bffff', '89194ada567ffff', '89194ada577ffff', '89194ada573ffff', '89194ada1dbffff', '89194ada56fffff', '89194ada0b7ffff', '89194ada56bffff'}",19.0,102.0
89194ada57bffff,"{'89194ada50bffff', '89194ada557ffff', '89194ada0a7ffff', '89194ada54bffff', '89194ada50fffff', '89194ada1d3ffff', '89194ada563ffff', '89194ada567ffff', '89194ada0b3ffff', '89194ada547ffff', '89194ada57bffff', '89194ada577ffff', '89194ada0a3ffff', '89194ada543ffff', '89194ada573ffff', '89194ada56fffff', '89194ada54fffff', '89194ada56bffff', '89194ada0b7ffff'}",3.0,114.0
89194ada583ffff,"{'89194ada593ffff', '89194ada5bbffff', '89194ada583ffff', '89194ada59bffff', '89194ad165bffff', '89194ada517ffff', '89195da4b2bffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada513ffff', '89194ad164bffff', '89194ada587ffff', '89195da4b67ffff', '89194ada58fffff', '89195da4b2fffff', '89194ada597ffff', '89194ada5c7ffff', '89195da4b6fffff', '89194ada5b3ffff'}",5.0,134.0
89194ada587ffff,"{'89194ada5bbffff', '89194ada593ffff', '89194ada5a3ffff', '89194ada583ffff', '89194ada5b7ffff', '89194ada59bffff', '89194ad165bffff', '89194ada5abffff', '89194ada517ffff', '89194ada58bffff', '89194ad1643ffff', '89194ada513ffff', '89194ad164bffff', '89194ada587ffff', '89194ad164fffff', '89194ada58fffff', '89195da4b2fffff', '89194ada597ffff', '89194ada5b3ffff'}",27.0,167.0
89194ada58bffff,"{'89194ada5bbffff', '89194ada593ffff', '89194ada583ffff', '89194ada59bffff', '89194ada503ffff', '89194ada51bffff', '89194ada517ffff', '89194ada5c3ffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada513ffff', '89194ada5d3ffff', '89194ada587ffff', '89195da4b67ffff', '89194ada58fffff', '89194ada597ffff', '89194ada5c7ffff', '89195da4b6fffff', '89194ada5cfffff'}",25.0,150.0
89194ada58fffff,"{'89194ada507ffff', '89194ada5bbffff', '89194ada593ffff', '89194ada583ffff', '89194ada5a3ffff', '89194ada59bffff', '89194ada503ffff', '89194ada51bffff', '89194ada5abffff', '89194ada517ffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada513ffff', '89194ad164bffff', '89194ada587ffff', '89194ada58fffff', '89194ada597ffff', '89194ada5c7ffff', '89194ada5b3ffff'}",3.0,156.0
89194ada593ffff,"{'89194ada593ffff', '89194ada583ffff', '89195da4b23ffff', '89194ada59bffff', '89195da4b63ffff', '89195da4b3bffff', '89194ad165bffff', '89195da4b2bffff', '89194ada58bffff', '89194ada5d7ffff', '89194ad164bffff', '89194ada587ffff', '89195da4b67ffff', '89194ada58fffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89195da4b6fffff', '89195da4b77ffff'}",5.0,129.0
89194ada597ffff,"{'89194ada593ffff', '89194ada5bbffff', '89194ada583ffff', '89195da4b23ffff', '89194ada59bffff', '89194ad165bffff', '89195da4b2bffff', '89194ada58bffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ada587ffff', '89195da4b67ffff', '89194ad164fffff', '89194ada58fffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89194ada5b3ffff'}",32.0,148.0
89194ada59bffff,"{'89194ada593ffff', '89194ada583ffff', '89194ada59bffff', '89195da4b63ffff', '89194ada5c3ffff', '89195da4b2bffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada513ffff', '89194ada5d3ffff', '89194ada587ffff', '89195da4b6bffff', '89195da4b67ffff', '89194ada58fffff', '89195da4b2fffff', '89194ada597ffff', '89194ada5c7ffff', '89195da4b6fffff', '89195da4b77ffff'}",2.0,148.0
89194ada5a3ffff,"{'89194ada507ffff', '89194ada5bbffff', '89194ada5a3ffff', '89194ada5afffff', '89194ada5b7ffff', '89194ad167bffff', '89194ada537ffff', '89194ada5abffff', '89194ada517ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad12d3ffff', '89194ad164bffff', '89194ada587ffff', '89194ad164fffff', '89194ada58fffff', '89194ad12dbffff', '89194ada533ffff', '89194ada5b3ffff'}",10.0,107.0
89194ada5a7ffff,"{'89194ada5bbffff', '89194ada5a3ffff', '89194ada5afffff', '89194ada5b7ffff', '89194ad167bffff', '89194ada537ffff', '89194ada5abffff', '89194ad12d7ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad12d3ffff', '89194ad12cbffff', '89194ad164fffff', '89194ad12dbffff', '89194ada533ffff', '89194ad12c3ffff', '89194ada5b3ffff', '89194ad1663ffff', '89194ad166fffff'}",1.0,63.0
89194ada5abffff,"{'89194ada507ffff', '89194ada5bbffff', '89194ada5a3ffff', '89194ada5afffff', '89194ada5b7ffff', '89194ada537ffff', '89194ada503ffff', '89194ada53bffff', '89194ada5abffff', '89194ada523ffff', '89194ada517ffff', '89194ada5a7ffff', '89194ada50fffff', '89194ada513ffff', '89194ada587ffff', '89194ada58fffff', '89194ad12dbffff', '89194ada533ffff', '89194ada5b3ffff'}",11.0,107.0
89194ada5afffff,"{'89194ada507ffff', '89194ada5bbffff', '89194ada5a3ffff', '89194ada527ffff', '89194ada5b7ffff', '89194ada5afffff', '89194ada537ffff', '89194ada53bffff', '89194ada5abffff', '89194ada523ffff', '89194ada517ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad12d3ffff', '89194ad12cbffff', '89194ad12dbffff', '89194ada533ffff', '89194ad12c3ffff', '89194ada5b3ffff'}",10.0,74.0
89194ada5b3ffff,"{'89194ada5bbffff', '89194ada5a3ffff', '89194ada583ffff', '89194ada5b7ffff', '89194ada5afffff', '89194ad167bffff', '89194ad165bffff', '89194ada5abffff', '89194ada517ffff', '89194ad1647ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad1643ffff', '89194ad164bffff', '89194ada587ffff', '89194ad164fffff', '89194ada58fffff', '89194ada597ffff', '89194ada5b3ffff'}",1.0,152.0
89194ada5b7ffff,"{'89194ada5bbffff', '89194ada5a3ffff', '89194ada5afffff', '89194ada5b7ffff', '89194ad167bffff', '89194ada5abffff', '89194ad1647ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad12d3ffff', '89194ad1643ffff', '89194ad164bffff', '89194ada587ffff', '89194ad1673ffff', '89194ad164fffff', '89194ad12dbffff', '89194ada5b3ffff', '89194ad1663ffff', '89194ad166fffff'}",10.0,110.0
89194ada5bbffff,"{'89194ada507ffff', '89194ada5bbffff', '89194ada5a3ffff', '89194ada583ffff', '89194ada5afffff', '89194ada5b7ffff', '89194ada503ffff', '89194ada5abffff', '89194ada517ffff', '89194ada5a7ffff', '89194ada58bffff', '89194ada513ffff', '89194ad164bffff', '89194ada587ffff', '89194ad164fffff', '89194ada58fffff', '89194ada597ffff', '89194ada533ffff', '89194ada5b3ffff'}",2.0,171.0
89194ada5c3ffff,"{'89194ada4afffff', '89194ada557ffff', '89194ada59bffff', '89194ada553ffff', '89194ada51bffff', '89194ada427ffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada513ffff', '89194ada5d3ffff', '89195da4b6bffff', '89194ada437ffff', '89194ada5cbffff', '89194ada4a7ffff', '89194ada5c7ffff', '89195da4b6fffff', '89194ada5cfffff'}",4.0,160.0
89194ada5c7ffff,"{'89194ada50bffff', '89194ada583ffff', '89194ada557ffff', '89194ada59bffff', '89194ada503ffff', '89194ada553ffff', '89194ada51bffff', '89194ada517ffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada513ffff', '89194ada5d3ffff', '89194ada58fffff', '89194ada5cbffff', '89194ada5c7ffff', '89195da4b6fffff', '89194ada5cfffff'}",5.0,126.0
89194ada5cbffff,"{'89194ada433ffff', '89194ada4afffff', '89194ada557ffff', '89194ada55bffff', '89194ada553ffff', '89194ada51bffff', '89194ada427ffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada5d7ffff', '89194ada5d3ffff', '89194ada42fffff', '89194ada437ffff', '89194ada423ffff', '89194ada4a7ffff', '89194ada5cbffff', '89194ada5c7ffff', '89194ada543ffff', '89194ada5cfffff'}",4.0,118.0
89194ada5cfffff,"{'89194ada50bffff', '89194ada557ffff', '89194ada503ffff', '89194ada55bffff', '89194ada553ffff', '89194ada51bffff', '89194ada427ffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada513ffff', '89194ada5d3ffff', '89194ada437ffff', '89194ada547ffff', '89194ada5cbffff', '89194ada5c7ffff', '89194ada543ffff', '89194ada5cfffff'}",18.0,129.0
89194ada5d3ffff,"{'89194ada4afffff', '89194ada59bffff', '89195da4b63ffff', '89194ada4b7ffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada5d3ffff', '89195da4b7bffff', '89195da4b6bffff', '89195da4b67ffff', '89194ada437ffff', '89194ada5cbffff', '89194ada4a3ffff', '89194ada4a7ffff', '89194ada5c7ffff', '89195da4b6fffff', '89194ada5cfffff'}",5.0,137.0
89194ada5dbffff,"{'89194ada4abffff', '89194ada433ffff', '89194ada4afffff', '89194ada553ffff', '89194ada4b7ffff', '89194ada427ffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada5d7ffff', '89194ada5d3ffff', '89195da4b6bffff', '89194ada437ffff', '89194ada423ffff', '89194ada5cbffff', '89194ada4a3ffff', '89194ada5c7ffff', '89194ada4a7ffff', '89195da4b6fffff', '89194ada5cfffff'}",13.0,123.0
89194ada603ffff,"{'89194ada677ffff', '89194ada61bffff', '89194ada6abffff', '89194ada603ffff', '89194ada60bffff', '89194ada63bffff', '89194ada6cfffff', '89194ada633ffff', '89194ada673ffff', '89194ada60fffff', '89194ada613ffff', '89194ada6bbffff', '89194ada617ffff', '89194ada68fffff', '89194ada6c7ffff', '89194ada657ffff', '89194ada68bffff', '89194ada607ffff', '89194ada647ffff'}",4.0,63.0
89194ada60bffff,"{'89194ada677ffff', '89194ada61bffff', '89194ada603ffff', '89194ada60bffff', '89194ada63bffff', '89194ada6cfffff', '89194ada663ffff', '89194ada673ffff', '89194ada60fffff', '89194ada613ffff', '89194ada67bffff', '89194ada617ffff', '89194ada6c7ffff', '89194ada643ffff', '89194ada64fffff', '89194ada657ffff', '89194ada607ffff', '89194ada647ffff', '89194ada653ffff'}",4.0,27.0
89194ada60fffff,"{'89194ada677ffff', '89194ada61bffff', '89194ada6abffff', '89194ada603ffff', '89194ada60bffff', '89194ada63bffff', '89194ada633ffff', '89194ada673ffff', '89194ada663ffff', '89194ada62bffff', '89194ada613ffff', '89194ada60fffff', '89194ada623ffff', '89194ada67bffff', '89194ada667ffff', '89194ada617ffff', '89194ada657ffff', '89194ada607ffff', '89194ada647ffff'}",7.0,37.0
89194ada613ffff,"{'89194ada61bffff', '89194ada6abffff', '89194ada603ffff', '89194ada60bffff', '89194ada6cfffff', '89194ada687ffff', '89194ada69bffff', '89194ada60fffff', '89194ada6d7ffff', '89194ada613ffff', '89194ada6bbffff', '89194ada617ffff', '89194ada683ffff', '89194ada6c7ffff', '89194ada68fffff', '89194ada657ffff', '89194ada68bffff', '89194ada607ffff', '89194ada6c3ffff'}",1.0,58.0
89194ada617ffff,"{'89194ada61bffff', '89194ada6abffff', '89194ada603ffff', '89194ada60bffff', '89194ada63bffff', '89194ada633ffff', '89194ada6b3ffff', '89194ada687ffff', '89194ada60fffff', '89194ada613ffff', '89194ada6bbffff', '89194ada617ffff', '89194ada683ffff', '89194ada6c7ffff', '89194ada68fffff', '89194ada68bffff', '89194ada607ffff', '89194ada6a3ffff', '89194ada6afffff'}",2.0,109.0
89194ada623ffff,"{'89194ada677ffff', '89194ada6abffff', '89194ada05bffff', '89194ada63bffff', '89194ada633ffff', '89194ada293ffff', '89194ada0cbffff', '89194ada053ffff', '89194ada60fffff', '89194ada62bffff', '89194ada297ffff', '89194ada623ffff', '89194ada627ffff', '89194ada62fffff', '89194ada667ffff', '89194ada637ffff', '89194ada0dbffff', '89194ada607ffff', '89194ada6afffff'}",1.0,73.0
89194ada627ffff,"{'89194ada05bffff', '89194ada63bffff', '89194ada633ffff', '89194ada04bffff', '89194ada293ffff', '89194ada0cbffff', '89194ada053ffff', '89194ada62bffff', '89194ada297ffff', '89194ada623ffff', '89194ada62fffff', '89194ada043ffff', '89194ada627ffff', '89194ada637ffff', '89194ada0dbffff', '89194ada057ffff', '89194ada0c3ffff', '89194ada0cfffff', '89194ada6afffff'}",1.0,89.0
89194ada62fffff,"{'89194ada677ffff', '89194ada05bffff', '89194ada63bffff', '89194ada633ffff', '89194ada04bffff', '89194ada293ffff', '89194ada0cbffff', '89194ada053ffff', '89194ada62bffff', '89194ada297ffff', '89194ada623ffff', '89194ada627ffff', '89194ada667ffff', '89194ada043ffff', '89194ada62fffff', '89194ada637ffff', '89194ada29bffff', '89194ada287ffff', '89194ada283ffff'}",5.0,66.0
89194ada633ffff,"{'89194ada677ffff', '89194ada6abffff', '89194ada603ffff', '89194ada6a7ffff', '89194ada63bffff', '89194ada633ffff', '89194ada0cbffff', '89194ada62bffff', '89194ada60fffff', '89194ada623ffff', '89194ada627ffff', '89194ada62fffff', '89194ada6bbffff', '89194ada617ffff', '89194ada637ffff', '89194ada0dbffff', '89194ada607ffff', '89194ada6a3ffff', '89194ada6afffff'}",1.0,80.0
89194ada637ffff,"{'89194ada0d3ffff', '89194ada6abffff', '89194ada05bffff', '89194ada6a7ffff', '89194ada63bffff', '89194ada633ffff', '89194ada0cbffff', '89194ada053ffff', '89194ada62bffff', '89194ada623ffff', '89194ada627ffff', '89194ada62fffff', '89194ada0dbffff', '89194ada637ffff', '89194ada0c3ffff', '89194ada607ffff', '89194ada6a3ffff', '89194ada0cfffff', '89194ada6afffff'}",2.0,114.0
89194ada63bffff,"{'89194ada677ffff', '89194ada6abffff', '89194ada603ffff', '89194ada60bffff', '89194ada63bffff', '89194ada633ffff', '89194ada673ffff', '89194ada663ffff', '89194ada293ffff', '89194ada62bffff', '89194ada60fffff', '89194ada623ffff', '89194ada627ffff', '89194ada62fffff', '89194ada667ffff', '89194ada617ffff', '89194ada637ffff', '89194ada607ffff', '89194ada6afffff'}",4.0,55.0
89194ada643ffff,"{'89194ada65bffff', '89195da5b27ffff', '89194ada61bffff', '89194adb597ffff', '89194ada60bffff', '89194ada64bffff', '89194ada6cfffff', '89194adb587ffff', '89194ada673ffff', '89194adb5b3ffff', '89194ada67bffff', '89194ada653ffff', '89194adb5b7ffff', '89194ada643ffff', '89195da5b2fffff', '89194ada64fffff', '89194ada657ffff', '89194ada647ffff', '89194ada6cbffff'}",2.0,25.0
89194ada64bffff,"{'89194ada65bffff', '89195da5b27ffff', '89194adb597ffff', '89194adb593ffff', '89194adb5a3ffff', '89194ada64bffff', '89194adb587ffff', '89194adb5bbffff', '89194adb5b3ffff', '89194ada67bffff', '89194adb5b7ffff', '89194adb58fffff', '89194ada643ffff', '89195da5b2fffff', '89194ada64fffff', '89194ada657ffff', '89194adb583ffff', '89194ada647ffff', '89194ada653ffff'}",8.0,13.0
89194ada657ffff,"{'89194ada61bffff', '89195da5b27ffff', '89194ada65bffff', '89194ada603ffff', '89194ada60bffff', '89194ada64bffff', '89194ada6cfffff', '89194ada673ffff', '89194ada60fffff', '89194ada613ffff', '89194ada67bffff', '89194ada653ffff', '89194ada6c7ffff', '89194ada643ffff', '89194ada64fffff', '89194ada657ffff', '89194ada6c3ffff', '89194ada647ffff', '89194ada6cbffff'}",3.0,37.0
89194ada68bffff,"{'89194ada61bffff', '89194ada603ffff', '89194ada6cfffff', '89194ada687ffff', '89195da596fffff', '89194ada69bffff', '89194ada693ffff', '89194ada613ffff', '89194ada6d7ffff', '89194ada6d3ffff', '89194ada6bbffff', '89194ada697ffff', '89194ada617ffff', '89194ada683ffff', '89194ada6c7ffff', '89194ada68fffff', '89194ada68bffff', '89195da5967ffff', '89194ada6c3ffff'}",7.0,39.0
89194ada68fffff,"{'89194ada61bffff', '89194ada6abffff', '89194ada603ffff', '89194ada6b3ffff', '89194ada687ffff', '89194ada69bffff', '89194ada693ffff', '89194ada6d7ffff', '89194ada613ffff', '89194ada6bbffff', '89194ada697ffff', '89194ada617ffff', '89194ada683ffff', '89194ada6c7ffff', '89194ada44bffff', '89194ada68fffff', '89194ada68bffff', '89194ada607ffff', '89194ada6a3ffff'}",3.0,108.0
89194ada693ffff,"{'89195da592bffff', '89195da5963ffff', '89194ada687ffff', '89195da596fffff', '89194ada69bffff', '89195da5923ffff', '89194ada693ffff', '89194ada6d7ffff', '89195da592fffff', '89195da5977ffff', '89194ada697ffff', '89195da5927ffff', '89194ada683ffff', '89194ada68fffff', '89194ada44bffff', '89195da593bffff', '89194ada68bffff', '89195da5967ffff', '89194ada45bffff'}",1.0,41.0
89194ada697ffff,"{'89195da592bffff', '89194ada44fffff', '89194ada6b3ffff', '89194ada687ffff', '89194ada69bffff', '89195da5923ffff', '89194ada693ffff', '89195da592fffff', '89194ada453ffff', '89194ada6bbffff', '89194ada697ffff', '89195da5927ffff', '89194ada683ffff', '89194ada68fffff', '89194ada44bffff', '89194ada443ffff', '89194ada68bffff', '89195da5967ffff', '89194ada45bffff'}",1.0,121.0
89194ada6a3ffff,"{'89194ada0d3ffff', '89194ada6abffff', '89194ada6a7ffff', '89194ada44fffff', '89194ada633ffff', '89194ada6b3ffff', '89194ada687ffff', '89194ada6bbffff', '89194ada46bffff', '89194ada617ffff', '89194ada637ffff', '89194ada0dbffff', '89194ada68fffff', '89194ada44bffff', '89194ada47bffff', '89194ada607ffff', '89194ada6a3ffff', '89194ada6b7ffff', '89194ada6afffff'}",21.0,164.0
89194ada6a7ffff,"{'89194ada0d3ffff', '89194ada6abffff', '89194ada463ffff', '89194ada46fffff', '89194ada44fffff', '89194ada6a7ffff', '89194ada633ffff', '89194ada6b3ffff', '89194ada0cbffff', '89194ada0d7ffff', '89194ada6bbffff', '89194ada637ffff', '89194ada0dbffff', '89194ada0c3ffff', '89194ada6b7ffff', '89194ada47bffff', '89194ada6a3ffff', '89194ada46bffff', '89194ada6afffff'}",1.0,156.0
89194ada6abffff,"{'89194ada6abffff', '89194ada603ffff', '89194ada6a7ffff', '89194ada63bffff', '89194ada633ffff', '89194ada6b3ffff', '89194ada687ffff', '89194ada60fffff', '89194ada613ffff', '89194ada623ffff', '89194ada6bbffff', '89194ada617ffff', '89194ada637ffff', '89194ada0dbffff', '89194ada68fffff', '89194ada607ffff', '89194ada6a3ffff', '89194ada6b7ffff', '89194ada6afffff'}",10.0,110.0
89194ada6b3ffff,"{'89194ada6abffff', '89194ada6a7ffff', '89194ada44fffff', '89194ada447ffff', '89194ada6b3ffff', '89194ada687ffff', '89194ada6bbffff', '89194ada697ffff', '89194ada617ffff', '89194ada46bffff', '89194ada683ffff', '89194ada68fffff', '89194ada44bffff', '89194ada443ffff', '89194ada47bffff', '89194ada45bffff', '89194ada6b7ffff', '89194ada6a3ffff', '89194ada6afffff'}",28.0,167.0
89194ada6b7ffff,"{'89194ada0d3ffff', '89194ada6abffff', '89194ada463ffff', '89194ada46fffff', '89194ada6a7ffff', '89194ada44fffff', '89194ada447ffff', '89194ada6b3ffff', '89194ada473ffff', '89194ada687ffff', '89194ada6bbffff', '89194ada0dbffff', '89194ada44bffff', '89194ada6b7ffff', '89194ada443ffff', '89194ada47bffff', '89194ada6a3ffff', '89194ada46bffff', '89194ada6afffff'}",7.0,177.0
89194ada6bbffff,"{'89194ada6abffff', '89194ada603ffff', '89194ada6a7ffff', '89194ada44fffff', '89194ada633ffff', '89194ada6b3ffff', '89194ada687ffff', '89194ada613ffff', '89194ada6bbffff', '89194ada697ffff', '89194ada617ffff', '89194ada683ffff', '89194ada68fffff', '89194ada44bffff', '89194ada68bffff', '89194ada607ffff', '89194ada6a3ffff', '89194ada6b7ffff', '89194ada6afffff'}",17.0,149.0
89194ada6cbffff,"{'89195da5b27ffff', '89195da5bafffff', '89194ada65bffff', '89194ada61bffff', '89194ada6cfffff', '89194ada6d7ffff', '89194ada6cbffff', '89194ada6d3ffff', '89194ada6dbffff', '89195da5b33ffff', '89194ada6c7ffff', '89195da5b23ffff', '89194ada643ffff', '89195da5b37ffff', '89195da5b2fffff', '89194ada657ffff', '89194ada6c3ffff', '89195da5ba7ffff', '89194ada653ffff'}",8.0,25.0
89194ada6d3ffff,"{'89195da597bffff', '89195da5bafffff', '89194ada6cfffff', '89195da596bffff', '89195da5963ffff', '89195da596fffff', '89194ada69bffff', '89194ada6d7ffff', '89195da5ba3ffff', '89195da5bb7ffff', '89194ada6dbffff', '89194ada6d3ffff', '89194ada6c7ffff', '89195da5b37ffff', '89194ada68bffff', '89195da5967ffff', '89194ada6c3ffff', '89195da5ba7ffff', '89194ada6cbffff'}",3.0,29.0
89194ada6dbffff,"{'89195da5bafffff', '89195da5b27ffff', '89194ada6cfffff', '89195da596bffff', '89195da596fffff', '89194ada6d7ffff', '89194ada6cbffff', '89195da5ba3ffff', '89195da5babffff', '89194ada6d3ffff', '89195da5bb7ffff', '89194ada6dbffff', '89195da5b33ffff', '89194ada6c7ffff', '89195da5b23ffff', '89195da5b37ffff', '89194ada6c3ffff', '89195da5ba7ffff', '89194ada653ffff'}",6.0,20.0
89194ada803ffff,"{'89194ada857ffff', '89194ada847ffff', '89194ada8abffff', '89194ada813ffff', '89194ada817ffff', '89194ada80fffff', '89194ada8bbffff', '89194ada873ffff', '89194ada803ffff', '89194ada80bffff', '89194ada833ffff', '89194ada877ffff', '89194ada8c7ffff', '89194ada83bffff', '89194ada807ffff', '89194ada88fffff', '89194ada81bffff', '89194ada88bffff', '89194ada8cfffff'}",2.0,30.0
89194ada807ffff,"{'89194ada8abffff', '89194ada813ffff', '89194ada817ffff', '89194ada803ffff', '89194ada80fffff', '89194ada8bbffff', '89194ada873ffff', '89194ada837ffff', '89194ada80bffff', '89194ada833ffff', '89194ada877ffff', '89194ada83bffff', '89194ada823ffff', '89194ada88fffff', '89194ada807ffff', '89194ada81bffff', '89194ada8afffff', '89194ada8a3ffff', '89194ada82bffff'}",1.0,31.0
89194ada80bffff,"{'89194ada857ffff', '89194ada847ffff', '89194ada813ffff', '89194ada817ffff', '89194ada80fffff', '89194ada803ffff', '89194ada873ffff', '89194ada863ffff', '89194ada80bffff', '89194ada877ffff', '89194ada8c7ffff', '89194ada87bffff', '89194ada843ffff', '89194ada83bffff', '89194ada807ffff', '89194ada81bffff', '89194ada8cfffff', '89194ada853ffff', '89194ada84fffff'}",1.0,20.0
89194ada813ffff,"{'89194ada857ffff', '89194ada883ffff', '89194ada8abffff', '89194ada813ffff', '89194ada817ffff', '89194ada803ffff', '89194ada80fffff', '89194ada8bbffff', '89194ada8c3ffff', '89194ada80bffff', '89194ada8c7ffff', '89194ada807ffff', '89194ada88fffff', '89194ada89bffff', '89194ada81bffff', '89194ada88bffff', '89194ada8d7ffff', '89194ada887ffff', '89194ada8cfffff'}",3.0,39.0
