local_tile,local_tiles,density,local_density
89194ad14a3ffff,"{'89194ad336bffff', '89194ad14b7ffff', '89194ad14abffff', '89194ad15d3ffff', '89194ad14a7ffff', '89194ad14afffff', '89194ad334bffff', '89194ad334fffff', '89194ad15dbffff', '89194ad1433ffff', '89194ad148fffff', '89194ad1417ffff', '89194ad14a3ffff', '89194ad1487ffff', '89194ad1407ffff', '89194ad14bbffff', '89194ad1437ffff', '89194ad14b3ffff', '89194ad337bffff'}",1.0,46.0
89194ad14a7ffff,"{'89194ad336bffff', '89194ad14b7ffff', '89194ad15d3ffff', '89194ad14abffff', '89194ad14a7ffff', '89194ad15d7ffff', '89194ad14afffff', '89194ad336fffff', '89194ad3363ffff', '89194ad334fffff', '89194ad15dbffff', '89194ad15c3ffff', '89194ad1433ffff', '89194ad14a3ffff', '89194ad15cbffff', '89194ad14bbffff', '89194ad1437ffff', '89194ad14b3ffff', '89194ad337bffff'}",1.0,51.0
89194ad14afffff,"{'89194ad336bffff', '89194ad1423ffff', '89194ad14b7ffff', '89194ad14abffff', '89194ad15d3ffff', '89194ad14a7ffff', '89194ad14afffff', '89194ad15dbffff', '89194ad15c3ffff', '89194ad1433ffff', '89194ad1417ffff', '89194ad14a3ffff', '89194ad1427ffff', '89194ad143bffff', '89194ad15cbffff', '89194ad1407ffff', '89194ad14bbffff', '89194ad1437ffff', '89194ad14b3ffff'}",19.0,57.0
89194ad14b7ffff,"{'89194ad336bffff', '89194ad3347ffff', '89194ad14b7ffff', '89194ad3373ffff', '89194ad14abffff', '89194ad15d3ffff', '89194ad14a7ffff', '89194ad14afffff', '89194ad334bffff', '89194ad336fffff', '89194ad3363ffff', '89194ad3343ffff', '89194ad334fffff', '89194ad15dbffff', '89194ad14a3ffff', '89194ad1487ffff', '89194ad14bbffff', '89194ad14b3ffff', '89194ad337bffff'}",7.0,107.0
89194ad14c3ffff,"{'89194ad14d3ffff', '89194ad326bffff', '89194ad14cbffff', '89194ad14c7ffff', '89195da4927ffff', '89194ad1457ffff', '89195da49afffff', '89194ad148bffff', '89194ad14dbffff', '89195da49a7ffff', '89194ad14c3ffff', '89194ad141bffff', '89194ad149bffff', '89194ad14cfffff', '89194ad14d7ffff', '89194ad1453ffff', '89194ad326fffff', '89195da4937ffff', '89194ad1413ffff'}",5.0,102.0
89194ad14cbffff,"{'89194ad14d3ffff', '89194ad1443ffff', '89194ad14c7ffff', '89194ad14cbffff', '89194ad145bffff', '89195da4927ffff', '89195da492fffff', '89194ad1457ffff', '89195da49afffff', '89195da4933ffff', '89194ad14dbffff', '89195da49a7ffff', '89194ad14c3ffff', '89194ad141bffff', '89195da4923ffff', '89194ad14cfffff', '89194ad14d7ffff', '89194ad1453ffff', '89195da4937ffff'}",4.0,103.0
89194ad14cfffff,"{'89194ad140bffff', '89194ad14d3ffff', '89194ad1443ffff', '89194ad14cbffff', '89194ad14c7ffff', '89194ad145bffff', '89195da4927ffff', '89194ad1457ffff', '89194ad148bffff', '89194ad14dbffff', '89194ad14c3ffff', '89194ad1447ffff', '89194ad141bffff', '89194ad14cfffff', '89194ad1403ffff', '89194ad14d7ffff', '89194ad1453ffff', '89195da4937ffff', '89194ad1413ffff'}",3.0,93.0
89194ad1507ffff,"{'89194ad1503ffff', '89194ad1523ffff', '89194ad15abffff', '89194ad151bffff', '89194ad15afffff', '89194ad15a3ffff', '89194ad1533ffff', '89194ad1513ffff', '89194ad158fffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad150bffff', '89194ad1537ffff', '89194ad153bffff', '89194ad1573ffff', '89194ad152bffff', '89194ad1577ffff', '89194ad1507ffff', '89194ad150fffff'}",1.0,84.0
89194ad1513ffff,"{'89194ad1503ffff', '89194ad1583ffff', '89194ad1557ffff', '89194ad15abffff', '89194ad151bffff', '89194ad158bffff', '89194ad15cfffff', '89194ad1513ffff', '89194ad15d7ffff', '89194ad15c7ffff', '89194ad1587ffff', '89194ad158fffff', '89194ad159bffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad150bffff', '89194ad15c3ffff', '89194ad1507ffff', '89194ad150fffff'}",8.0,62.0
89194ad1517ffff,"{'89194ad1503ffff', '89194ad1583ffff', '89194ad15abffff', '89194ad151bffff', '89194ad158bffff', '89194ad15afffff', '89194ad15a3ffff', '89194ad1533ffff', '89194ad1513ffff', '89194ad158fffff', '89194ad15b3ffff', '89194ad15c7ffff', '89194ad1587ffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad150bffff', '89194ad153bffff', '89194ad1507ffff', '89194ad150fffff'}",1.0,76.0
89194ad151bffff,"{'89194ad1503ffff', '89194ad1557ffff', '89194ad151bffff', '89194ad158bffff', '89194ad15cfffff', '89194ad1513ffff', '89194ad15d7ffff', '89194ad15c7ffff', '89194ad158fffff', '89194ad1517ffff', '89194ad150bffff', '89194ad15c3ffff', '89194ad1573ffff', '89194ad1547ffff', '89194ad1543ffff', '89194ad1553ffff', '89194ad1507ffff', '89194ad150fffff', '89194ad15cbffff'}",2.0,45.0
89194ad1523ffff,"{'89194ad02cbffff', '89194ad1523ffff', '89194ad1193ffff', '89194ad15abffff', '89194ad025bffff', '89194ad15afffff', '89194ad1533ffff', '89194ad02dbffff', '89194ad1527ffff', '89194ad152fffff', '89194ad1537ffff', '89194ad153bffff', '89194ad152bffff', '89194ad1577ffff', '89194ad1507ffff', '89194ad150fffff', '89194ad0253ffff', '89194ad1197ffff', '89194ad1567ffff'}",2.0,47.0
89194ad152bffff,"{'89194ad1567ffff', '89194ad1523ffff', '89194ad1193ffff', '89194ad025bffff', '89194ad1533ffff', '89194ad1527ffff', '89194ad152fffff', '89194ad1537ffff', '89194ad1563ffff', '89194ad153bffff', '89194ad1573ffff', '89194ad119bffff', '89194ad152bffff', '89194ad1577ffff', '89194ad1507ffff', '89194ad150fffff', '89194ad1183ffff', '89194ad1197ffff', '89194ad156fffff'}",10.0,44.0
89194ad1533ffff,"{'89194ad02cbffff', '89194ad1503ffff', '89194ad1523ffff', '89194ad15abffff', '89194ad15afffff', '89194ad15a3ffff', '89194ad02dbffff', '89194ad1533ffff', '89194ad1527ffff', '89194ad1517ffff', '89194ad152fffff', '89194ad15bbffff', '89194ad1537ffff', '89194ad153bffff', '89194ad152bffff', '89194ad1577ffff', '89194ad1507ffff', '89194ad150fffff', '89194ad15a7ffff'}",2.0,69.0
89194ad1543ffff,"{'89194ad10b3ffff', '89194ad10b7ffff', '89194ad1557ffff', '89194ad154bffff', '89194ad151bffff', '89194ad15cfffff', '89194ad157bffff', '89194ad155bffff', '89194ad150bffff', '89194ad1573ffff', '89194ad1547ffff', '89194ad1097ffff', '89194ad1543ffff', '89194ad1553ffff', '89194ad1427ffff', '89194ad142fffff', '89194ad154fffff', '89194ad1087ffff', '89194ad15cbffff'}",1.0,49.0
89194ad1553ffff,"{'89194ad1557ffff', '89194ad154bffff', '89194ad1423ffff', '89194ad151bffff', '89194ad15cfffff', '89194ad15c7ffff', '89194ad155bffff', '89194ad15dbffff', '89194ad150bffff', '89194ad15c3ffff', '89194ad1097ffff', '89194ad1547ffff', '89194ad1543ffff', '89194ad1553ffff', '89194ad1427ffff', '89194ad142fffff', '89194ad154fffff', '89194ad15cbffff', '89194ad1437ffff'}",15.0,33.0
89194ad1557ffff,"{'89194ad1503ffff', '89194ad1557ffff', '89194ad154bffff', '89194ad151bffff', '89194ad15cfffff', '89194ad1513ffff', '89194ad15c7ffff', '89194ad157bffff', '89194ad155bffff', '89194ad150bffff', '89194ad15c3ffff', '89194ad1573ffff', '89194ad1547ffff', '89194ad1543ffff', '89194ad1553ffff', '89194ad1427ffff', '89194ad150fffff', '89194ad154fffff', '89194ad15cbffff'}",1.0,54.0
89194ad1567ffff,"{'89194ad1567ffff', '89194ad1523ffff', '89194ad1193ffff', '89194ad118bffff', '89194ad156bffff', '89194ad157bffff', '89194ad152fffff', '89194ad1563ffff', '89194ad153bffff', '89194ad1573ffff', '89194ad119bffff', '89194ad152bffff', '89194ad11d7ffff', '89194ad1577ffff', '89194ad150fffff', '89194ad1183ffff', '89194ad11d3ffff', '89194ad1197ffff', '89194ad156fffff'}",5.0,135.0
89194ad156bffff,"{'89194ad10b3ffff', '89194ad156fffff', '89194ad10b7ffff', '89194ad156bffff', '89194ad10afffff', '89194ad10a7ffff', '89194ad157bffff', '89194ad11dbffff', '89194ad10a3ffff', '89194ad1563ffff', '89194ad1573ffff', '89194ad119bffff', '89194ad1547ffff', '89194ad11d7ffff', '89194ad1577ffff', '89194ad154fffff', '89194ad11c3ffff', '89194ad11d3ffff', '89194ad1567ffff'}",1.0,137.0
89194ad1573ffff,"{'89194ad1567ffff', '89194ad1503ffff', '89194ad10b7ffff', '89194ad1557ffff', '89194ad151bffff', '89194ad156bffff', '89194ad157bffff', '89194ad150bffff', '89194ad1563ffff', '89194ad153bffff', '89194ad1573ffff', '89194ad1547ffff', '89194ad152bffff', '89194ad1543ffff', '89194ad1577ffff', '89194ad1507ffff', '89194ad150fffff', '89194ad154fffff', '89194ad156fffff'}",6.0,36.0
89194ad157bffff,"{'89194ad10b3ffff', '89194ad1567ffff', '89194ad10b7ffff', '89194ad1557ffff', '89194ad154bffff', '89194ad156bffff', '89194ad10a7ffff', '89194ad157bffff', '89194ad10a3ffff', '89194ad150bffff', '89194ad1563ffff', '89194ad1573ffff', '89194ad1547ffff', '89194ad1543ffff', '89194ad1577ffff', '89194ad150fffff', '89194ad154fffff', '89194ad11d3ffff', '89194ad156fffff'}",9.0,55.0
89194ad1583ffff,"{'89194ad1583ffff', '89194ad1593ffff', '89194ad3367ffff', '89194ad158bffff', '89194ad065bffff', '89194ad1513ffff', '89194ad1597ffff', '89194ad15b3ffff', '89194ad15c7ffff', '89194ad1587ffff', '89194ad15d7ffff', '89194ad158fffff', '89194ad159bffff', '89194ad1517ffff', '89194ad336fffff', '89194ad332fffff', '89194ad15bbffff', '89194ad064bffff', '89194ad332bffff'}",4.0,76.0
89194ad158bffff,"{'89194ad1503ffff', '89194ad1583ffff', '89194ad1593ffff', '89194ad151bffff', '89194ad3367ffff', '89194ad158bffff', '89194ad15d3ffff', '89194ad15cfffff', '89194ad1513ffff', '89194ad15d7ffff', '89194ad15c7ffff', '89194ad1587ffff', '89194ad1597ffff', '89194ad158fffff', '89194ad159bffff', '89194ad1517ffff', '89194ad336fffff', '89194ad15bbffff', '89194ad15c3ffff'}",2.0,74.0
89194ad158fffff,"{'89194ad1503ffff', '89194ad1583ffff', '89194ad1593ffff', '89194ad151bffff', '89194ad15abffff', '89194ad158bffff', '89194ad15a3ffff', '89194ad1513ffff', '89194ad15d7ffff', '89194ad15b3ffff', '89194ad15c7ffff', '89194ad1587ffff', '89194ad1597ffff', '89194ad159bffff', '89194ad158fffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad064bffff', '89194ad1507ffff'}",1.0,91.0
89194ad1593ffff,"{'89194ad3377ffff', '89194ad1583ffff', '89194ad333bffff', '89194ad3323ffff', '89194ad1593ffff', '89194ad3367ffff', '89194ad158bffff', '89194ad065bffff', '89194ad1597ffff', '89194ad15d7ffff', '89194ad1587ffff', '89194ad158fffff', '89194ad159bffff', '89194ad332fffff', '89194ad336fffff', '89194ad3363ffff', '89194ad064bffff', '89194ad3327ffff', '89194ad332bffff'}",6.0,74.0
89194ad159bffff,"{'89194ad3377ffff', '89194ad1583ffff', '89194ad336bffff', '89194ad1593ffff', '89194ad3367ffff', '89194ad158bffff', '89194ad15d3ffff', '89194ad1513ffff', '89194ad15d7ffff', '89194ad15c7ffff', '89194ad1587ffff', '89194ad1597ffff', '89194ad158fffff', '89194ad159bffff', '89194ad332fffff', '89194ad336fffff', '89194ad3363ffff', '89194ad15c3ffff', '89194ad332bffff'}",5.0,78.0
89194ad15a3ffff,"{'89194ad02d3ffff', '89194ad15abffff', '89194ad066bffff', '89194ad15afffff', '89194ad15a3ffff', '89194ad1533ffff', '89194ad02dbffff', '89194ad158fffff', '89194ad15b3ffff', '89194ad1587ffff', '89194ad15b7ffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad064fffff', '89194ad064bffff', '89194ad1537ffff', '89194ad1507ffff', '89194ad067bffff', '89194ad15a7ffff'}",20.0,71.0
89194ad15a7ffff,"{'89194ad02cbffff', '89194ad02d3ffff', '89194ad15abffff', '89194ad066bffff', '89194ad15afffff', '89194ad15a3ffff', '89194ad02dbffff', '89194ad1533ffff', '89194ad02c3ffff', '89194ad15b3ffff', '89194ad15b7ffff', '89194ad066fffff', '89194ad15bbffff', '89194ad064fffff', '89194ad1537ffff', '89194ad0663ffff', '89194ad02d7ffff', '89194ad067bffff', '89194ad15a7ffff'}",2.0,63.0
89194ad15abffff,"{'89194ad1503ffff', '89194ad1523ffff', '89194ad15abffff', '89194ad15afffff', '89194ad15a3ffff', '89194ad1533ffff', '89194ad02dbffff', '89194ad1513ffff', '89194ad158fffff', '89194ad15b3ffff', '89194ad1587ffff', '89194ad15b7ffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad1537ffff', '89194ad153bffff', '89194ad1507ffff', '89194ad150fffff', '89194ad15a7ffff'}",16.0,71.0
89194ad15b3ffff,"{'89194ad1583ffff', '89194ad0647ffff', '89194ad15abffff', '89194ad066bffff', '89194ad15afffff', '89194ad065bffff', '89194ad15a3ffff', '89194ad1597ffff', '89194ad158fffff', '89194ad1587ffff', '89194ad15b3ffff', '89194ad15b7ffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad064fffff', '89194ad064bffff', '89194ad0643ffff', '89194ad067bffff', '89194ad15a7ffff'}",3.0,77.0
89194ad15bbffff,"{'89194ad1503ffff', '89194ad1583ffff', '89194ad15abffff', '89194ad158bffff', '89194ad15afffff', '89194ad15a3ffff', '89194ad1533ffff', '89194ad1513ffff', '89194ad1597ffff', '89194ad15b3ffff', '89194ad1587ffff', '89194ad158fffff', '89194ad15b7ffff', '89194ad1517ffff', '89194ad15bbffff', '89194ad064fffff', '89194ad064bffff', '89194ad1507ffff', '89194ad15a7ffff'}",15.0,80.0
89194ad15c7ffff,"{'89194ad1503ffff', '89194ad1583ffff', '89194ad1557ffff', '89194ad151bffff', '89194ad158bffff', '89194ad15d3ffff', '89194ad15cfffff', '89194ad1513ffff', '89194ad15d7ffff', '89194ad158fffff', '89194ad15c7ffff', '89194ad159bffff', '89194ad336fffff', '89194ad1517ffff', '89194ad15dbffff', '89194ad150bffff', '89194ad15c3ffff', '89194ad1553ffff', '89194ad15cbffff'}",1.0,47.0
89194ad15cbffff,"{'89194ad1557ffff', '89194ad1423ffff', '89194ad151bffff', '89194ad15d3ffff', '89194ad15cfffff', '89194ad14a7ffff', '89194ad15d7ffff', '89194ad15c7ffff', '89194ad14afffff', '89194ad155bffff', '89194ad15dbffff', '89194ad15c3ffff', '89194ad1433ffff', '89194ad1543ffff', '89194ad1553ffff', '89194ad1427ffff', '89194ad142fffff', '89194ad15cbffff', '89194ad1437ffff'}",1.0,54.0
89194ad15cfffff,"{'89194ad1503ffff', '89194ad1557ffff', '89194ad151bffff', '89194ad158bffff', '89194ad15d3ffff', '89194ad15cfffff', '89194ad1513ffff', '89194ad15d7ffff', '89194ad15c7ffff', '89194ad155bffff', '89194ad15dbffff', '89194ad150bffff', '89194ad15c3ffff', '89194ad1547ffff', '89194ad1543ffff', '89194ad1553ffff', '89194ad1427ffff', '89194ad15cbffff', '89194ad1437ffff'}",4.0,43.0
89194ad15d7ffff,"{'89194ad1583ffff', '89194ad336bffff', '89194ad1593ffff', '89194ad151bffff', '89194ad3367ffff', '89194ad158bffff', '89194ad15d3ffff', '89194ad14a7ffff', '89194ad15cfffff', '89194ad1513ffff', '89194ad15c7ffff', '89194ad158fffff', '89194ad15d7ffff', '89194ad159bffff', '89194ad336fffff', '89194ad3363ffff', '89194ad15dbffff', '89194ad15c3ffff', '89194ad15cbffff'}",1.0,79.0
89194ad15dbffff,"{'89194ad336bffff', '89194ad1423ffff', '89194ad14b7ffff', '89194ad15d3ffff', '89194ad14abffff', '89194ad14a7ffff', '89194ad15cfffff', '89194ad15d7ffff', '89194ad15c7ffff', '89194ad14afffff', '89194ad336fffff', '89194ad15dbffff', '89194ad15c3ffff', '89194ad1433ffff', '89194ad14a3ffff', '89194ad1553ffff', '89194ad1427ffff', '89194ad15cbffff', '89194ad1437ffff'}",1.0,59.0
89194ad1603ffff,"{'89194ad161bffff', '89194ad16c7ffff', '89194ad160bffff', '89194ad1633ffff', '89194ad168bffff', '89194ad16cfffff', '89194ad16bbffff', '89194ad16abffff', '89194ad1657ffff', '89194ad1647ffff', '89194ad1603ffff', '89194ad1607ffff', '89194ad168fffff', '89194ad1613ffff', '89194ad163bffff', '89194ad1673ffff', '89194ad1617ffff', '89194ad160fffff', '89194ad1677ffff'}",10.0,75.0
89194ad1607ffff,"{'89194ad161bffff', '89194ad160bffff', '89194ad1633ffff', '89194ad16bbffff', '89194ad16abffff', '89194ad1623ffff', '89194ad1603ffff', '89194ad1607ffff', '89194ad168fffff', '89194ad16a3ffff', '89194ad16afffff', '89194ad1613ffff', '89194ad163bffff', '89194ad1673ffff', '89194ad1617ffff', '89194ad160fffff', '89194ad1677ffff', '89194ad1637ffff', '89194ad162bffff'}",1.0,82.0
89194ad160bffff,"{'89194ad161bffff', '89194ad16c7ffff', '89194ad160bffff', '89194ad16cfffff', '89194ad167bffff', '89194ad1657ffff', '89194ad1647ffff', '89194ad1603ffff', '89194ad1607ffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad1613ffff', '89194ad163bffff', '89194ad1673ffff', '89194ad164fffff', '89194ad1617ffff', '89194ad160fffff', '89194ad1677ffff', '89194ad1663ffff'}",9.0,79.0
89194ad1613ffff,"{'89194ad161bffff', '89194ad16c7ffff', '89194ad160bffff', '89194ad168bffff', '89194ad16cfffff', '89194ad16bbffff', '89194ad16abffff', '89194ad1657ffff', '89194ad1683ffff', '89194ad16d7ffff', '89194ad1603ffff', '89194ad1687ffff', '89194ad1607ffff', '89194ad168fffff', '89194ad1613ffff', '89194ad1617ffff', '89194ad160fffff', '89194ad169bffff', '89194ad16c3ffff'}",6.0,136.0
89194ad1617ffff,"{'89194ad161bffff', '89194ad16c7ffff', '89194ad160bffff', '89194ad1633ffff', '89194ad168bffff', '89194ad16bbffff', '89194ad16abffff', '89194ad1683ffff', '89194ad1603ffff', '89194ad1687ffff', '89194ad1607ffff', '89194ad168fffff', '89194ad16a3ffff', '89194ad16afffff', '89194ad1613ffff', '89194ad163bffff', '89194ad1617ffff', '89194ad160fffff', '89194ad16b3ffff'}",1.0,133.0
89194ad161bffff,"{'89194ad161bffff', '89194ad16c7ffff', '89194ad160bffff', '89194ad168bffff', '89194ad16cfffff', '89194ad1657ffff', '89194ad16d7ffff', '89194ad1647ffff', '89194ad1603ffff', '89194ad1607ffff', '89194ad168fffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad1613ffff', '89194ad1673ffff', '89194ad1617ffff', '89194ad160fffff', '89194ad16c3ffff', '89194ad16cbffff'}",13.0,135.0
89194ad1623ffff,"{'89194ad162fffff', '89194ad1293ffff', '89194ad10cbffff', '89194ad1677ffff', '89194ad1633ffff', '89194ad16abffff', '89194ad1623ffff', '89194ad105bffff', '89194ad1627ffff', '89194ad10dbffff', '89194ad1607ffff', '89194ad1053ffff', '89194ad1667ffff', '89194ad16afffff', '89194ad163bffff', '89194ad160fffff', '89194ad1297ffff', '89194ad1637ffff', '89194ad162bffff'}",2.0,43.0
89194ad1627ffff,"{'89194ad162fffff', '89194ad1293ffff', '89194ad10cbffff', '89194ad1633ffff', '89194ad10c3ffff', '89194ad1623ffff', '89194ad104bffff', '89194ad105bffff', '89194ad1627ffff', '89194ad10dbffff', '89194ad1053ffff', '89194ad1043ffff', '89194ad16afffff', '89194ad1057ffff', '89194ad163bffff', '89194ad10cfffff', '89194ad1297ffff', '89194ad1637ffff', '89194ad162bffff'}",6.0,73.0
89194ad1637ffff,"{'89194ad162fffff', '89194ad10cbffff', '89194ad1633ffff', '89194ad10d3ffff', '89194ad16abffff', '89194ad1623ffff', '89194ad10c3ffff', '89194ad105bffff', '89194ad1627ffff', '89194ad10dbffff', '89194ad1607ffff', '89194ad16a7ffff', '89194ad1053ffff', '89194ad16a3ffff', '89194ad16afffff', '89194ad163bffff', '89194ad10cfffff', '89194ad1637ffff', '89194ad162bffff'}",16.0,50.0
89194ad1643ffff,"{'89194ad161bffff', '89194ada5b7ffff', '89194ad160bffff', '89194ad16cfffff', '89194ad167bffff', '89194ad165bffff', '89194ad1657ffff', '89194ad1647ffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ada587ffff', '89194ad1673ffff', '89194ad164fffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89194ada5b3ffff', '89194ad16cbffff'}",12.0,180.0
89194ad1647ffff,"{'89194ad161bffff', '89194ada5b7ffff', '89194ad160bffff', '89194ad16cfffff', '89194ad167bffff', '89194ad165bffff', '89194ad1657ffff', '89194ad1647ffff', '89194ad1603ffff', '89194ad166bffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ad1673ffff', '89194ad164fffff', '89194ad160fffff', '89194ad1677ffff', '89194ada5b3ffff', '89194ad1663ffff'}",10.0,91.0
89194ad164bffff,"{'89194ada593ffff', '89194ada5bbffff', '89194ada5a3ffff', '89194ada583ffff', '89194ada5b7ffff', '89194ad167bffff', '89194ad165bffff', '89194ad1657ffff', '89194ad1647ffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ada587ffff', '89194ad164fffff', '89194ada58fffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89194ada5b3ffff'}",4.0,149.0
89194ad164fffff,"{'89194ada5bbffff', '89194ada5a3ffff', '89194ada5b7ffff', '89194ad160bffff', '89194ad167bffff', '89194ad165bffff', '89194ad1657ffff', '89194ad1647ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ada587ffff', '89194ad1673ffff', '89194ad164fffff', '89194ada597ffff', '89194ada5b3ffff', '89194ad1663ffff'}",6.0,138.0
89194ad1653ffff,"{'89194ad161bffff', '89195da4b23ffff', '89194ad16c7ffff', '89194ad160bffff', '89194ad16cfffff', '89195da4b37ffff', '89194ad165bffff', '89194ad1657ffff', '89194ad16dbffff', '89194ad1647ffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ad164fffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89194ad16c3ffff', '89194ad16cbffff'}",4.0,183.0
89194ad1657ffff,"{'89194ad161bffff', '89194ad16c7ffff', '89194ad160bffff', '89194ad16cfffff', '89194ad167bffff', '89194ad165bffff', '89194ad1657ffff', '89194ad1647ffff', '89194ad1603ffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ad1613ffff', '89194ad1673ffff', '89194ad164fffff', '89194ad160fffff', '89195da4b27ffff', '89194ad16c3ffff', '89194ad16cbffff'}",1.0,141.0
89194ad165bffff,"{'89194ada593ffff', '89194ada583ffff', '89195da4b23ffff', '89194ad16cfffff', '89195da4b37ffff', '89194ad165bffff', '89194ad1657ffff', '89194ad1647ffff', '89195da4b2bffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ada587ffff', '89194ad164fffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89194ada5b3ffff', '89194ad16cbffff'}",3.0,162.0
89194ad1663ffff,"{'89194ad1293ffff', '89194ada5b7ffff', '89194ad160bffff', '89194ad167bffff', '89194ad1647ffff', '89194ad12d7ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad12d3ffff', '89194ad1667ffff', '89194ad163bffff', '89194ad1673ffff', '89194ad164fffff', '89194ad160fffff', '89194ad1677ffff', '89194ad1663ffff', '89194ad166fffff', '89194ad129bffff', '89194ad162bffff'}",1.0,42.0
89194ad166bffff,"{'89194ada5a3ffff', '89194ada5b7ffff', '89194ada5afffff', '89194ad167bffff', '89194ad1647ffff', '89194ad12d7ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad12d3ffff', '89194ad1667ffff', '89194ad1673ffff', '89194ad164fffff', '89194ad12dbffff', '89194ad12c3ffff', '89194ad1677ffff', '89194ada5b3ffff', '89194ad1663ffff', '89194ad166fffff', '89194ad129bffff'}",2.0,57.0
89194ad167bffff,"{'89194ada5a3ffff', '89194ada5b7ffff', '89194ad160bffff', '89194ad167bffff', '89194ad1657ffff', '89194ad1647ffff', '89194ada5a7ffff', '89194ad166bffff', '89194ad12d3ffff', '89194ad1643ffff', '89194ad1667ffff', '89194ad164bffff', '89194ad1673ffff', '89194ad164fffff', '89194ad160fffff', '89194ad1677ffff', '89194ada5b3ffff', '89194ad1663ffff', '89194ad166fffff'}",3.0,70.0
89194ad1683ffff,"{'89194ad16c7ffff', '89194ad168bffff', '89194ad16bbffff', '89194ad1683ffff', '89195da492bffff', '89194ad16d7ffff', '89194ad145bffff', '89195da492fffff', '89194ad1687ffff', '89194ad168fffff', '89194ad1697ffff', '89194ad144bffff', '89194ad1613ffff', '89195da496fffff', '89194ad1617ffff', '89195da4967ffff', '89194ad169bffff', '89194ad16b3ffff', '89194ad1693ffff'}",32.0,178.0
89194ad1687ffff,"{'89194ad168bffff', '89194ad16bbffff', '89194ad16abffff', '89194ad1443ffff', '89194ad1683ffff', '89194ad145bffff', '89195da492fffff', '89194ad1687ffff', '89194ad168fffff', '89194ad144bffff', '89194ad1697ffff', '89194ad16a3ffff', '89194ad16b7ffff', '89194ad1613ffff', '89194ad144fffff', '89194ad1617ffff', '89194ad169bffff', '89194ad16b3ffff', '89194ad1693ffff'}",21.0,185.0
89194ad168fffff,"{'89194ad161bffff', '89194ad16c7ffff', '89194ad168bffff', '89194ad16bbffff', '89194ad16abffff', '89194ad1683ffff', '89194ad16d7ffff', '89194ad1603ffff', '89194ad1687ffff', '89194ad1607ffff', '89194ad168fffff', '89194ad16a3ffff', '89194ad144bffff', '89194ad1697ffff', '89194ad1613ffff', '89194ad1617ffff', '89194ad169bffff', '89194ad16b3ffff', '89194ad1693ffff'}",18.0,176.0
89194ad1693ffff,"{'89195da493bffff', '89194ad168bffff', '89194ad1683ffff', '89195da492bffff', '89194ad16d7ffff', '89194ad145bffff', '89195da4927ffff', '89195da492fffff', '89194ad1687ffff', '89195da4963ffff', '89194ad168fffff', '89194ad1697ffff', '89194ad144bffff', '89195da4923ffff', '89195da496fffff', '89195da4967ffff', '89194ad169bffff', '89195da4977ffff', '89194ad1693ffff'}",13.0,183.0
89194ad1697ffff,"{'89194ad168bffff', '89194ad16bbffff', '89194ad16b3ffff', '89194ad1443ffff', '89194ad1683ffff', '89195da492bffff', '89194ad145bffff', '89195da4927ffff', '89195da492fffff', '89194ad1687ffff', '89194ad168fffff', '89194ad144bffff', '89194ad1697ffff', '89195da4923ffff', '89194ad144fffff', '89195da4967ffff', '89194ad169bffff', '89194ad1453ffff', '89194ad1693ffff'}",21.0,216.0
89194ad169bffff,"{'89194ad16c7ffff', '89194ad168bffff', '89194ad1683ffff', '89194ad16d3ffff', '89194ad16d7ffff', '89195da496bffff', '89195da492bffff', '89195da492fffff', '89194ad1687ffff', '89195da4963ffff', '89194ad168fffff', '89194ad1697ffff', '89194ad1613ffff', '89195da496fffff', '89195da4967ffff', '89194ad169bffff', '89195da4977ffff', '89194ad16c3ffff', '89194ad1693ffff'}",2.0,176.0
