cuisineType,venueType,n_type,p_local,p_credible,p_global,competition_factor,local_tile,neighbour_count,representations
South Asian,Dine-In,13,0.04153354632587859,0.020768948214369115,0.05711797997387897,0.36361489366163,89194ad3273ffff,313,13
South Asian,Takeaway,1,0.003194888178913738,0.00037516924258548887,0.007575097953852851,1.0,89194ad3273ffff,313,1
Southeast Asian,Dine-In,11,0.03514376996805112,0.016561545166740445,0.047888550282977796,0.3458351749818437,89194ad3273ffff,313,11
Southern European,Dine-In,4,0.012779552715654952,0.0038096532197991508,0.011841532433609055,0.3217196119808327,89194ad3273ffff,313,4
Steakhouse & BBQ,Dine-In,21,0.0670926517571885,0.038929044070266226,0.0282107096212451,1.379938491194468,89194ad3273ffff,313,21
Tapas,Dine-In,2,0.006389776357827476,0.0012484003184093423,0.002786242925555072,1.0,89194ad3273ffff,313,2
Vegetarian & Vegan,Dine-In,10,0.03194888178913738,0.01452727838339235,0.02734000870700914,0.5313560262205769,89194ad3273ffff,313,10
American,Dine-In,3,0.013953488372093023,0.0035316220410158325,0.012973443622115803,1.0,89194ad3277ffff,215,3
Asian,Dine-In,5,0.023255813953488372,0.007800329148460168,0.019068350021767523,0.4090720560276942,89194ad3277ffff,215,5
Asian,Takeaway,1,0.004651162790697674,0.0005462504577412585,0.001218981279930344,1.0,89194ad3277ffff,215,1
Bakery & Pastry,Dine-In,1,0.004651162790697674,0.0005462504577412585,0.001131911188506748,1.0,89194ad3277ffff,215,1
Bar & Pub,Dine-In,9,0.04186046511627907,0.018308055277470217,0.030648672181105792,0.5973523149481405,89194ad3277ffff,215,9
Bistro,Dine-In,3,0.013953488372093023,0.0035316220410158325,0.005572485851110144,1.0,89194ad3277ffff,215,3
British,Dine-In,4,0.018604651162790697,0.00555139494122095,0.011754462342185459,0.47227978444387125,89194ad3277ffff,215,4
Brunch & Breakfast,Dine-In,4,0.018604651162790697,0.00555139494122095,0.02585981715280801,0.21467262929266875,89194ad3277ffff,215,4
Burgers,Dine-In,5,0.023255813953488372,0.007800329148460168,0.03125816282107096,0.2495453489416853,89194ad3277ffff,215,5
Cafe & Coffee,Dine-In,2,0.009302325581395349,0.001818136737943772,0.012363952982150631,1.0,89194ad3277ffff,215,2
Chinese,Dine-In,2,0.009302325581395349,0.001818136737943772,0.049455811928602524,1.0,89194ad3277ffff,215,2
Chinese,Takeaway,3,0.013953488372093023,0.0035316220410158325,0.015063125816282106,1.0,89194ad3277ffff,215,3
Dessert & Ice Cream,Dine-In,1,0.004651162790697674,0.0005462504577412585,0.008619939050936004,1.0,89194ad3277ffff,215,1
European,Dine-In,4,0.018604651162790697,0.00555139494122095,0.005311275576839356,1.0452093590151248,89194ad3277ffff,215,4
Family Restaurant,Dine-In,1,0.004651162790697674,0.0005462504577412585,0.0032215933826730517,1.0,89194ad3277ffff,215,1
Fast Food,Dine-In,12,0.05581395348837209,0.027224193012856418,0.07009142359599478,0.3884097599411875,89194ad3277ffff,215,12
Fine Dining,Dine-In,6,0.027906976744186046,0.01022948222130474,0.007662168045276448,1.3350636739964197,89194ad3277ffff,215,6
French,Dine-In,3,0.013953488372093023,0.0035316220410158325,0.013931214627775359,1.0,89194ad3277ffff,215,3
Halal,Takeaway,1,0.004651162790697674,0.0005462504577412585,0.002089682194166304,1.0,89194ad3277ffff,215,1
Italian,Dine-In,16,0.07441860465116279,0.03999444546178309,0.06060078363082281,0.6599658134031304,89194ad3277ffff,215,16
Italian,Takeaway,1,0.004651162790697674,0.0005462504577412585,0.0008707009142359599,1.0,89194ad3277ffff,215,1
Japanese,Dine-In,16,0.07441860465116279,0.03999444546178309,0.055811928602525034,0.7165931452863943,89194ad3277ffff,215,16
Kebab Shop,Dine-In,3,0.013953488372093023,0.0035316220410158325,0.01828471919895516,1.0,89194ad3277ffff,215,3
Korean,Dine-In,4,0.018604651162790697,0.00555139494122095,0.015150195907705702,0.36642397068921045,89194ad3277ffff,215,4
Latin American,Dine-In,12,0.05581395348837209,0.027224193012856418,0.05729212015672616,0.47518215311953793,89194ad3277ffff,215,12
Mediterranean,Dine-In,4,0.018604651162790697,0.00555139494122095,0.026121027427078797,0.21252590299974206,89194ad3277ffff,215,4
Middle Eastern,Dine-In,10,0.046511627906976744,0.021202889643510397,0.06408358728776666,0.3308630265702675,89194ad3277ffff,215,10
Middle Eastern,Takeaway,1,0.004651162790697674,0.0005462504577412585,0.001044841097083152,1.0,89194ad3277ffff,215,1
Pizza,Dine-In,10,0.046511627906976744,0.021202889643510397,0.04736612973443622,0.44763821241859725,89194ad3277ffff,215,10
Pizza,Takeaway,1,0.004651162790697674,0.0005462504577412585,0.011580322159338267,1.0,89194ad3277ffff,215,1
Sandwich & Deli,Dine-In,16,0.07441860465116279,0.03999444546178309,0.04292555507183283,0.9317164424514781,89194ad3277ffff,215,16
Seafood,Dine-In,5,0.023255813953488372,0.007800329148460168,0.018197649107531563,0.4286448816749523,89194ad3277ffff,215,5
Seafood,Takeaway,1,0.004651162790697674,0.0005462504577412585,0.007662168045276448,1.0,89194ad3277ffff,215,1
South Asian,Dine-In,7,0.03255813953488372,0.012805470970744803,0.05711797997387897,0.22419334466311597,89194ad3277ffff,215,7
South Asian,Takeaway,2,0.009302325581395349,0.001818136737943772,0.007575097953852851,1.0,89194ad3277ffff,215,2
Southeast Asian,Dine-In,10,0.046511627906976744,0.021202889643510397,0.047888550282977796,0.4427548864649398,89194ad3277ffff,215,10
Southern European,Dine-In,3,0.013953488372093023,0.0035316220410158325,0.011841532433609055,1.0,89194ad3277ffff,215,3
Steakhouse & BBQ,Dine-In,14,0.06511627906976744,0.03350304063972389,0.0282107096212451,1.187600067121077,89194ad3277ffff,215,14
Tapas,Dine-In,1,0.004651162790697674,0.0005462504577412585,0.002786242925555072,1.0,89194ad3277ffff,215,1
Vegetarian & Vegan,Dine-In,8,0.037209302325581395,0.015504306350176038,0.02734000870700914,0.5670922243050057,89194ad3277ffff,215,8
American,Dine-In,3,0.006896551724137931,0.0017436496725522098,0.012973443622115803,1.0,89194ad327bffff,435,3
Asian,Dine-In,15,0.034482758620689655,0.018042832510218855,0.019068350021767523,0.9462188647482354,89194ad327bffff,435,15
Bakery & Pastry,Dine-In,2,0.004597701149425287,0.000898062210085199,0.001131911188506748,1.0,89194ad327bffff,435,2
Bar & Pub,Dine-In,18,0.041379310344827586,0.022902969227359137,0.030648672181105792,0.7472744362960786,89194ad327bffff,435,18
Bistro,Dine-In,4,0.009195402298850575,0.0027396076967120316,0.005572485851110144,0.4916311624490263,89194ad327bffff,435,4
British,Dine-In,14,0.03218390804597701,0.01646611747264705,0.011754462342185459,1.4008396975803805,89194ad327bffff,435,14
Brunch & Breakfast,Dine-In,11,0.02528735632183908,0.01189642661866547,0.02585981715280801,0.4600352178968785,89194ad327bffff,435,11
Burgers,Dine-In,11,0.02528735632183908,0.01189642661866547,0.03125816282107096,0.38058623876148445,89194ad327bffff,435,11
Cafe & Coffee,Dine-In,7,0.016091954022988506,0.0063110719673859055,0.012363952982150631,0.5104412784889234,89194ad327bffff,435,7
Chinese,Dine-In,29,0.06666666666666667,0.041915731627970416,0.049455811928602524,0.8475390453296483,89194ad327bffff,435,29
Chinese,Takeaway,1,0.0022988505747126436,0.00026992691753384375,0.015063125816282106,1.0,89194ad327bffff,435,1
Dessert & Ice Cream,Dine-In,2,0.004597701149425287,0.000898062210085199,0.008619939050936004,1.0,89194ad327bffff,435,2
European,Dine-In,9,0.020689655172413793,0.009015432726089631,0.005311275576839356,1.6974138501498266,89194ad327bffff,435,9
Family Restaurant,Dine-In,3,0.006896551724137931,0.0017436496725522098,0.0032215933826730517,1.0,89194ad327bffff,435,3
Fast Food,Dine-In,22,0.05057471264367816,0.029631388964700883,0.07009142359599478,0.42275341895601193,89194ad327bffff,435,22
Fast Food,Takeaway,1,0.0022988505747126436,0.00026992691753384375,0.01610796691336526,1.0,89194ad327bffff,435,1
Fine Dining,Dine-In,7,0.016091954022988506,0.0063110719673859055,0.007662168045276448,0.8236666084707627,89194ad327bffff,435,7
French,Dine-In,16,0.0367816091954023,0.01964240038888587,0.013931214627775359,1.409956052914714,89194ad327bffff,435,16
German,Dine-In,1,0.0022988505747126436,0.00026992691753384375,0.001131911188506748,1.0,89194ad327bffff,435,1
Halal,Dine-In,2,0.004597701149425287,0.000898062210085199,0.0043535045711798,1.0,89194ad327bffff,435,2
Halal,Takeaway,1,0.0022988505747126436,0.00026992691753384375,0.002089682194166304,1.0,89194ad327bffff,435,1
Italian,Dine-In,45,0.10344827586206896,0.07160368819949682,0.06060078363082281,1.1815637341540532,89194ad327bffff,435,45
Japanese,Dine-In,26,0.059770114942528735,0.036582945723267084,0.055811928602525034,0.65546822407445,89194ad327bffff,435,26
Japanese,Takeaway,4,0.009195402298850575,0.0027396076967120316,0.008619939050936004,0.31782216562361293,89194ad327bffff,435,4
Kebab Shop,Dine-In,2,0.004597701149425287,0.000898062210085199,0.01828471919895516,1.0,89194ad327bffff,435,2
Korean,Dine-In,4,0.009195402298850575,0.0027396076967120316,0.015150195907705702,0.1808298528548143,89194ad327bffff,435,4
Latin American,Dine-In,19,0.04367816091954023,0.024560970810449716,0.05729212015672616,0.4286971880820897,89194ad327bffff,435,19
Mediterranean,Dine-In,11,0.02528735632183908,0.01189642661866547,0.026121027427078797,0.45543486571790975,89194ad327bffff,435,11
Middle Eastern,Dine-In,9,0.020689655172413793,0.009015432726089631,0.06408358728776666,0.1406823979064394,89194ad327bffff,435,9
Northern European,Dine-In,1,0.0022988505747126436,0.00026992691753384375,8.7070091423596e-05,1.0,89194ad327bffff,435,1
Pizza,Dine-In,21,0.04827586206896552,0.027926214898558278,0.04736612973443622,0.5895819450550401,89194ad327bffff,435,21
Sandwich & Deli,Dine-In,22,0.05057471264367816,0.029631388964700883,0.04292555507183283,0.6902971648267537,89194ad327bffff,435,22
Seafood,Dine-In,9,0.020689655172413793,0.009015432726089631,0.018197649107531563,0.49541743951741346,89194ad327bffff,435,9
Seafood,Takeaway,1,0.0022988505747126436,0.00026992691753384375,0.007662168045276448,1.0,89194ad327bffff,435,1
South Asian,Dine-In,20,0.04597701149425287,0.02623575053309795,0.05711797997387897,0.45932560193998473,89194ad327bffff,435,20
South Asian,Takeaway,1,0.0022988505747126436,0.00026992691753384375,0.007575097953852851,1.0,89194ad327bffff,435,1
Southeast Asian,Dine-In,15,0.034482758620689655,0.018042832510218855,0.047888550282977796,0.3767671479633883,89194ad327bffff,435,15
Southern European,Dine-In,5,0.011494252873563218,0.003847708786523175,0.011841532433609055,0.32493334862660783,89194ad327bffff,435,5
Steakhouse & BBQ,Dine-In,26,0.059770114942528735,0.036582945723267084,0.0282107096212451,1.296775097628773,89194ad327bffff,435,26
Tapas,Dine-In,2,0.004597701149425287,0.000898062210085199,0.002786242925555072,1.0,89194ad327bffff,435,2
Vegetarian & Vegan,Dine-In,13,0.029885057471264367,0.014914394579451538,0.02734000870700914,0.5455153558757991,89194ad327bffff,435,13
African,Dine-In,2,0.00784313725490196,0.0015326438023141756,0.017065737919024816,1.0,89194ad3283ffff,255,2
American,Dine-In,7,0.027450980392156862,0.01078716815438292,0.012973443622115803,0.831480713107972,89194ad3283ffff,255,7
Asian,Dine-In,5,0.0196078431372549,0.006572701295795336,0.019068350021767523,0.3446916638457052,89194ad3283ffff,255,5
Asian,Takeaway,1,0.00392156862745098,0.00046053291650675427,0.001218981279930344,1.0,89194ad3283ffff,255,1
Australian,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.00130605137135394,1.0,89194ad3283ffff,255,1
Bar & Pub,Dine-In,15,0.058823529411764705,0.030905859622214683,0.030648672181105792,1.0083914709123172,89194ad3283ffff,255,15
Bistro,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.005572485851110144,1.0,89194ad3283ffff,255,1
British,Dine-In,5,0.0196078431372549,0.006572701295795336,0.011754462342185459,0.5591664769052551,89194ad3283ffff,255,5
Brunch & Breakfast,Dine-In,5,0.0196078431372549,0.006572701295795336,0.02585981715280801,0.2541665804114796,89194ad3283ffff,255,5
Burgers,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.03125816282107096,1.0,89194ad3283ffff,255,1
Cafe & Coffee,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.012363952982150631,1.0,89194ad3283ffff,255,1
Chinese,Dine-In,7,0.027450980392156862,0.01078716815438292,0.049455811928602524,0.21811729974135183,89194ad3283ffff,255,7
Chinese,Takeaway,1,0.00392156862745098,0.00046053291650675427,0.015063125816282106,1.0,89194ad3283ffff,255,1
Eastern European,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.002437962559860688,1.0,89194ad3283ffff,255,1
European,Dine-In,2,0.00784313725490196,0.0015326438023141756,0.005311275576839356,1.0,89194ad3283ffff,255,2
Fast Food,Dine-In,11,0.043137254901960784,0.020356728997031205,0.07009142359599478,0.29043109631168124,89194ad3283ffff,255,11
Fine Dining,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.007662168045276448,1.0,89194ad3283ffff,255,1
French,Dine-In,4,0.01568627450980392,0.004678368610469285,0.013931214627775359,0.3358191468202484,89194ad3283ffff,255,4
Italian,Dine-In,19,0.07450980392156863,0.04211088211792793,0.06060078363082281,0.6948900590867849,89194ad3283ffff,255,19
Japanese,Dine-In,22,0.08627450980392157,0.050838660975935895,0.055811928602525034,0.9108923889370105,89194ad3283ffff,255,22
Japanese,Takeaway,1,0.00392156862745098,0.00046053291650675427,0.008619939050936004,1.0,89194ad3283ffff,255,1
Kebab Shop,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.01828471919895516,1.0,89194ad3283ffff,255,1
Korean,Dine-In,4,0.01568627450980392,0.004678368610469285,0.015150195907705702,0.30879921546689504,89194ad3283ffff,255,4
Korean,Takeaway,1,0.00392156862745098,0.00046053291650675427,0.000696560731388768,1.0,89194ad3283ffff,255,1
Latin American,Dine-In,12,0.047058823529411764,0.022918824030311025,0.05729212015672616,0.40003448934365066,89194ad3283ffff,255,12
Mediterranean,Dine-In,8,0.03137254901960784,0.013058905049306395,0.026121027427078797,0.4999384149709465,89194ad3283ffff,255,8
Middle Eastern,Dine-In,17,0.06666666666666667,0.03643929968564262,0.06408358728776666,0.5686214088173988,89194ad3283ffff,255,17
Pizza,Dine-In,8,0.03137254901960784,0.013058905049306395,0.04736612973443622,0.2757013317854484,89194ad3283ffff,255,8
Sandwich & Deli,Dine-In,36,0.1411764705882353,0.0940816842977807,0.04292555507183283,2.191740657525378,89194ad3283ffff,255,36
Seafood,Dine-In,1,0.00392156862745098,0.00046053291650675427,0.018197649107531563,1.0,89194ad3283ffff,255,1
South Asian,Dine-In,9,0.03529411764705882,0.015418443070874008,0.05711797997387897,0.26994027236126217,89194ad3283ffff,255,9
South Asian,Takeaway,1,0.00392156862745098,0.00046053291650675427,0.007575097953852851,1.0,89194ad3283ffff,255,1
Southeast Asian,Dine-In,16,0.06274509803921569,0.0336539845726291,0.047888550282977796,0.7027563869393549,89194ad3283ffff,255,16
Southern European,Dine-In,4,0.01568627450980392,0.004678368610469285,0.011841532433609055,0.3950813492002922,89194ad3283ffff,255,4
Steakhouse & BBQ,Dine-In,9,0.03529411764705882,0.015418443070874008,0.0282107096212451,0.546545736632679,89194ad3283ffff,255,9
Vegetarian & Vegan,Dine-In,15,0.058823529411764705,0.030905859622214683,0.02734000870700914,1.1304261075195403,89194ad3283ffff,255,15
American,Dine-In,9,0.03879310344827586,0.01695738521170984,0.012973443622115803,1.3070843567549497,89194ad3287ffff,232,9
Asian,Dine-In,5,0.021551724137931036,0.007226674042185788,0.019068350021767523,0.3789879058196519,89194ad3287ffff,232,5
Asian,Takeaway,1,0.004310344827586207,0.000506207466525788,0.001218981279930344,1.0,89194ad3287ffff,232,1
Australian,Dine-In,1,0.004310344827586207,0.000506207466525788,0.00130605137135394,1.0,89194ad3287ffff,232,1
Bar & Pub,Dine-In,15,0.06465517241379311,0.03400363389063479,0.030648672181105792,1.109465156914604,89194ad3287ffff,232,15
Bistro,Dine-In,1,0.004310344827586207,0.000506207466525788,0.005572485851110144,1.0,89194ad3287ffff,232,1
British,Dine-In,7,0.03017241379310345,0.011862204100810689,0.011754462342185459,1.0091660303541539,89194ad3287ffff,232,7
Brunch & Breakfast,Dine-In,4,0.017241379310344827,0.005143471609038353,0.02585981715280801,0.19889822030237536,89194ad3287ffff,232,4
Burgers,Dine-In,3,0.01293103448275862,0.003272331872369958,0.03125816282107096,1.0,89194ad3287ffff,232,3
Cafe & Coffee,Dine-In,1,0.004310344827586207,0.000506207466525788,0.012363952982150631,1.0,89194ad3287ffff,232,1
Chinese,Dine-In,4,0.017241379310344827,0.005143471609038353,0.049455811928602524,0.104001358151066,89194ad3287ffff,232,4
Eastern European,Dine-In,1,0.004310344827586207,0.000506207466525788,0.002437962559860688,1.0,89194ad3287ffff,232,1
European,Dine-In,1,0.004310344827586207,0.000506207466525788,0.005311275576839356,1.0,89194ad3287ffff,232,1
Fast Food,Dine-In,11,0.04741379310344827,0.022391543319418183,0.07009142359599478,0.3194619565509538,89194ad3287ffff,232,11
Fine Dining,Dine-In,2,0.008620689655172414,0.001684759695151864,0.007662168045276448,1.0,89194ad3287ffff,232,2
French,Dine-In,6,0.02586206896551724,0.00947656676345614,0.013931214627775359,0.6802398079893361,89194ad3287ffff,232,6
Italian,Dine-In,18,0.07758620689655173,0.04320171826936127,0.06060078363082281,0.712890422878756,89194ad3287ffff,232,18
Japanese,Dine-In,18,0.07758620689655173,0.04320171826936127,0.055811928602525034,0.7740588678995541,89194ad3287ffff,232,18
Japanese,Takeaway,1,0.004310344827586207,0.000506207466525788,0.008619939050936004,1.0,89194ad3287ffff,232,1
Korean,Dine-In,3,0.01293103448275862,0.003272331872369958,0.015150195907705702,1.0,89194ad3287ffff,232,3
Korean,Takeaway,1,0.004310344827586207,0.000506207466525788,0.000696560731388768,1.0,89194ad3287ffff,232,1
Latin American,Dine-In,7,0.03017241379310345,0.011862204100810689,0.05729212015672616,0.20704774178998597,89194ad3287ffff,232,7
Mediterranean,Dine-In,8,0.034482758620689655,0.01436135050969689,0.026121027427078797,0.5498003686795626,89194ad3287ffff,232,8
Middle Eastern,Dine-In,12,0.05172413793103448,0.025211360055134826,0.06408358728776666,0.3934136823820971,89194ad3287ffff,232,12
Pizza,Dine-In,8,0.034482758620689655,0.01436135050969689,0.04736612973443622,0.3031987327277,89194ad3287ffff,232,8
Sandwich & Deli,Dine-In,31,0.1336206896551724,0.08616387029961663,0.04292555507183283,2.0072861062699734,89194ad3287ffff,232,31
Seafood,Dine-In,2,0.008620689655172414,0.001684759695151864,0.018197649107531563,1.0,89194ad3287ffff,232,2
South Asian,Dine-In,9,0.03879310344827586,0.01695738521170984,0.05711797997387897,0.29688348956781635,89194ad3287ffff,232,9
South Asian,Takeaway,1,0.004310344827586207,0.000506207466525788,0.007575097953852851,1.0,89194ad3287ffff,232,1
Southeast Asian,Dine-In,12,0.05172413793103448,0.025211360055134826,0.047888550282977796,0.526459036787679,89194ad3287ffff,232,12
Southern European,Dine-In,2,0.008620689655172414,0.001684759695151864,0.011841532433609055,1.0,89194ad3287ffff,232,2
Steakhouse & BBQ,Dine-In,8,0.034482758620689655,0.01436135050969689,0.0282107096212451,0.5090744154440395,89194ad3287ffff,232,8
Vegetarian & Vegan,Dine-In,19,0.08189655172413793,0.04634257737275977,0.02734000870700914,1.6950461819304012,89194ad3287ffff,232,19
African,Dine-In,2,0.008403361344537815,0.0016422396856702094,0.017065737919024816,1.0,89194ad328bffff,238,2
American,Dine-In,5,0.02100840336134454,0.007043843278491284,0.012973443622115803,0.5429432218353852,89194ad328bffff,238,5
Asian,Dine-In,3,0.012605042016806723,0.0031896784429605546,0.019068350021767523,1.0,89194ad328bffff,238,3
Bar & Pub,Dine-In,17,0.07142857142857142,0.03907343282597336,0.030648672181105792,1.274881750017909,89194ad328bffff,238,17
Bistro,Dine-In,1,0.004201680672268907,0.0004934409558449291,0.005572485851110144,1.0,89194ad328bffff,238,1
British,Dine-In,6,0.025210084033613446,0.009236624290755141,0.011754462342185459,0.7857972591060948,89194ad328bffff,238,6
Brunch & Breakfast,Dine-In,4,0.01680672268907563,0.005013450142511794,0.02585981715280801,0.19387028581396618,89194ad328bffff,238,4
Burgers,Dine-In,1,0.004201680672268907,0.0004934409558449291,0.03125816282107096,1.0,89194ad328bffff,238,1
Cafe & Coffee,Dine-In,2,0.008403361344537815,0.0016422396856702094,0.012363952982150631,1.0,89194ad328bffff,238,2
Chinese,Dine-In,11,0.046218487394957986,0.021822497623089212,0.049455811928602524,0.4412524387344711,89194ad328bffff,238,11
Chinese,Takeaway,1,0.004201680672268907,0.0004934409558449291,0.015063125816282106,1.0,89194ad328bffff,238,1
European,Dine-In,1,0.004201680672268907,0.0004934409558449291,0.005311275576839356,1.0,89194ad328bffff,238,1
Family Restaurant,Dine-In,1,0.004201680672268907,0.0004934409558449291,0.0032215933826730517,1.0,89194ad328bffff,238,1
Fast Food,Dine-In,8,0.03361344537815126,0.013997169201111688,0.07009142359599478,0.19969874319846923,89194ad328bffff,238,8
Fine Dining,Dine-In,1,0.004201680672268907,0.0004934409558449291,0.007662168045276448,1.0,89194ad328bffff,238,1
French,Dine-In,7,0.029411764705882353,0.011561625019557093,0.013931214627775359,0.8299078959350826,89194ad328bffff,238,7
Italian,Dine-In,13,0.0546218487394958,0.02737538575701472,0.06060078363082281,0.4517331974415432,89194ad328bffff,238,13
Japanese,Dine-In,21,0.08823529411764706,0.0513736194847472,0.055811928602525034,0.92047740995682,89194ad328bffff,238,21
Japanese,Takeaway,1,0.004201680672268907,0.0004934409558449291,0.008619939050936004,1.0,89194ad328bffff,238,1
Kebab Shop,Dine-In,1,0.004201680672268907,0.0004934409558449291,0.01828471919895516,1.0,89194ad328bffff,238,1
Korean,Dine-In,5,0.02100840336134454,0.007043843278491284,0.015150195907705702,0.4649341382383471,89194ad328bffff,238,5
Korean,Takeaway,1,0.004201680672268907,0.0004934409558449291,0.000696560731388768,1.0,89194ad328bffff,238,1
Latin American,Dine-In,9,0.037815126050420166,0.016527054583507915,0.05729212015672616,0.28846994208448085,89194ad328bffff,238,9
Mediterranean,Dine-In,6,0.025210084033613446,0.009236624290755141,0.026121027427078797,0.35360876659774265,89194ad328bffff,238,6
Middle Eastern,Dine-In,19,0.07983193277310924,0.04515873751169279,0.06408358728776666,0.7046849189154778,89194ad328bffff,238,19
Pizza,Dine-In,6,0.025210084033613446,0.009236624290755141,0.04736612973443622,0.19500483452081396,89194ad328bffff,238,6
Sandwich & Deli,Dine-In,35,0.14705882352941177,0.09752210815459933,0.04292555507183283,2.2718892741492356,89194ad328bffff,238,35
South Asian,Dine-In,8,0.03361344537815126,0.013997169201111688,0.05711797997387897,0.2450571467603167,89194ad328bffff,238,8
South Asian,Takeaway,1,0.004201680672268907,0.0004934409558449291,0.007575097953852851,1.0,89194ad328bffff,238,1
Southeast Asian,Dine-In,18,0.07563025210084033,0.04209878680644355,0.047888550282977796,0.8790992117672803,89194ad328bffff,238,18
Southern European,Dine-In,3,0.012605042016806723,0.0031896784429605546,0.011841532433609055,1.0,89194ad328bffff,238,3
Steakhouse & BBQ,Dine-In,8,0.03361344537815126,0.013997169201111688,0.0282107096212451,0.4961650872678017,89194ad328bffff,238,8
Vegetarian & Vegan,Dine-In,12,0.05042016806722689,0.024570210830006198,0.02734000870700914,0.8986906731930612,89194ad328bffff,238,12
African,Dine-In,1,0.004672897196261682,0.0005488041374584333,0.017065737919024816,1.0,89194ad328fffff,214,1
American,Dine-In,7,0.03271028037383177,0.012865651129518327,0.012973443622115803,0.9916912967954228,89194ad328fffff,214,7
Asian,Dine-In,3,0.014018691588785047,0.0035481600471940797,0.019068350021767523,1.0,89194ad328fffff,214,3
Asian,Takeaway,2,0.009345794392523364,0.001826643180455676,0.001218981279930344,1.0,89194ad328fffff,214,2
Bar & Pub,Dine-In,16,0.07476635514018691,0.040183719166920095,0.030648672181105792,1.3111079961138559,89194ad328fffff,214,16
Bistro,Dine-In,1,0.004672897196261682,0.0005488041374584333,0.005572485851110144,1.0,89194ad328fffff,214,1
British,Dine-In,5,0.02336448598130841,0.007836923128843985,0.011754462342185459,0.6667189787760975,89194ad328fffff,214,5
Brunch & Breakfast,Dine-In,4,0.018691588785046728,0.005577414897991384,0.02585981715280801,0.2156788218970742,89194ad328fffff,214,4
Burgers,Dine-In,1,0.004672897196261682,0.0005488041374584333,0.03125816282107096,1.0,89194ad328fffff,214,1
Cafe & Coffee,Dine-In,1,0.004672897196261682,0.0005488041374584333,0.012363952982150631,1.0,89194ad328fffff,214,1
Chinese,Dine-In,5,0.02336448598130841,0.007836923128843985,0.049455811928602524,0.15846313756122038,89194ad328fffff,214,5
European,Dine-In,1,0.004672897196261682,0.0005488041374584333,0.005311275576839356,1.0,89194ad328fffff,214,1
Fast Food,Dine-In,10,0.04672897196261682,0.02130278114538075,0.07009142359599478,0.303928498701488,89194ad328fffff,214,10
Fine Dining,Dine-In,2,0.009345794392523364,0.001826643180455676,0.007662168045276448,1.0,89194ad328fffff,214,2
French,Dine-In,6,0.028037383177570093,0.010277514730995974,0.013931214627775359,0.7377328542843048,89194ad328fffff,214,6
Italian,Dine-In,14,0.06542056074766354,0.03366136454065909,0.06060078363082281,0.5554608789503875,89194ad328fffff,214,14
Japanese,Dine-In,19,0.08878504672897196,0.050298428066297945,0.055811928602525034,0.9012128648072261,89194ad328fffff,214,19
Japanese,Takeaway,1,0.004672897196261682,0.0005488041374584333,0.008619939050936004,1.0,89194ad328fffff,214,1
Korean,Dine-In,3,0.014018691588785047,0.0035481600471940797,0.015150195907705702,1.0,89194ad328fffff,214,3
Korean,Takeaway,1,0.004672897196261682,0.0005488041374584333,0.000696560731388768,1.0,89194ad328fffff,214,1
Latin American,Dine-In,8,0.037383177570093455,0.015577231489074249,0.05729212015672616,0.2718913429361972,89194ad328fffff,214,8
Mediterranean,Dine-In,6,0.028037383177570093,0.010277514730995974,0.026121027427078797,0.39345752228496256,89194ad328fffff,214,6
Middle Eastern,Dine-In,14,0.06542056074766354,0.03366136454065909,0.06408358728776666,0.5252727877030838,89194ad328fffff,214,14
Pizza,Dine-In,9,0.04205607476635514,0.018394239060805173,0.04736612973443622,0.3883416095833592,89194ad328fffff,214,9
Pizza,Takeaway,1,0.004672897196261682,0.0005488041374584333,0.011580322159338267,1.0,89194ad328fffff,214,1
Sandwich & Deli,Dine-In,35,0.16355140186915887,0.108733289346155,0.04292555507183283,2.533066588520467,89194ad328fffff,214,35
Seafood,Dine-In,1,0.004672897196261682,0.0005488041374584333,0.018197649107531563,1.0,89194ad328fffff,214,1
South Asian,Dine-In,6,0.028037383177570093,0.010277514730995974,0.05711797997387897,0.17993484250836703,89194ad328fffff,214,6
South Asian,Takeaway,1,0.004672897196261682,0.0005488041374584333,0.007575097953852851,1.0,89194ad328fffff,214,1
Southeast Asian,Dine-In,9,0.04205607476635514,0.018394239060805173,0.047888550282977796,0.3841051556606317,89194ad328fffff,214,9
Southern European,Dine-In,3,0.014018691588785047,0.0035481600471940797,0.011841532433609055,1.0,89194ad328fffff,214,3
Steakhouse & BBQ,Dine-In,5,0.02336448598130841,0.007836923128843985,0.0282107096212451,0.27779957449004067,89194ad328fffff,214,5
Vegetarian & Vegan,Dine-In,13,0.06074766355140187,0.030477837879708976,0.02734000870700914,1.1147705988804382,89194ad328fffff,214,13
African,Dine-In,2,0.007936507936507936,0.0015509086570847505,0.017065737919024816,1.0,89194ad3293ffff,252,2
American,Dine-In,6,0.023809523809523808,0.008721375361772003,0.012973443622115803,0.6722482955030299,89194ad3293ffff,252,6
Asian,Dine-In,4,0.015873015873015872,0.004734207039088723,0.019068350021767523,0.24827565225540635,89194ad3293ffff,252,4
