id,displayName,primaryTypeDisplayName,rating,userRatingCount,location,shortFormattedAddress,googleMapsUri,priceRange,priceLevel,websiteUri,businessStatus,types,primaryType
ChIJc83XyhIFdkgREt7-kN4nf4c,"BOBO & WILD - Clapham ""Coffee, Brunch & Bakery""",Brunch Restaurant,4.8,529.0,"{'latitude': 51.4610452, 'longitude': -0.1386268}","18 Clapham Common South Side, London",https://maps.google.com/?cid=9763566354031369746&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,http://www.boboandwild.co.uk/,OPERATIONAL,"['brunch_restaurant', 'coffee_shop', 'coffee_roastery', 'sandwich_shop', 'cocktail_bar', 'cafe', 'breakfast_restaurant', 'bar', 'bakery', 'restaurant', 'point_of_interest', 'food_store', 'food', 'store', 'establishment']",brunch_restaurant
ChIJRWNGE00EdkgRwyaONRrJ4A8,The Pepper Tree,Thai Restaurant,4.3,1108.0,"{'latitude': 51.460997199999994, 'longitude': -0.13865829999999998}","19 Clapham Common South Side, London",https://maps.google.com/?cid=1144135419756947139&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,https://www.thepeppertree.co.uk/,OPERATIONAL,"['thai_restaurant', 'asian_restaurant', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",thai_restaurant
ChIJAdoDSUUFdkgRPIW-WDzmXVg,RAJAH ROWING INDIAN KITCHEN CLAPHAM,Takeout Restaurant,4.6,103.0,"{'latitude': 51.460142999999995, 'longitude': -0.135233}","70 Clapham Park Rd, London",https://maps.google.com/?cid=6367498595033056572&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,http://www.rajahrowing.com/,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJJ1i6WXcFdkgREpV9IIZ3VQo,Zing Zing,Takeout Restaurant,3.0,38.0,"{'latitude': 51.459858, 'longitude': -0.1346891}","86 Clapham Park Rd, London",https://maps.google.com/?cid=744632731354109202&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",,https://www.zing-zing.co.uk/,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJ0Q0twk0EdkgR7ZESAuGdF18,New Milano Pizza,Pizza Restaurant,3.4,103.0,"{'latitude': 51.4609167, 'longitude': -0.1358854}","57 Clapham Park Rd, London",https://maps.google.com/?cid=6852118947795472877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '40'}}",,https://newmilano-pizza.co.uk/,OPERATIONAL,"['pizza_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",pizza_restaurant
ChIJdXCQr30FdkgRfWXr867jPTA,Martine's Bar & Grill,Restaurant,5.0,10.0,"{'latitude': 51.4601465, 'longitude': -0.1354272}","56 Clapham Park Rd, London",https://maps.google.com/?cid=3476184827955996029&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,,https://martinesbar.co.uk/,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant
ChIJ3XluOnMFdkgRDpx-VIuOp1M,Matteo's Cucina Italiana Clapham,Takeout Restaurant,4.7,12.0,"{'latitude': 51.46006810000001, 'longitude': -0.13520920000000003}","72 Clapham Park Rd, London",https://maps.google.com/?cid=6027943355327880206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJSXWyf04EdkgR2z4I2Dfb4sI,Yun Hua,Takeout Restaurant,3.1,60.0,"{'latitude': 51.459855999999995, 'longitude': -0.134681}","86 Clapham Park Rd, London",https://maps.google.com/?cid=14043027620988731099&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",,,OPERATIONAL,"['fast_food_restaurant', 'meal_delivery', 'food_delivery', 'chinese_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJNVcQ0U0EdkgRenXPwU7MhUY,Aspall Suffolk,Restaurant,5.0,1.0,"{'latitude': 51.4602035, 'longitude': -0.1353145}",London,https://maps.google.com/?cid=5081692393188586874&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,,,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant
ChIJZY5tfgAFdkgRJ6odoiHTvRg,MHASIF Virtual Food Hall,Fast Food Restaurant,5.0,8.0,"{'latitude': 51.4601178, 'longitude': -0.13515649999999998}","72 Clapham Park Rd, London",https://maps.google.com/?cid=1782813168915819047&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://reef-uk.getreef.com/ldn302-1?locale=en,OPERATIONAL,"['fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",fast_food_restaurant
