id,displayName,primaryTypeDisplayName,rating,userRatingCount,location,shortFormattedAddress,googleMapsUri,priceRange,priceLevel,websiteUri,businessStatus,types,primaryType
ChIJ-Zq-8FEEdkgRpjObm00MAi8,KFC Clapham - High Street,Fast Food Restaurant,3.4,902,"{'latitude': 51.4631555, 'longitude': -0.1346142}","106-108 Clapham High St, London",https://maps.google.com/?cid=3387283397198689190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://www.kfc.co.uk/kfc-near-me/clapham-high-street?utm_term=106-108-High-Street&utm_medium=organic&utm_source=uberall,OPERATIONAL,"['fast_food_restaurant', 'chicken_restaurant', 'electric_vehicle_charging_station', 'chicken_wings_restaurant', 'meal_takeaway', 'transportation_service', 'restaurant', 'food', 'point_of_interest', 'establishment']",fast_food_restaurant
ChIJX00aKI8FdkgR1QbaPMCJDIU,Taco Bell,Fast Food Restaurant,3.5,316,"{'latitude': 51.4634862, 'longitude': -0.13380590000000003}","84 Clapham High St, London",https://maps.google.com/?cid=9587189165512591061&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_INEXPENSIVE,https://www.tacobell.co.uk/,OPERATIONAL,"['fast_food_restaurant', 'mexican_restaurant', 'vegetarian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",fast_food_restaurant
ChIJYTIzQY0FdkgRuEyiLaCQGsY,Lievito Madre Italian Restaurant & Pizzeria,Italian Restaurant,4.4,535,"{'latitude': 51.4633694, 'longitude': -0.13438519999999998}","181 Clapham Manor St, London",https://maps.google.com/?cid=14274880986538986680&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",,http://www.lievitomadre.co.uk/,OPERATIONAL,"['italian_restaurant', 'family_restaurant', 'pizza_restaurant', 'pizza_delivery', 'grocery_store', 'meal_delivery', 'food_delivery', 'cocktail_bar', 'bar', 'food_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",italian_restaurant
ChIJF7rG8mYFdkgROnZmKh8SYjY,Fireaway Clapham,Pizza Restaurant,4.6,501,"{'latitude': 51.463516899999995, 'longitude': -0.1337344}","82 Clapham High St, London",https://maps.google.com/?cid=3918714550830396986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://fireaway.co.uk/,OPERATIONAL,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",pizza_restaurant
ChIJ_9CqpaUFdkgRwf70MRDBRUc,CRACK COOKIES,Dessert Restaurant,4.6,132,"{'latitude': 51.4634825, 'longitude': -0.1337411}","82a Clapham High St, London",https://maps.google.com/?cid=5135723225387695809&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,http://www.crackcookies.co.uk/,OPERATIONAL,"['dessert_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",dessert_restaurant
ChIJ40aj-VEEdkgR8e0LRetXlYA,Subway,Sandwich Shop,3.0,99,"{'latitude': 51.462894999999996, 'longitude': -0.1345019}","105 Clapham High St, London",https://maps.google.com/?cid=9265408476372004337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,PRICE_LEVEL_INEXPENSIVE,https://restaurants.subway.com/united-kingdom/en/london/105-clapham-high-street?y_source=1_NTg0NDI1MjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,OPERATIONAL,"['sandwich_shop', 'fast_food_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",sandwich_shop
ChIJv8Qb7lEEdkgR_12CqjNoc-A,Sun Sun,Takeout Restaurant,4.3,209,"{'latitude': 51.463396599999996, 'longitude': -0.13403879999999999}","94 Clapham High St, London",https://maps.google.com/?cid=16173385257930874367&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,,OPERATIONAL,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_takeaway
ChIJc0JmAVIEdkgRIdI-kacqIy0,Maharani Indian Restaurant,Indian Restaurant,4.0,350,"{'latitude': 51.462671199999996, 'longitude': -0.1349067}","117 Clapham High St, London",https://maps.google.com/?cid=3252490255076348449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",PRICE_LEVEL_MODERATE,https://maharaniclapham.co.uk/,OPERATIONAL,"['indian_restaurant', 'bangladeshi_restaurant', 'vegan_restaurant', 'halal_restaurant', 'asian_restaurant', 'meal_takeaway', 'vegetarian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",indian_restaurant
ChIJCbpNCAAFdkgRoe1rOYGhBQ8,Tirak,Thai Restaurant,4.5,130,"{'latitude': 51.4632551, 'longitude': -0.1343143}","102-104 Clapham High St, London",https://maps.google.com/?cid=1082448861838699937&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '50'}}",,https://www.tirak.co.uk/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=br12863-website,OPERATIONAL,"['thai_restaurant', 'malaysian_restaurant', 'asian_fusion_restaurant', 'fusion_restaurant', 'asian_restaurant', 'meal_takeaway', 'chinese_noodle_restaurant', 'brunch_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",thai_restaurant
ChIJ-W3581EEdkgRj75fraxR-so,Clapham Manor Pizza,Pizza Restaurant,5.0,1,"{'latitude': 51.463400299999996, 'longitude': -0.1344501}","179 Clapham Manor St, London",https://maps.google.com/?cid=14626092541924064911&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,,,OPERATIONAL,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",pizza_restaurant
