id,displayName,primaryTypeDisplayName,rating,userRatingCount,location,shortFormattedAddress,googleMapsUri,priceRange,priceLevel,websiteUri,businessStatus,types,primaryType
ChIJxQ_1h00EdkgRfr6dRI2qe4Q,McDonald's,Fast Food Restaurant,3.6,1800,"{'latitude': 51.462868799999995, 'longitude': -0.1354852}","130/134 Clapham High St, London",https://maps.google.com/?cid=9546411358860197502&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260379:Clicks:DIRSYN:,OPERATIONAL,"['fast_food_restaurant', 'hamburger_restaurant', 'diner', 'chicken_restaurant', 'breakfast_restaurant', 'american_restaurant', 'restaurant', 'point_of_interest', 'service', 'food', 'establishment']",fast_food_restaurant
ChIJXwOyeXIFdkgRErRzmZrUBJE,Popeyes Louisiana Chicken,Chicken Restaurant,4.9,2650,"{'latitude': 51.4626617, 'longitude': -0.1361444}","152 Clapham High St, London",https://maps.google.com/?cid=10449710795870942226&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://popeyesuk.com/restaurants/clapham,OPERATIONAL,"['chicken_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",chicken_restaurant
ChIJq6rmBE4EdkgRBX4mWfkucsU,Crispin at Studio Voltaire,Restaurant,4.7,304,"{'latitude': 51.4621062, 'longitude': -0.1346606}","1a Nelsons Row, London",https://maps.google.com/?cid=14227485821294247429&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '40'}, 'endPrice': {'currencyCode': 'GBP', 'units': '90'}}",,https://www.crispinlondon.com/studio-voltaire,OPERATIONAL,"['restaurant', 'british_restaurant', 'point_of_interest', 'food', 'establishment']",restaurant
ChIJM4jpB1IEdkgRsldknr7m0gw,Olives + Meze Takeaway,Mediterranean Restaurant,4.4,788,"{'latitude': 51.462467, 'longitude': -0.13558499999999998}","131 Clapham High St, London",https://maps.google.com/?cid=924054579939923890&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",PRICE_LEVEL_MODERATE,http://www.olivesandmeze.co.uk/,OPERATIONAL,"['mediterranean_restaurant', 'health_food_store', 'greek_restaurant', 'turkish_restaurant', 'health', 'restaurant', 'point_of_interest', 'food_store', 'food', 'store', 'establishment']",mediterranean_restaurant
ChIJc0JmAVIEdkgRIdI-kacqIy0,Maharani Indian Restaurant,Indian Restaurant,4.0,350,"{'latitude': 51.462671199999996, 'longitude': -0.1349067}","117 Clapham High St, London",https://maps.google.com/?cid=3252490255076348449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",PRICE_LEVEL_MODERATE,https://maharaniclapham.co.uk/,OPERATIONAL,"['indian_restaurant', 'halal_restaurant', 'asian_restaurant', 'vegan_restaurant', 'bangladeshi_restaurant', 'vegetarian_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",indian_restaurant
ChIJOdTDNMwFdkgRcigbl83ctUQ,Chicken Hub,Restaurant,4.1,147,"{'latitude': 51.4627572, 'longitude': -0.1358662}","144 Clapham High St, London",https://maps.google.com/?cid=4951106140925274226&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,https://www.chicken-hub.com/locations,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant
ChIJoUIwD1IEdkgRgoGGEd63In8,Roosters Spot Clapham Common,Chicken Restaurant,3.8,208,"{'latitude': 51.462797300000005, 'longitude': -0.1357623}","140 Clapham High St, London",https://maps.google.com/?cid=9161086756429660546&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,,OPERATIONAL,"['chicken_restaurant', 'fast_food_restaurant', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",chicken_restaurant
ChIJBwIMnIEFdkgRmX1CbYfGlG8,Mamma Mia,Italian Restaurant,5.0,1,"{'latitude': 51.462744699999995, 'longitude': -0.1359216}","146 Clapham High St, London",https://maps.google.com/?cid=8040269519719136665&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,,,OPERATIONAL,"['italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",italian_restaurant
