id,displayName,primaryTypeDisplayName,rating,userRatingCount,location,shortFormattedAddress,googleMapsUri,priceRange,priceLevel,websiteUri,businessStatus,types,primaryType
ChIJY4X5z1UEdkgRZCzKUQavb0w,McDonald's,Fast Food Restaurant,3.4,2349,"{'latitude': 51.471587299999996, 'longitude': -0.13697779999999998}","368, 370 Wandsworth Rd, London",https://maps.google.com/?cid=5507813310974274660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",PRICE_LEVEL_INEXPENSIVE,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260912:Clicks:DIRSYN:,OPERATIONAL,"['fast_food_restaurant', 'breakfast_restaurant', 'hamburger_restaurant', 'diner', 'chicken_restaurant', 'american_restaurant', 'restaurant', 'point_of_interest', 'food', 'service', 'establishment']",fast_food_restaurant
ChIJxVqHTfgEdkgRD4dZm8lBnSc,A Toca Restaurant,Portuguese Restaurant,4.4,2412,"{'latitude': 51.475376399999995, 'longitude': -0.1311439}","341 Wandsworth Rd, London",https://maps.google.com/?cid=2854510072973330191&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",PRICE_LEVEL_MODERATE,http://www.atoca-lambeth.co.uk/,OPERATIONAL,"['portuguese_restaurant', 'turkish_restaurant', 'tapas_restaurant', 'spanish_restaurant', 'greek_restaurant', 'croatian_restaurant', 'italian_restaurant', 'meal_takeaway', 'french_restaurant', 'church', 'place_of_worship', 'restaurant', 'point_of_interest', 'association_or_organization', 'food', 'establishment']",portuguese_restaurant
ChIJgZTay1IFdkgRexi6lbhzsL4,After Hours,Soul Food Restaurant,4.0,278,"{'latitude': 51.476768299999996, 'longitude': -0.13044100000000003}","178a Wandsworth Rd, London",https://maps.google.com/?cid=13740609699730561147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '50'}}",,https://www.theafterhourslounge.com/,OPERATIONAL,"['soul_food_restaurant', 'halal_restaurant', 'hookah_bar', 'cocktail_bar', 'chicken_restaurant', 'dessert_restaurant', 'meal_takeaway', 'lounge_bar', 'night_club', 'vegan_restaurant', 'vegetarian_restaurant', 'american_restaurant', 'event_venue', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",soul_food_restaurant
ChIJOzRnUvgEdkgRdjLrE_0qwXg,Casa Benfica - Londres,Portuguese Restaurant,4.5,238,"{'latitude': 51.4752155, 'longitude': -0.13161119999999998}","Wandsworth Rd, London",https://maps.google.com/?cid=8701283221505782390&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '40'}}",,https://m.facebook.com/CasaBenficaLondres/,OPERATIONAL,"['portuguese_restaurant', 'cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",portuguese_restaurant
ChIJV8z7MbIFdkgRBvuAh7AVadM,Paradise cove Battersea,Caribbean Restaurant,4.6,862,"{'latitude': 51.470769399999995, 'longitude': -0.1378883}","515 Wandsworth Rd, London",https://maps.google.com/?cid=15233731062489217798&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '30'}}",,http://www.paradisecovebattersea.com/,OPERATIONAL,"['caribbean_restaurant', 'brewery', 'wine_bar', 'pub', 'cafe', 'vegan_restaurant', 'vegetarian_restaurant', 'manufacturer', 'bar', 'restaurant', 'point_of_interest', 'food', 'service', 'establishment']",caribbean_restaurant
ChIJAep23wQFdkgRgzleMAR9UGo,Lusitania,Portuguese Restaurant,4.2,465,"{'latitude': 51.475081499999995, 'longitude': -0.1314164}","353 Wandsworth Rd, London",https://maps.google.com/?cid=7660760423102036355&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '20'}, 'endPrice': {'currencyCode': 'GBP', 'units': '70'}}",PRICE_LEVEL_MODERATE,https://www.restaurantelusitania.co.uk/,OPERATIONAL,"['portuguese_restaurant', 'mediterranean_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",portuguese_restaurant
ChIJ8STD7OoFdkgR9IyRF284hc0,Selekt Chicken - Nine Elms,Restaurant,4.7,659,"{'latitude': 51.4746038, 'longitude': -0.1324822}","252 Wandsworth Rd, London",https://maps.google.com/?cid=14809304999465684212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}",,http://www.selektchicken.com/,OPERATIONAL,"['fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",restaurant
ChIJ1bfdm0cFdkgRMFJ0uQStlFw,Bronson's burgers - Nine Elms,Takeout Restaurant,4.1,79,"{'latitude': 51.4748321, 'longitude': -0.14040909999999998}","Lindford Street Business Estate, 76 Stewart's Rd, London",https://maps.google.com/?cid=6671147183845429808&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,http://www.bronsonsburgers.co.uk/,OPERATIONAL,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway
ChIJS4t9A1UEdkgRt_jR1n5jq38,Lebanese Grill II,Kebab Shop,4.2,193,"{'latitude': 51.470586, 'longitude': -0.1383739}","523 Wandsworth Rd, London",https://maps.google.com/?cid=9199556060255484087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,,OPERATIONAL,"['kebab_shop', 'restaurant', 'point_of_interest', 'food', 'establishment']",kebab_shop
ChIJU_VgJQAFdkgRK5zBdVvxNn0,Paimbha Indian restaurant,Indian Restaurant,4.6,86,"{'latitude': 51.4741697, 'longitude': -0.1328982}","indian Restaurant, paimbha, 266 Wandsworth Rd, London",https://maps.google.com/?cid=9022664278603308075&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}",,https://paimbharestaurant.co.uk/,OPERATIONAL,"['indian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",indian_restaurant
