local_tile,local_tiles,density,local_density
89197320b4bffff,"{'89197320a2fffff', '8919732e497ffff', '8919732e487ffff', '89197320a27ffff', '8919732e4bbffff', '89197320b4bffff', '89197320b5bffff', '8919732e4a3ffff', '89197320b57ffff', '8919732e4b7ffff', '89197320b7bffff', '89197320b47ffff', '89197320b53ffff', '8919732e493ffff', '89197320b4fffff', '8919732e483ffff', '8919732e48fffff', '8919732e4b3ffff', '89197320b43ffff'}",6.0,7.0
89197320b53ffff,"{'89197320a23ffff', '89197320a2fffff', '8919732e497ffff', '89197320a27ffff', '89197320b4bffff', '89197320bc7ffff', '89197320b5bffff', '89197320b57ffff', '89197320bdbffff', '89197320a37ffff', '89197320b47ffff', '89197320b53ffff', '89197320b1bffff', '89197320b4fffff', '89197320bcbffff', '89197320bc3ffff', '89197320b0bffff', '89197320b43ffff', '89197320bcfffff'}",1.0,8.0
89197320bcfffff,"{'89197320a27ffff', '89197320bc7ffff', '89197320b5bffff', '89197320b57ffff', '89197320bdbffff', '89197320bd3ffff', '89197320a37ffff', '89197320b47ffff', '89197320b53ffff', '89197320bcfffff', '89197320b1bffff', '89197320bcbffff', '89197320bc3ffff', '89197320b43ffff', '89197320b03ffff', '89197320b8bffff', '89197320b13ffff', '89197320bd7ffff', '89197320b0bffff'}",1.0,2.0
89197320c63ffff,"{'89197320c7bffff', '89197320c73ffff', '89197320c6fffff', '89197320ea7ffff', '891973208d7ffff', '89197320893ffff', '89197320c0bffff', '89197320c2bffff', '89197320eb7ffff', '89197320c47ffff', '89197320c0fffff', '89197320c77ffff', '891973208d3ffff', '89197320c4fffff', '89197320c3bffff', '89197320c63ffff', '8919732089bffff', '89197320c6bffff', '89197320c67ffff'}",1.0,2.0
89197320c7bffff,"{'89197320c7bffff', '89197320c73ffff', '89197320c6fffff', '89197320ea3ffff', '89197320ea7ffff', '89197320c57ffff', '89197320c0bffff', '89197320eb7ffff', '89197320c43ffff', '89197320c47ffff', '89197320c0fffff', '89197320c77ffff', '891973208d3ffff', '89197320c4fffff', '89197320c63ffff', '89197320c4bffff', '89197320c6bffff', '89197320eb3ffff', '89197320c67ffff'}",1.0,2.0
89197320c83ffff,"{'89197322b5bffff', '89197320c83ffff', '89197320c13ffff', '89197320c87ffff', '89197320cc7ffff', '89197320c8bffff', '89197322a67ffff', '89197322b4bffff', '89197320c9bffff', '89197322a2fffff', '89197320cd7ffff', '89197320c97ffff', '89197322a6fffff', '89197320c17ffff', '89197320c8fffff', '89197322a2bffff', '89197320cb3ffff', '89197320cbbffff', '89197320c93ffff'}",1.0,15.0
89197320c8bffff,"{'89197320c83ffff', '89197320cc3ffff', '89197320c13ffff', '89197320cc7ffff', '89197320c87ffff', '89197320c8bffff', '89197322a67ffff', '89197320c03ffff', '89197320c9bffff', '89197320cd3ffff', '89197320cd7ffff', '89197320c97ffff', '89197322a6fffff', '89197320c17ffff', '89197320c8fffff', '89197320c1bffff', '89197320cbbffff', '89197320c93ffff', '89197320ccfffff'}",2.0,19.0
89197320c8fffff,"{'89197320c83ffff', '89197320c13ffff', '89197320c87ffff', '89197320cc7ffff', '89197320c8bffff', '89197322b4bffff', '89197320c03ffff', '89197320c9bffff', '89197320c07ffff', '89197320ca3ffff', '89197320cd7ffff', '89197320c97ffff', '89197320c17ffff', '89197320c8fffff', '89197320cabffff', '89197320c1bffff', '89197320cb3ffff', '89197320cbbffff', '89197320c93ffff'}",3.0,15.0
89197320cc7ffff,"{'89197320cc3ffff', '89197320c83ffff', '89197320c13ffff', '89197320cc7ffff', '89197320c8bffff', '89197320c57ffff', '89197320c0bffff', '89197320ccbffff', '89197320c03ffff', '89197320c9bffff', '89197320cd3ffff', '89197320cd7ffff', '89197320cdbffff', '89197322a6fffff', '89197320c17ffff', '89197320c8fffff', '89197320c53ffff', '89197320c1bffff', '89197320ccfffff'}",9.0,20.0
89197320cd3ffff,"{'891973201a7ffff', '891973201afffff', '89197320137ffff', '89197320cc3ffff', '89197322a63ffff', '89197320cc7ffff', '89197320c8bffff', '89197322a67ffff', '89197320ccbffff', '89197320c9bffff', '891973201b7ffff', '89197320cd3ffff', '89197320cd7ffff', '89197320cdbffff', '89197322a6fffff', '89197322a7bffff', '891973201a3ffff', '89197322a6bffff', '89197320ccfffff'}",4.0,28.0
89197320cdbffff,"{'891973201a7ffff', '891973201afffff', '89197320137ffff', '89197320cc3ffff', '89197320cc7ffff', '89197320127ffff', '89197320ccbffff', '89197320123ffff', '891973201b7ffff', '89197320cd3ffff', '89197320cd7ffff', '89197320cdbffff', '89197322a6fffff', '89197320c53ffff', '891973201a3ffff', '89197320133ffff', '89197322a6bffff', '89197320ccfffff', '891973201abffff'}",1.0,26.0
89197320d4fffff,"{'89197320d4bffff', '89197320d53ffff', '89197320897ffff', '89197320d47ffff', '891973208bbffff', '89197320d7bffff', '891973208b3ffff', '891973208a7ffff', '89197320d57ffff', '89197320d43ffff', '89197320d63ffff', '89197320887ffff', '891973208b7ffff', '89197320d4fffff', '89197320d5bffff', '89197320d6bffff', '89197320d73ffff', '89197320d0bffff', '891973208a3ffff'}",2.0,4.0
89197320dc3ffff,"{'89197320d53ffff', '89197320d1bffff', '89197320ca7ffff', '89197320dc7ffff', '89197320d57ffff', '89197320c27ffff', '89197320dc3ffff', '89197320d9bffff', '89197320dd7ffff', '89197320ddbffff', '89197320d8bffff', '89197322b6bffff', '89197320d13ffff', '89197320c37ffff', '89197320cafffff', '89197320dcfffff', '89197322b6fffff', '89197320dd3ffff', '89197320dcbffff'}",1.0,2.0
89197320dcfffff,"{'89197320d53ffff', '89197320d47ffff', '89197320d1bffff', '89197320d03ffff', '89197320dc7ffff', '89197320d57ffff', '89197320c27ffff', '89197320d43ffff', '89197320dc3ffff', '89197320dd7ffff', '89197320ddbffff', '89197320d5bffff', '89197320d8bffff', '89197320d13ffff', '89197320d0bffff', '89197320c37ffff', '89197320dcfffff', '89197320dd3ffff', '89197320dcbffff'}",1.0,2.0
89197320e8fffff,"{'89197320e83ffff', '89197320e17ffff', '89197320ebbffff', '89197320e97ffff', '89197320ea3ffff', '89197320e93ffff', '89197320e87ffff', '89197320e1bffff', '89197320e07ffff', '89197320e9bffff', '89197320e8fffff', '89197320e8bffff', '89197320e03ffff', '89197320ed7ffff', '89197320c4bffff', '89197320ec7ffff', '89197320e13ffff', '89197320eb3ffff', '89197320eabffff'}",1.0,1.0
89197321123ffff,"{'89197321ccbffff', '89197321127ffff', '8919732110fffff', '89197321107ffff', '89197321137ffff', '89197321167ffff', '8919732113bffff', '89197321e93ffff', '89197321e97ffff', '89197321133ffff', '8919732112fffff', '89197321177ffff', '8919732112bffff', '891973211afffff', '89197321cdbffff', '89197321c5bffff', '89197321123ffff', '89197321c53ffff', '891973211abffff'}",2.0,7.0
89197321133ffff,"{'89197321ccbffff', '89197321127ffff', '8919732110fffff', '89197321107ffff', '89197321137ffff', '89197321117ffff', '891973211a7ffff', '8919732113bffff', '89197321133ffff', '8919732112fffff', '89197321177ffff', '8919732112bffff', '891973211afffff', '891973211bbffff', '89197321cdbffff', '89197321123ffff', '89197321103ffff', '891973211abffff', '891973211a3ffff'}",1.0,7.0
89197321137ffff,"{'89197321ccbffff', '89197321127ffff', '89197321ccfffff', '89197321107ffff', '89197321137ffff', '891973211a7ffff', '8919732113bffff', '89197321133ffff', '8919732112fffff', '8919732112bffff', '891973211afffff', '89197321cd3ffff', '89197321cdbffff', '89197321c5bffff', '89197321cc3ffff', '89197321123ffff', '89197321c53ffff', '891973211a3ffff', '891973211abffff'}",3.0,7.0
89197321163ffff,"{'891973213b7ffff', '8919732110fffff', '89197321167ffff', '8919732113bffff', '89197321e93ffff', '891973213a7ffff', '89197321173ffff', '8919732110bffff', '89197321177ffff', '89197321ed3ffff', '89197321163ffff', '8919732112bffff', '89197321147ffff', '8919732117bffff', '8919732116fffff', '8919732114fffff', '89197321e9bffff', '8919732116bffff', '89197321ed7ffff'}",1.0,1.0
891973211afffff,"{'89197321ccbffff', '89197321127ffff', '89197321107ffff', '89197321137ffff', '89197321117ffff', '8919732026bffff', '891973211a7ffff', '8919732113bffff', '89197321133ffff', '891973211b3ffff', '891973211b7ffff', '891973211afffff', '89197321cd3ffff', '891973211bbffff', '89197321cdbffff', '89197321cc3ffff', '89197321123ffff', '891973211a3ffff', '891973211abffff'}",1.0,7.0
89197321807ffff,"{'89197321833ffff', '8919732180bffff', '89197321873ffff', '89197321803ffff', '89197321813ffff', '891973218afffff', '891973218a3ffff', '8919732182bffff', '891973218abffff', '89197321807ffff', '8919732183bffff', '89197321823ffff', '89197321837ffff', '89197321877ffff', '891973218bbffff', '8919732180fffff', '89197321817ffff', '8919732181bffff', '8919732188fffff'}",1.0,2.0
8919732183bffff,"{'89197321833ffff', '8919732182fffff', '8919732180bffff', '89197321873ffff', '89197321803ffff', '891973218afffff', '89197321b93ffff', '8919732182bffff', '891973218abffff', '89197321807ffff', '8919732183bffff', '89197321823ffff', '89197321837ffff', '89197321877ffff', '89197321867ffff', '89197321863ffff', '8919732180fffff', '89197321827ffff', '89197321817ffff'}",1.0,2.0
89197321913ffff,"{'89197321903ffff', '89197321987ffff', '891973219abffff', '8919732199bffff', '8919732198fffff', '8919732191bffff', '89197321913ffff', '8919732198bffff', '891973219bbffff', '891973219c3ffff', '89197321957ffff', '89197321983ffff', '89197321917ffff', '891973219d7ffff', '891973219c7ffff', '8919732190bffff', '8919732190fffff', '89197321907ffff', '891973219cfffff'}",1.0,2.0
8919732191bffff,"{'89197321903ffff', '89197321947ffff', '8919732198fffff', '8919732191bffff', '89197321913ffff', '89197321943ffff', '8919732198bffff', '891973219c3ffff', '89197321957ffff', '89197321953ffff', '891973219cbffff', '89197321917ffff', '891973219d7ffff', '891973219c7ffff', '8919732190bffff', '8919732190fffff', '89197321907ffff', '891973219cfffff', '89197321973ffff'}",1.0,2.0
891973219b7ffff,"{'89197321987ffff', '89197320a6fffff', '89197320a7bffff', '89197320a43ffff', '89197320a73ffff', '891973219abffff', '8919732e4dbffff', '8919732e4d3ffff', '89197320a4fffff', '89197320a63ffff', '89197320a47ffff', '891973219a7ffff', '891973219b7ffff', '891973219a3ffff', '891973219b3ffff', '891973219bbffff', '89197320a6bffff', '891973219afffff', '89197320a4bffff'}",2.0,4.0
89197321b43ffff,"{'89197321b53ffff', '8919732f497ffff', '89197321b4fffff', '89197321b73ffff', '89197321a2fffff', '89197321b43ffff', '89197321b5bffff', '89197321a27ffff', '89197321b4bffff', '89197321b57ffff', '89197321b47ffff', '89197321bcfffff', '89197321bcbffff', '8919732f4b3ffff', '89197321b1bffff', '8919732f4b7ffff', '89197321b0bffff', '89197321b7bffff', '8919732f487ffff'}",1.0,5.0
89197321b4bffff,"{'89197321b53ffff', '8919732f497ffff', '89197321b4fffff', '89197321a2fffff', '89197321b43ffff', '8919732f493ffff', '89197321b5bffff', '89197321a27ffff', '8919732f483ffff', '89197321b4bffff', '89197321b57ffff', '89197321b47ffff', '8919732f4a3ffff', '8919732f4b3ffff', '8919732f4b7ffff', '89197321b7bffff', '8919732f48fffff', '8919732f487ffff', '8919732f4bbffff'}",3.0,5.0
89197321bdbffff,"{'89197321b53ffff', '89197321aa7ffff', '89197321bc3ffff', '89197321a23ffff', '89197321a27ffff', '89197321bd7ffff', '89197321a33ffff', '89197321bcfffff', '8919732186bffff', '89197321a37ffff', '89197321aafffff', '89197321bd3ffff', '89197321bcbffff', '89197321aabffff', '89197321aa3ffff', '89197321bdbffff', '89197321ab7ffff', '8919732186fffff', '89197321bc7ffff'}",1.0,1.0
89197321c0bffff,"{'89197321c1bffff', '89197321ccfffff', '89197321cc7ffff', '89197321c47ffff', '89197321c13ffff', '89197321c3bffff', '89197321c63ffff', '89197321c0fffff', '89197321c17ffff', '89197321c73ffff', '89197321c0bffff', '89197321c57ffff', '89197321c43ffff', '89197321c03ffff', '89197321c77ffff', '89197321c07ffff', '89197321c53ffff', '89197321c7bffff', '89197321c4fffff'}",1.0,1.0
89197322007ffff,"{'891973220afffff', '89197322017ffff', '8919732202bffff', '89197322023ffff', '89197322007ffff', '89197322037ffff', '891973220a3ffff', '89197322033ffff', '89197322077ffff', '891973220bbffff', '891973220abffff', '89197322013ffff', '8919732208fffff', '89197322003ffff', '8919732203bffff', '8919732200bffff', '8919732201bffff', '89197322073ffff', '8919732200fffff'}",2.0,13.0
89197322017ffff,"{'891973220afffff', '89197322017ffff', '8919732208bffff', '89197322007ffff', '89197322087ffff', '891973220a3ffff', '89197322033ffff', '891973220bbffff', '891973220abffff', '89197322013ffff', '8919732208fffff', '89197322003ffff', '891973220b3ffff', '8919732203bffff', '8919732200bffff', '8919732201bffff', '891973220c7ffff', '8919732200fffff', '89197322083ffff'}",5.0,10.0
89197322023ffff,"{'891973220afffff', '891973221dbffff', '8919732202bffff', '89197322023ffff', '89197322007ffff', '89197322067ffff', '89197322037ffff', '89197322397ffff', '89197322033ffff', '89197322077ffff', '891973220abffff', '8919732203bffff', '89197322393ffff', '89197322027ffff', '891973221cbffff', '8919732202fffff', '8919732215bffff', '8919732200fffff', '89197322153ffff'}",2.0,17.0
8919732202bffff,"{'89197322023ffff', '8919732202bffff', '89197322007ffff', '89197322067ffff', '89197322037ffff', '89197322383ffff', '89197322397ffff', '89197322063ffff', '89197322033ffff', '89197322077ffff', '8919732203bffff', '89197322393ffff', '8919732206fffff', '89197322027ffff', '89197322073ffff', '8919732239bffff', '8919732202fffff', '8919732215bffff', '8919732200fffff'}",1.0,7.0
8919732203bffff,"{'891973220afffff', '89197322017ffff', '8919732202bffff', '89197322023ffff', '89197322007ffff', '89197322067ffff', '89197322037ffff', '89197322063ffff', '89197322033ffff', '89197322077ffff', '891973220abffff', '89197322003ffff', '89197322393ffff', '8919732203bffff', '89197322027ffff', '8919732200bffff', '89197322073ffff', '8919732202fffff', '8919732200fffff'}",1.0,13.0
891973220abffff,"{'891973220afffff', '89197322017ffff', '89197322023ffff', '891973221dbffff', '891973220a7ffff', '89197322007ffff', '89197322087ffff', '89197322037ffff', '891973220a3ffff', '89197322033ffff', '891973220b7ffff', '891973220bbffff', '891973220abffff', '89197322013ffff', '8919732208fffff', '89197322003ffff', '891973220b3ffff', '8919732203bffff', '8919732200fffff'}",2.0,21.0
89197322113ffff,"{'891973221d7ffff', '8919732210fffff', '8919732219bffff', '891973221bbffff', '89197322157ffff', '89197322103ffff', '89197322107ffff', '891973221abffff', '89197322183ffff', '8919732211bffff', '891973221c3ffff', '8919732218bffff', '891973221c7ffff', '8919732218fffff', '891973221cfffff', '89197322113ffff', '89197322187ffff', '8919732210bffff', '89197322117ffff'}",1.0,2.0
8919732214bffff,"{'89197322143ffff', '891973223a3ffff', '891973223b3ffff', '8919732214fffff', '8919732238fffff', '891973223bbffff', '89197322387ffff', '89197322383ffff', '89197322397ffff', '89197322157ffff', '8919732217bffff', '89197322393ffff', '89197322027ffff', '8919732214bffff', '89197322147ffff', '8919732202fffff', '8919732215bffff', '891973223b7ffff', '89197322153ffff'}",4.0,7.0
89197322163ffff,"{'8919732212bffff', '8919732213bffff', '89197322173ffff', '89197322163ffff', '8919732214fffff', '8919732210fffff', '89197322ed7ffff', '89197322e9bffff', '89197322177ffff', '8919732216bffff', '89197322e93ffff', '8919732217bffff', '89197322ed3ffff', '89197322167ffff', '891973223a7ffff', '89197322147ffff', '8919732216fffff', '8919732210bffff', '891973223b7ffff'}",2.0,10.0
89197322167ffff,"{'8919732212bffff', '8919732213bffff', '89197322173ffff', '89197322163ffff', '8919732210fffff', '89197322ed7ffff', '89197322e8bffff', '89197322e9bffff', '89197322177ffff', '8919732212fffff', '8919732216bffff', '89197322123ffff', '89197322e93ffff', '89197322e83ffff', '8919732217bffff', '89197322ed3ffff', '89197322167ffff', '8919732216fffff', '89197322e97ffff'}",1.0,10.0
8919732216fffff,"{'8919732212bffff', '89197322edbffff', '89197322173ffff', '89197322163ffff', '89197322ed7ffff', '89197322e8bffff', '89197322e9bffff', '89197322177ffff', '8919732216bffff', '89197322ec7ffff', '89197322e93ffff', '89197322e83ffff', '89197322ed3ffff', '89197322167ffff', '8919732217bffff', '891973223a7ffff', '89197322ec3ffff', '8919732216fffff', '891973223b7ffff'}",4.0,19.0
89197322197ffff,"{'8919732219bffff', '891973221bbffff', '89197322197ffff', '89197322193ffff', '8919732252fffff', '8919733524fffff', '89197322183ffff', '8919732252bffff', '8919733524bffff', '89197322527ffff', '8919732218bffff', '891973221b3ffff', '89197322567ffff', '89197335253ffff', '89197322523ffff', '8919732218fffff', '89197335243ffff', '89197322187ffff', '8919733525bffff'}",1.0,8.0
8919732219bffff,"{'891973221d7ffff', '8919732256bffff', '8919732219bffff', '89197322197ffff', '89197322193ffff', '8919732252fffff', '8919732256fffff', '89197322183ffff', '8919732252bffff', '891973221c3ffff', '89197322563ffff', '8919732218bffff', '891973221c7ffff', '89197322567ffff', '89197322577ffff', '8919732218fffff', '891973221d3ffff', '89197322113ffff', '89197322187ffff'}",1.0,6.0
891973221dbffff,"{'891973220afffff', '891973220a7ffff', '89197322023ffff', '891973221d7ffff', '891973221dbffff', '89197322037ffff', '891973220a3ffff', '8919732256bffff', '89197322033ffff', '891973220b7ffff', '891973220abffff', '8919732256fffff', '891973221c3ffff', '89197322027ffff', '891973221c7ffff', '891973221cbffff', '891973221d3ffff', '891973221cfffff', '89197322153ffff'}",9.0,13.0
89197322227ffff,"{'89197322353ffff', '89197320493ffff', '8919732222fffff', '89197320497ffff', '891973223dbffff', '89197322223ffff', '8919732235bffff', '891973223c3ffff', '891973223cbffff', '89197322357ffff', '89197322343ffff', '89197322233ffff', '89197322237ffff', '891973223cfffff', '8919732222bffff', '8919732234bffff', '89197322227ffff', '891973222afffff', '8919732223bffff'}",7.0,20.0
89197322267ffff,"{'8919732226bffff', '89197320493ffff', '8919732222fffff', '89197320497ffff', '89197322223ffff', '891973204d3ffff', '891973204d7ffff', '89197320483ffff', '8919732048bffff', '89197322263ffff', '8919732220fffff', '89197322267ffff', '89197322277ffff', '8919732222bffff', '89197322273ffff', '8919732227bffff', '8919732049bffff', '8919732226fffff', '8919732223bffff'}",1.0,4.0
891973222afffff,"{'89197322223ffff', '891973223dbffff', '891973222bbffff', '89197322217ffff', '8919732206bffff', '891973222b7ffff', '891973223c3ffff', '891973223cbffff', '891973222b3ffff', '891973222a7ffff', '89197322207ffff', '89197322233ffff', '89197322237ffff', '891973222abffff', '89197322227ffff', '891973222afffff', '891973222a3ffff', '891973223d3ffff', '8919732223bffff'}",1.0,10.0
